Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,212.425,5145024790528,85.2,214.5,16.07,-9.78,48.47,207.41,189.19,True,True,True,HIGH CONVICTION DIP BUY,True,70.25,POSITIVE,5,"SpaceX just took Palantir's top spot with one of the most excessive valuation multiples in megacap tech | Why the biggest ""Magnificent 7"" stocks have one giant headwind coming right at them | The Best Vanguard ETF for Your Next $1,000 Investment",32.53,16.69,46335873024.0,6.555,114.29,62.97,97.32,BUY SIGNAL
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,684.005,94385217536,2.7,-21.0,25.89,-4.23,53.57,652.29,535.25,True,True,True,BULLISH TREND,False,56.6,NEUTRAL,5,Are Auto-Tires-Trucks Stocks Lagging  Cummins (CMI) This Year? | Is Atmus Filtration Technologies Inc. (ATMU) A Good Stock To Buy Now? | Does Cummins’ Data Center And Trucking Push Reshape The Bull Case For CMI?,35.51,20.18,1688625024.0,61.621,21.99,7.89,57.73,IGNORE
USB,https://www.tradingview.com/chart/?symbol=USB,U.S. Bancorp,Financial Services,58.145,90574307328,4.6,14.8,14.83,8.85,61.93,55.42,51.89,True,True,True,BULLISH TREND,False,63.65,POSITIVE,5,"Barclays Agrees to Acquire GoHenry U.K. Unit, Boost Youth Banking | CG Advances Wealth Management Push With Majority Stake in MAI | U.S. Bancorp (USB) Completes Acquisition of  BTIG, LLC",12.19,10.28,,,12.35,29.29,57.69,IGNORE
STE,https://www.tradingview.com/chart/?symbol=STE,STERIS plc,Healthcare,206.78,20152299520,7.3,52.2,-5.32,-3.97,32.61,215.15,238.42,False,False,False,NO CLEAR ENTRY,False,46.94,NEUTRAL,5,Steris (STE) Stock After Q4 Miss And 2027 Outlook What The Valuation Signals Now | Why Is Steris (STE) Up 1% Since Last Earnings Report? | Are Options Traders Betting on a Big Move in STERIS Stock?,26.08,17.08,837287488.0,28.999,11.37,13.18,57.66,IGNORE
WSM,https://www.tradingview.com/chart/?symbol=WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,224.64,26450597888,4.4,4.3,23.68,29.36,73.1,192.13,192.47,True,True,False,WATCH - OVERBOUGHT,False,61.41,POSITIVE,5,"Home Depot's FY26 Earnings Outlook: Signs of a Turnaround? | Lifetime Brands Drives International Growth Through National Accounts | AI Likely to Become Functional Part Across Retail Operations, UBS Says",25.18,21.91,885462144.0,79.878,54.01,13.81,57.56,IGNORE
BAC,https://www.tradingview.com/chart/?symbol=BAC,Bank of America Corporation,Financial Services,56.155,398509047808,8.1,24.4,19.95,13.23,76.64,52.28,51.59,True,True,True,WATCH - OVERBOUGHT,False,44.89,NEUTRAL,5,"The 15% Yield ETF That Steals Warren Buffett’s Playbook | After Warren Buffett’s Successor’s Q1 Purge, Just 4 Stocks Make Up Over 50% of Berkshire Hathaway | Bank of America CEO Brian Moynihan sees clues to the U.S. consumer in the pet food aisle",13.93,11.12,,,10.64,28.96,57.49,IGNORE
VLTO,https://www.tradingview.com/chart/?symbol=VLTO,Veralto Corporation,Industrials,83.38,20478066688,6.8,13.3,-8.45,-2.22,41.99,86.99,96.03,False,False,False,NO CLEAR ENTRY,False,61.51,POSITIVE,5,"Active Energy, Quantum Blockchain Technologies, Metir, Poolbeg Pharma, IXICO, Coiled Therapeutics | Veralto (VLTO) Stock Valuation Check After Recent Share Price Weakness | Metir targets PFAS growth as first commercial sales gain momentum",21.49,17.93,768249984.0,95.542,36.46,17.32,57.47,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,239.82,8736913408,7.1,-4.5,16.16,20.58,55.48,230.09,257.09,True,False,False,NO CLEAR ENTRY,False,61.84,POSITIVE,5,FactSet (FDS) Stock Valuation After Steady Guidance And Recurring Revenue Strength | ‘This is not a flash in the pan’: Why value stocks are beating growth by such a wide margin | Unpacking Q1 Earnings: FactSet (NYSE:FDS) In The Context Of Other Financial Exchanges & Data Stocks,15.44,12.37,590249344.0,72.972,28.08,24.48,57.45,IGNORE
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,109.45,38014734336,15.3,-14.3,19.01,7.5,70.27,99.7,101.64,True,True,False,WATCH - OVERBOUGHT,False,56.04,NEUTRAL,5,"Argus Moves Prudential Financial (PRU) to Hold, Awaiting Clarity on Japan Operations | Toll Brothers upgraded, Lennar downgraded: Wall Street's top analyst calls | Is Prudential Financial Stock Underperforming the S&P 500?",11.27,7.53,10378999808.0,158.972,10.71,5.48,57.28,IGNORE
CHD,https://www.tradingview.com/chart/?symbol=CHD,"Church & Dwight Co., Inc.",Consumer Defensive,98.525,23344869376,0.2,2.2,0.64,4.43,54.94,95.15,91.39,True,True,True,BULLISH TREND,False,47.57,NEUTRAL,5,Is Church & Dwight Stock Underperforming the Nasdaq? | Why Is National Vision (EYE) Up 3% Since Last Earnings Report? | Kimberly-Clark Stock: Is KMB Underperforming the Consumer Staples Sector?,32.41,24.09,1128824960.0,56.794,16.78,11.81,57.26,IGNORE
MPC,https://www.tradingview.com/chart/?symbol=MPC,Marathon Petroleum Corporation,Energy,252.89,73827860480,8.8,,10.88,2.02,53.74,244.23,204.79,True,True,True,BULLISH TREND,False,47.27,NEUTRAL,5,"Oil Prices Slump, Exxon and Valero Stocks Drop After Trump Iran Deal | Shell Halts $3B Buybacks as ARC Acquisition Deal Advances | Stocks to Watch: SpaceX, Micron Technology, Remy Cointreau",16.66,10.26,3518749952.0,146.523,27.46,3.41,57.23,IGNORE
UNH,https://www.tradingview.com/chart/?symbol=UNH,UnitedHealth Group Incorporated,Healthcare,412.46,374573236224,2.0,0.7,44.47,3.35,77.59,366.43,329.57,True,True,True,WATCH - OVERBOUGHT,False,60.12,POSITIVE,5,"Beat the Market Like Zacks: FirstCash, Cisco, Bread Financial in Focus | Jim Cramer on UnitedHealth: “Buy It” | JPMorgan Raises its Price Target on UnitedHealth Group (UNH)",31.06,19.73,17687500800.0,73.982,12.18,2.68,57.06,IGNORE
PEP,https://www.tradingview.com/chart/?symbol=PEP,"PepsiCo, Inc.",Consumer Defensive,145.79,199286308864,8.5,27.8,-6.59,-0.91,54.43,149.61,147.44,False,False,True,NO CLEAR ENTRY,False,66.49,POSITIVE,5,PepsiCo Targets Experiential Drinks And Regenerative Farming For Future Growth | Analysts Trims PepsiCo (PEP) Price Target by $10. Here is Why | PepsiCo (PEP) Gets Mixed Wall Street Reviews as Growth Challenges Persist,22.85,16.0,8746250240.0,244.837,43.88,9.15,57.02,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,50.68,23971639296,5.8,3.6,-16.4,10.83,45.91,54.1,67.21,False,False,False,NO CLEAR ENTRY,False,81.82,POSITIVE,5,Adobe CFO Quits to Join a Chipmaker. You Shouldn’t Quit ADBE Stock. | Cognizant Ties Physical AI Platform To Partnerships And Undervalued Shares | Stocks Rally on Hopes for a Near-term US-Iran Interim Peace Agreement,10.99,8.22,1908875008.0,7.247,14.88,10.41,56.85,IGNORE
ISRG,https://www.tradingview.com/chart/?symbol=ISRG,"Intuitive Surgical, Inc.",Healthcare,413.175,146331238400,23.0,18.8,-14.54,-3.48,37.92,442.5,491.62,False,False,False,NO CLEAR ENTRY,False,62.08,POSITIVE,5,ISRG's Capital Placement Surge: Demand Strength or Upgrade Cycle Peak? | Is It Worth Investing in Intuitive Surgical (ISRG) Based on Wall Street's Bullish Views? | FDA Scrutiny Puts Intuitive Surgical Staplers And Growth Story Under Pressure,50.26,35.06,2254087424.0,,17.23,28.15,56.82,IGNORE
O,https://www.tradingview.com/chart/?symbol=O,Realty Income Corporation,Real Estate,62.445,58229497856,12.0,17.9,-2.54,1.23,51.58,62.18,59.46,True,True,True,BULLISH TREND,False,52.02,NEUTRAL,5,"This $1.7 Million Portfolio Pays More Than a Member of Congress | Wall Street’s Interest Rate Panic Makes This Unstoppable 5.2% Yielding Juggernaut an Even Better Buy Right Now | How to Build $3,000 a Month in Dividend Income Before You Turn 50",51.18,36.28,1797902592.0,73.467,2.83,18.9,56.81,IGNORE
HUM,https://www.tradingview.com/chart/?symbol=HUM,Humana Inc.,Healthcare,376.62,45217562624,23.5,-4.6,122.68,24.98,86.89,271.48,246.66,True,True,True,WATCH - OVERBOUGHT,False,67.65,POSITIVE,5,Jim Cramer on UnitedHealth: “Buy It” | Jim Cramer on Humana: “This Is a Textbook Safety Stock” | JPMorgan and Mizuho Raise Humana (HUM) Price Targets as Managed Care Outlook Improves,40.19,23.94,1431374976.0,77.073,6.28,0.82,56.66,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,68.34,18693963776,63.1,,0.81,1.89,39.07,68.95,75.55,False,False,False,NO CLEAR ENTRY,False,52.5,NEUTRAL,5,Global Payments (GPN) – Among Billionaire Larry Robbins’ 10 Dividend Stock Picks | Global Payments Stock: Is GPN Underperforming the Financial Sector? | Wells Fargo Reiterates “Overweight” Rating Global Payments (GPN) With $105 PT; Views 10%+ Pullback As Overdone,25.12,4.22,7124387840.0,95.593,2.94,-7.97,56.6,IGNORE
F,https://www.tradingview.com/chart/?symbol=F,Ford Motor Company,Consumer Cyclical,14.915,59431690240,6.4,430.8,28.98,3.0,46.67,13.38,12.72,True,True,True,BULLISH TREND,False,52.93,NEUTRAL,5,"Ford Stock Up 45% Over the Past Year: Buy, Hold or Sell? | Car owners caught in government fight that could cost them big | Ford Aluminum Supply Restarts Support F-150 Output And Valuation Upside",,8.11,-2247500032.0,425.544,-14.81,-3.22,56.53,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,542.195,77009838080,4.4,84.9,-26.0,-0.74,44.54,582.15,612.13,False,False,False,NO CLEAR ENTRY,False,70.61,POSITIVE,5,Defense Stocks Are in a Bear Market. How a Peace Deal Can Send Them Higher. | 1 of Wall Street’s Favorite Stocks on Our Watchlist and 2 We Turn Down | 3 High Backlog Defense Stocks to Buy in June,16.99,17.99,2071624960.0,102.682,28.51,10.8,56.5,IGNORE
ES,https://www.tradingview.com/chart/?symbol=ES,Eversource Energy,Utilities,69.74,26227820544,9.4,7.4,-3.6,2.55,50.14,68.36,67.95,True,True,True,BULLISH TREND,False,52.02,NEUTRAL,5,"Is WEC Energy Stock Underperforming the Nasdaq? | AMD upgraded, Adobe downgraded: Wall Street's top analyst calls | Connecticut AG, agencies ask FERC to cut Eversource, Avangrid RTO adder",14.93,14.08,587291392.0,181.822,10.91,12.55,56.26,IGNORE
ACN,https://www.tradingview.com/chart/?symbol=ACN,Accenture plc,Technology,168.01,103399251968,8.3,4.0,-14.99,2.45,42.23,180.57,226.17,False,False,False,NO CLEAR ENTRY,False,52.46,NEUTRAL,5,"Accenture (ACN) Stock After 44% Slide Are Cash Flows Pointing To A Rebound? | Accenture Award Underscores AI Role In Client Transformations And Workforce Productivity | Accenture Faces Pressure as AI Spending Crowds Out IT Services Budgets, Morgan Stanley Says",13.78,11.31,12164313088.0,25.469,24.76,10.61,56.25,IGNORE
NEE,https://www.tradingview.com/chart/?symbol=NEE,"NextEra Energy, Inc.",Utilities,86.345,180081606656,7.3,160.0,-6.29,-9.1,47.56,90.44,84.49,False,True,True,BUY THE DIP,False,61.59,POSITIVE,5,"NextEra Deal Recasts Dominion Energy As Data Center And Renewables Powerhouse | Acquisition Developments Keep Dominion (D) in the Limelight | Is NextEra Energy, Inc. (NEE) A Good Stock To Buy Now?",21.91,19.63,-18453374976.0,156.686,10.32,29.37,56.23,IGNORE
CHRW,https://www.tradingview.com/chart/?symbol=CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,190.13,22411202560,-0.8,9.9,11.91,19.4,65.62,176.3,161.73,True,True,True,BULLISH TREND,False,55.89,NEUTRAL,5,"Datadog upgraded, Accenture downgraded: Wall Street's top analyst calls | Citi turns cautious on trucking stocks as valuation concerns outweigh earnings ups | C.H. Robinson Worldwide vs. GXO: Which Logistics Stock Is a Better Buy in 2026?",38.49,25.88,642142272.0,96.501,34.84,3.7,56.22,IGNORE
KHC,https://www.tradingview.com/chart/?symbol=KHC,The Kraft Heinz Company,Consumer Defensive,24.145,28630601728,0.8,13.6,8.25,5.46,57.0,22.72,23.37,True,True,False,BULLISH TREND,False,56.43,NEUTRAL,5,Is Heineken Holding (ENXTAM:HEIO) Using Playful Co‑Branding To Refresh Its Core Brand Narrative? | 3 Stocks With a Yield Over 6% For Passive Income Investors | AeroFarms gets new owner with former Kraft Heinz exec as CEO,,11.55,3212250112.0,50.258,-12.58,-23.05,56.06,IGNORE
MET,https://www.tradingview.com/chart/?symbol=MET,"MetLife, Inc.",Financial Services,88.855,57172578304,2.7,35.9,29.46,12.22,70.17,79.68,77.16,True,True,True,WATCH - OVERBOUGHT,False,53.14,NEUTRAL,5,"MetLife Expands Settlement Offerings With New Flex Agreement And Valuation Upside | World Cup Matches in US Face Heat Advisories, Storm Threats | NJ, NYC residents brace for influx of World Cup travelers",17.19,8.08,-17429749760.0,178.019,13.01,4.67,55.95,IGNORE
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,356.39,192346652672,5.8,4.4,-1.96,6.8,66.7,339.0,326.98,True,True,True,BULLISH TREND,False,62.07,POSITIVE,5,Morgan Stanley Raises Amgen (AMGN) Price Target Following a Strong Start for Uplizna | Amgen Faces Dual Turning Point With IMDYLLTRA Gain And Tavneos Risk | Here’s Why Amgen (AMGN) is Among the 7 Best Longevity Stocks to Buy Now,24.77,15.18,7436624896.0,623.754,101.32,20.96,55.87,IGNORE
WAT,https://www.tradingview.com/chart/?symbol=WAT,Waters Corporation,Healthcare,356.93,35045478400,91.4,,23.07,7.12,58.65,337.84,343.92,True,True,False,BULLISH TREND,False,52.88,NEUTRAL,5,"Waters Launches New Tools As Investors Weigh Biologics And Battery Upside | 1 Healthcare Stock to Consider Right Now and 2 We Brush Off | SpaceX initiated, Intel upgraded: Wall Street's top analyst calls",45.41,21.69,-502370624.0,36.634,5.21,11.93,55.83,IGNORE
BR,https://www.tradingview.com/chart/?symbol=BR,"Broadridge Financial Solutions, Inc.",Technology,144.145,16671565824,7.8,15.1,-18.74,1.22,47.39,152.28,196.64,False,False,False,NO CLEAR ENTRY,False,62.59,POSITIVE,5,"Is Broadridge Financial Solutions, Inc. (BR) A Good Stock To Buy Now? | Digital Asset Raises $355M as Canton Pushes Deeper Into Capital Markets | Why Is D-WAVE QUANTUM (QBTS) Up 8.4% Since Last Earnings Report?",15.43,13.85,1187662464.0,120.878,42.31,15.03,55.81,IGNORE
CPB,https://www.tradingview.com/chart/?symbol=CPB,The Campbell's Company,Consumer Defensive,22.515,6714113536,-4.4,86.4,7.13,11.9,80.62,20.91,26.07,True,False,False,WATCH - OVERBOUGHT,False,60.6,POSITIVE,5,"Campbell's Buffalo Wild Wings Soup Test Sparks Valuation And Growth Questions | Is Marvell Stock a Buy After It Joins the S&P 500? | Mission Produce, Vita Coco, and Campbell's Shares Skyrocket, What You Need To Know",11.04,11.38,603249984.0,182.035,15.39,6.12,55.75,IGNORE
TSLA,https://www.tradingview.com/chart/?symbol=TSLA,"Tesla, Inc.",Consumer Cyclical,410.145,1540860805120,15.8,8.3,3.71,-7.45,42.19,399.29,416.0,True,False,False,NO CLEAR ENTRY,False,69.83,POSITIVE,5,SpaceX's trading debut puts the market on notice | The Momentum Rally Is Back. Mag 7 Stocks Are Finally Joining the Party. | Kalshi Traders See 49% Chance SpaceX and Tesla Will Merge Within a Year,372.97,164.11,5251999744.0,18.738,4.9,3.95,55.74,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,72.025,27637149696,6.4,42.6,-13.33,-0.82,46.98,74.69,84.2,False,False,False,NO CLEAR ENTRY,False,57.3,NEUTRAL,5,How Otis Worldwide’s (OTIS) Elevator Modernization Push And Rising Dividend Yield Has Changed Its Investment Story | Otis Singapore Elevator Win Highlights Sustainability And Long Term Investor Questions | Is Otis Worldwide Corporation (OTIS) A Good Stock To Buy Now?,19.16,15.27,1682125056.0,,,10.11,55.68,IGNORE
IDXX,https://www.tradingview.com/chart/?symbol=IDXX,"IDEXX Laboratories, Inc.",Healthcare,569.43,44918345728,14.3,17.2,-2.89,6.86,55.24,563.09,633.78,True,False,False,NO CLEAR ENTRY,False,45.77,NEUTRAL,5,Is IDEXX Laboratories Stock Underperforming the Nasdaq? | Idexx (IDXX) Down 3.2% Since Last Earnings Report: Can It Rebound? | IDEXX Parasite Test Expansion Links Zoonotic Risk And Valuation Debate,41.96,34.48,786844480.0,71.04,72.91,24.63,55.26,IGNORE
AIG,https://www.tradingview.com/chart/?symbol=AIG,"American International Group, Inc.",Financial Services,75.04,39786676224,1.4,21.6,-1.96,-0.88,41.31,76.16,77.27,False,False,False,NO CLEAR ENTRY,False,57.07,NEUTRAL,5,American International Group (AIG) Stock Valuation Check After Recent Pullback And Analyst Upside Forecast | AIG's Turnaround Continues Despite Stock Weakness: Time to Buy? | EG Stock Trades Near 52-Week High: Should Investors Exit or Hold?,13.21,8.43,9517249536.0,22.647,7.72,11.84,55.22,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,458.775,80137175040,8.1,7.8,6.28,6.28,55.16,448.55,472.15,True,False,False,NO CLEAR ENTRY,False,53.82,NEUTRAL,5,Moody's ESG Ratings Scrutiny Puts Compliance Costs And Clients In Focus | 2 S&P 500 Stocks for Long-Term Investors and 1 We Avoid | Moody's (MCO) Stock Valuation Check After Recent Share Price Softness,32.93,24.67,2266125056.0,235.539,71.36,31.69,55.21,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,158.46,33171890176,17.6,-21.7,41.24,,,,,False,False,False,NO DATA,False,56.97,NEUTRAL,5,"Qnity’s New AI Chip Materials Launch Tests Valuation And Debt Concerns | Qnity Electronics (Q) Among Our Best Up and Coming AI Stocks | Qnity Electronics, Inc. (Q) Price Target Raised to $200 on Strong AI-Driven Demand Trends",51.12,33.31,702374976.0,60.756,7.48,13.13,55.21,IGNORE
MCK,https://www.tradingview.com/chart/?symbol=MCK,McKesson Corporation,Healthcare,776.86,93381713920,6.0,37.2,-17.55,4.08,60.48,794.8,821.36,False,False,False,NO CLEAR ENTRY,False,47.75,NEUTRAL,5,Is McKesson’s New US$2.25 Billion Term Loan Reshaping the Investment Case for MCK? | Barclays Maintains Overweight Rating on McKesson (MCK) | McKesson Corporation (MCK) is Attracting Investor Attention: Here is What You Should Know,20.22,15.43,5657625088.0,,,1.18,54.92,IGNORE
PEG,https://www.tradingview.com/chart/?symbol=PEG,Public Service Enterprise Group Incorporated,Utilities,80.6601,40194654208,19.4,25.4,-4.15,4.64,55.08,78.9,79.85,True,True,False,BULLISH TREND,False,54.02,NEUTRAL,5,How Investors Are Reacting To Public Service Enterprise Group (PEG) $500 Million 4.800% Senior Notes Offering | PSEG Long Island Grid Upgrades Support Reliability And Investor Valuation Outlook | A Look At Public Service Enterprise Group (PEG) Valuation As Grid Investment Plans Draw Attention,17.85,17.17,-171750000.0,141.01,13.44,17.69,54.82,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,83.49,19245531136,5.0,18.5,1.14,1.76,47.29,81.89,76.89,True,True,True,BULLISH TREND,False,56.07,NEUTRAL,5,"Is Evergy, Inc. (EVRG) A Good Stock To Buy Now? | How The Evergy (EVRG) Story Is Shifting On Subtle Analyst Price Target Revisions | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates",22.2,18.34,-1101750016.0,155.555,8.87,14.63,54.34,IGNORE
ITW,https://www.tradingview.com/chart/?symbol=ITW,Illinois Tool Works Inc.,Industrials,262.29,75460837376,4.6,11.8,-1.75,4.59,67.22,258.17,257.99,True,True,True,BULLISH TREND,False,52.95,NEUTRAL,5,3 Unpopular Stocks That Concern Us | Is Dover Stock Underperforming the Nasdaq? | Does Caterpillar's 8% Dividend Hike Signal More Growth Ahead?,24.38,21.55,2215749888.0,283.22,96.85,19.32,54.34,IGNORE
FTV,https://www.tradingview.com/chart/?symbol=FTV,Fortive Corporation,Technology,60.3,18383120384,7.7,-12.4,12.17,2.34,49.9,59.98,54.75,True,True,True,BULLISH TREND,False,53.51,NEUTRAL,5,"1 Mid-Cap Stock on Our Buy List and 2 That Underwhelm | Jim Cramer on Fortive: “It’s Nothing Special, Frankly” | Is Fortive Stock Underperforming the S&P 500?",35.47,18.73,953612480.0,58.806,6.81,12.84,54.28,IGNORE
BX,https://www.tradingview.com/chart/?symbol=BX,Blackstone Inc.,Financial Services,125.72,153662783488,5.7,3.9,18.45,2.66,60.19,120.12,137.55,True,False,False,NO CLEAR ENTRY,False,61.19,POSITIVE,5,Baron Real Estate Fund Sold Its Position in Blackstone (BX). Here’s Why | Blackstone (BX) Stock After Recent Rebound Are Current Valuations Justified | Wall Street’s Best-Kept Secret Partnership,32.24,16.68,,72.022,29.53,21.21,54.2,IGNORE
VZ,https://www.tradingview.com/chart/?symbol=VZ,Verizon Communications Inc.,Communication Services,47.56,198589595648,2.9,4.3,-5.29,1.06,43.97,47.05,43.49,True,True,True,BULLISH TREND,False,63.41,POSITIVE,5,"Verizon Weighs AI Security Partnership And New Spectrum In Growth Story | Verizon (VZ) Expands Network Capacity and Strengthens Cybersecurity Through Anthropic Partnership | Verizon Communications at $46 And AT&T at $23: Buy, Sell or Hold?",11.6,9.03,19608500224.0,192.045,17.2,12.46,54.17,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,235.675,28286203904,14.7,,2.04,8.75,62.47,234.97,239.35,True,False,False,NO CLEAR ENTRY,False,62.84,POSITIVE,5,"How one terrible trip inspired a tech IPO: Navan Co-Founder | Expedia (EXPE) Launches AI Travel Tools and Platform Enhancements | Uber Evolving Into 'Everything App' With Expanding Margins, Tigress Says",20.84,10.2,3478249984.0,256.536,71.49,9.81,54.13,IGNORE
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,91.555,159226544128,15.8,38.6,-1.87,2.36,56.25,90.82,94.23,True,False,False,NO CLEAR ENTRY,False,62.72,POSITIVE,5,"Schwab Stock Gains 2.7% as Client Assets, NNA Surge in May | Charles Schwab (SCHW) Stock Valuation Check After Recent Momentum Cooldown | Here’s Why The Charles Schwab (SCHW) Is One of the Best Bargain Stocks to Buy in June",18.2,12.63,,120.766,19.08,37.99,54.12,IGNORE
WFC,https://www.tradingview.com/chart/?symbol=WFC,Wells Fargo & Company,Financial Services,83.63,255923634176,5.7,15.1,11.03,13.34,72.78,79.45,83.41,True,True,False,WATCH - OVERBOUGHT,False,55.74,NEUTRAL,5,"US Homebuilder Sentiment Falls, Driven by Drop in South | Why Wells Fargo Is Warning That Surging AI Token Costs Is a Death Knell for Hyperscaler Stocks Like Meta and Microsoft | Best ways to barbecue on a budget this summer",12.93,10.59,,,12.03,26.74,53.86,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,121.33,63854309376,-8.9,19.7,5.26,7.75,66.02,117.56,110.67,True,True,True,BULLISH TREND,False,52.51,NEUTRAL,5,How CAT Stock – An Old-School Industrial – Became An AI Darling | Paccar (PCAR) Increases Despite Market Slip: Here's What You Need to Know | Why Bill to End Truck Tax Matters for Paccar Inc (PCAR) Stock,25.76,17.91,1485162496.0,76.163,13.11,8.91,53.85,IGNORE
ACGL,https://www.tradingview.com/chart/?symbol=ACGL,Arch Capital Group Ltd.,Financial Services,91.65,32021557248,-3.3,94.6,-2.19,-1.94,37.86,94.24,93.38,False,False,True,NO CLEAR ENTRY,False,46.39,NEUTRAL,5,"How Is Arch Capital Group's Stock Performance Compared to Other Insurance Stocks? | How Arch’s Leadership Consolidation and Long‑Dated Debt Issue At Arch Capital Group (ACGL) Has Changed Its Investment Story | THG Outperforms Industry, Trades at a Premium: Time to Buy the Stock?",7.05,9.27,5276125184.0,11.282,21.31,24.64,53.76,IGNORE
DRI,https://www.tradingview.com/chart/?symbol=DRI,"Darden Restaurants, Inc.",Consumer Cyclical,210.25,24080984064,5.9,-3.3,2.51,8.04,58.44,198.4,193.78,True,True,True,BULLISH TREND,False,47.75,NEUTRAL,5,"Red Lobster's CEO says he's going to transform the chain into 'the most AI-forward restaurant company that exists' | Brad Blum Knows How To Make Something From Nothing | Stitch Fix (SFIX) Reports Q3 Loss, Beats Revenue Estimates",22.13,18.48,678150016.0,387.681,51.54,8.66,53.72,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,77.345,13394198528,-3.0,-91.0,15.2,3.93,52.52,72.63,74.34,True,True,False,BULLISH TREND,False,65.07,POSITIVE,5,Solventum (SOLV) Stock Valuation Gap Examined After Recent Momentum Gains | Solventum (SOLV) Stock Sees Split Analyst Revisions After Post Spin Margin Debate | Is Solventum Corporation (SOLV) A Good Stock To Buy Now?,9.47,10.98,378500000.0,106.46,34.79,17.33,53.71,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,111.23,74323910656,9.1,,8.36,3.72,64.06,109.81,114.86,True,False,False,NO CLEAR ENTRY,False,49.53,NEUTRAL,5,CRH (CRH) Exceeds Market Returns: Some Facts to Consider | New CRH Investor Relations Lead May Shape Valuation And ESG Narrative | Argan Gears Up for Q1 Earnings: What's in the Offing for the Stock?,20.64,16.63,786124992.0,83.227,15.81,9.64,53.61,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,108.585,22343413760,1.4,-6.3,0.15,3.28,48.62,107.95,104.86,True,True,True,BULLISH TREND,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.81,37.44,2084000000.0,45.603,9.22,8.82,53.29,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,59.62,20208070656,35.7,-7.9,-13.58,6.88,62.21,60.72,74.95,False,False,False,NO CLEAR ENTRY,False,55.43,NEUTRAL,5,"Is Brown & Brown, Inc. (BRO) A Good Stock To Buy Now? | Is Brown & Brown Stock Underperforming the Dow? | Is Willis Towers Watson Stock Underperforming the Dow?",19.42,12.25,1522499968.0,64.37,11.93,18.36,53.28,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,85.1,13229268992,2.7,-34.8,21.0,11.15,69.58,75.94,74.05,True,True,True,BULLISH TREND,False,64.59,POSITIVE,5,"Stanley Black's Engineered Fastening Growth Picks Up: More Upside to Come? | Zacks Industry Outlook Highlights Stanley Black & Decker, Core & Main, Kennametal and Enerpac Tool Group | Is Stanley Black & Decker, Inc. (SWK) A Good Stock To Buy Now?",34.88,13.65,842187520.0,77.606,4.17,2.44,53.27,IGNORE
