Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NEE,https://www.tradingview.com/chart/?symbol=NEE,"NextEra Energy, Inc.",Utilities,88.8844,185377783808,7.3,160.0,-4.86,-7.65,32.29,92.85,84.11,False,True,True,BUY THE DIP,False,56.18,NEUTRAL,5,"The Week in Numbers: SpaceX's IPO plans, Samsung settles dispute | NextEra Energy Broadens Energy Mix With US$1.3b Caliber Acquisition | AI Data Centers Are About to Break the Grid. One Company Just Spent $67 Billion to Fix It",22.56,20.24,-18453374976.0,156.686,10.32,29.37,55.79,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,73.24,28103364608,6.4,42.6,-18.63,-7.3,39.99,77.1,85.37,False,False,False,NO CLEAR ENTRY,False,57.05,NEUTRAL,5,Otis Worldwide (OTIS) Down 9.9% Since Last Earnings Report: Can It Rebound? | Do Wall Street Analysts Like Otis Worldwide Stock? | Do Options Traders Know Something About Otis Worldwide Stock We Don't?,19.48,15.51,1682125056.0,,,10.11,55.66,IGNORE
GS,https://www.tradingview.com/chart/?symbol=GS,"The Goldman Sachs Group, Inc.",Financial Services,1001.24,295373242368,14.5,24.2,12.8,7.51,74.33,896.16,843.61,True,True,True,WATCH - OVERBOUGHT,False,49.2,NEUTRAL,5,"Iran Says US’s Latest Proposal Has ‘Narrowed the Gaps’ | Goldman Sachs to pay shareholders $500M in 1MDB settlement | Hedge Fund Short Bets Hit 10-Year High, Raising Risk of Short Squeeze",18.29,15.31,,678.596,14.55,29.36,55.54,IGNORE
WSM,https://www.tradingview.com/chart/?symbol=WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,192.31,22643093504,4.4,4.3,-4.36,-0.04,64.98,183.62,191.76,True,True,False,BULLISH TREND,False,66.86,POSITIVE,5,"Company News for May 22, 2026 | Williams-Sonoma and Sally Beauty Shares Are Soaring, What You Need To Know | Williams-Sonoma Inc (WSM) Q1 2026 Earnings Call Highlights: Strong Start with Impressive Comp ...",21.54,18.82,876124608.0,79.878,54.01,13.81,55.5,IGNORE
VMC,https://www.tradingview.com/chart/?symbol=VMC,Vulcan Materials Company,Basic Materials,259.935,33727836160,7.4,29.7,-16.2,-11.2,23.53,279.54,291.48,False,False,False,NO CLEAR ENTRY,False,63.22,POSITIVE,5,"Why Vulcan Materials (VMC) Remains Closely Tied to Public Construction Demand | TOL Beats Q2 Earnings & Revenue Estimates on Higher Deliveries | Vulcan Materials Company (NYSE:VMC) Looks Like A Good Stock, And It's Going Ex-Dividend Soon",30.8,23.97,239012496.0,61.249,13.46,13.81,55.31,IGNORE
COO,https://www.tradingview.com/chart/?symbol=COO,"The Cooper Companies, Inc.",Healthcare,62.395,12174162944,6.2,26.9,-24.77,-3.93,54.67,66.56,73.33,False,False,False,NO CLEAR ENTRY,False,63.25,POSITIVE,5,2 Mid-Cap Stocks with Exciting Potential and 1 We Find Risky | Why The Cooper Companies (COO) is a Top Value Stock for the Long-Term | Is Cooper Companies (COO) Share Price Slump Creating A Potential Opportunity?,31.04,12.43,367087488.0,33.201,4.87,9.67,55.31,IGNORE
PEP,https://www.tradingview.com/chart/?symbol=PEP,"PepsiCo, Inc.",Consumer Defensive,149.79,204754075648,8.5,27.8,-10.21,-3.8,37.01,154.07,148.96,False,True,True,NO CLEAR ENTRY,False,44.43,NEUTRAL,5,"5 Soft Drinks Stocks to Track Amid Margin & Tariff Pressures | Six Boring Blue Chips Generate $54,000 a Year on $920,000 Without a Single 7 Percent Yield Trap | Varun Beverages, PepsiCo revise licensing deal",23.51,16.38,8746250240.0,244.837,43.88,9.15,55.25,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,555.57,78909538304,4.4,84.9,-23.41,-5.46,42.16,630.55,617.2,False,False,True,NO CLEAR ENTRY,False,54.66,NEUTRAL,5,"Gina Rinehart Invests $97 Million in US Defense Stocks | Northrop Grumman (NOC) Down 6.4% Since Last Earnings Report: Can It Rebound? | Rocket Lab and AerSale Shares Plummet, What You Need To Know",17.43,18.42,2071624960.0,102.682,28.51,10.8,55.22,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,52.85,24998049792,5.8,3.6,-12.94,-3.41,54.42,56.3,68.41,False,False,False,NO CLEAR ENTRY,False,60.04,POSITIVE,5,Here's Why Cognizant (CTSH) is a Strong Value Stock | Did Cognizant’s Expanded US$15.5 Billion Buyback and AI Push Just Shift CTSH’s Investment Narrative? | Cognizant Technology Solutions Sees AI ‘Bridge’ as Next Big IT Services Growth Driver,11.46,8.58,1908875008.0,7.247,14.88,10.41,55.1,IGNORE
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,368.65,97208811520,12.6,1.7,7.81,0.11,72.73,348.34,307.58,True,True,True,WATCH - OVERBOUGHT,False,63.03,POSITIVE,5,"Brunswick, Figs, Marriott Vacations, WeightWatchers, and PVH Shares Are Soaring, What You Need To Know | Carter's, Wolverine Worldwide, and Marriott Shares Are Soaring, What You Need To Know | New Hilton and Marriott credit card offers — earn up to 175,000 points",38.56,28.17,1796875008.0,,,35.97,54.54,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,156.83,32830666752,17.6,-21.7,40.64,,,,,False,False,False,NO DATA,False,47.44,NEUTRAL,5,Qnity Electronics Stock: Analyst Estimates & Ratings | Jim Cramer on Qnity: “I Think It’s Too Expensive for the Moment” | Qnity Electronics Q1 Earnings Call Highlights,50.59,32.97,702374976.0,60.756,7.48,13.13,54.45,IGNORE
TRGP,https://www.tradingview.com/chart/?symbol=TRGP,Targa Resources Corp.,Energy,274.17,58848923648,-10.2,142.9,18.84,14.85,63.52,248.3,196.25,True,True,True,BULLISH TREND,False,60.64,POSITIVE,5,"Here's Why Targa Resources (NYSE:TRGP) Has Caught The Eye Of Investors | S&P 500 Ekes Out Seventh Consecutive Weekly Gain as Energy Leads | TRGP Q1 Earnings & Revenues Miss Estimates, Adjusted EBITDA Up Y/Y",28.03,22.95,-318550016.0,585.249,74.1,12.87,54.45,IGNORE
TMO,https://www.tradingview.com/chart/?symbol=TMO,Thermo Fisher Scientific Inc.,Healthcare,446.26,165839798272,6.2,11.3,-13.5,-4.38,40.36,479.32,525.99,False,False,False,NO CLEAR ENTRY,False,54.43,NEUTRAL,5,"What Thermo Fisher Scientific (TMO)'s New Gothenburg Lab Expansion Means For Shareholders | 1 S&P 500 Stock with Promising Prospects and 2 We Ignore | Amazon, McDonald Surge Into Jefferies Top Picks Broadcom as Gets Cut",24.52,16.35,5520625152.0,82.903,13.52,15.15,54.4,IGNORE
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,212.7851,31161325568,5.7,24.4,-3.54,-3.15,47.74,210.77,202.1,True,True,True,BULLISH TREND,False,62.89,POSITIVE,5,MTB vs. RF: Which Regional Bank Stock Has Better Growth Potential? | Is M&T Bank (MTB) Still Attractive After Recent Regional Banking Sector Scrutiny? | Why Is M&T Bank (MTB) Down 5.2% Since Last Earnings Report?,11.95,10.21,,,10.29,31.48,54.23,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,450.11,78623604736,8.1,7.8,3.44,-0.26,50.88,443.26,476.59,True,False,False,NO CLEAR ENTRY,False,41.05,NEUTRAL,5,Why Is Moody's (MCO) Down 1.5% Since Last Earnings Report? | Junk Debt’s Red-Hot Rally Sparks Complacency Fears as Risk Rises | Mizuho Cuts Target on Moody’s (MCO) After Earnings Beat,32.29,24.2,2266125056.0,235.539,71.36,31.69,54.18,IGNORE
BBY,https://www.tradingview.com/chart/?symbol=BBY,"Best Buy Co., Inc.",Consumer Cyclical,61.6578,12991001600,-1.0,372.5,-0.18,0.26,64.75,61.39,68.33,True,False,False,NO CLEAR ENTRY,False,79.38,POSITIVE,5,"Best Buy Poised for In-Line First-Quarter Comparable Sales, Wedbush Says | Best Buy (BBY) Q1 Earnings Preview: What You Should Know Beyond the Headline Estimates | Grand Theft Auto Is Hiding the Holes in Take-Two’s Earnings Release",12.23,8.81,842499968.0,139.474,37.04,2.56,54.15,IGNORE
ETR,https://www.tradingview.com/chart/?symbol=ETR,Entergy Corporation,Utilities,112.545,51532873728,12.0,1.2,7.9,-0.67,38.43,111.13,97.98,True,True,True,BULLISH TREND,False,55.2,NEUTRAL,5,Can OKLO's $1.68B Fuel Recycling Push Turn Into a Growth Lever? | Does Entergy’s Louisiana Steel Mill Power Deal Reshape the Bull Case for Entergy (ETR)? | How NextEra Can Fix Dominion’s Strange AI Problem,28.71,22.4,-3913097728.0,192.883,10.75,13.41,54.12,IGNORE
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,252.38,71029194752,10.0,7.8,-17.21,-7.03,45.61,262.79,270.89,False,False,False,NO CLEAR ENTRY,False,46.39,NEUTRAL,5,Here's Why You Should Retain Ecolab Stock in Your Portfolio Now | Ecolab Stock: Analyst Estimates & Ratings | Ecolab’s CEO is betting on an AI payoff,34.2,26.29,1586424960.0,92.369,22.43,12.8,54.11,IGNORE
GE,https://www.tradingview.com/chart/?symbol=GE,GE Aerospace,Industrials,302.73,316301279232,24.7,-1.8,-10.57,7.22,63.97,293.96,299.63,True,True,False,BULLISH TREND,False,60.23,POSITIVE,5,"Stock Market Week Ahead: Marvell, Dell And The Fed's Inflation Gauge | Why Is Boeing (BA) Down 6.2% Since Last Earnings Report? | Why Are GE Aerospace (GE) Shares Soaring Today",37.56,34.89,5667999744.0,116.527,45.43,17.86,54.02,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,83.77,19310075904,5.0,18.5,2.88,2.3,56.94,81.97,76.59,True,True,True,BULLISH TREND,False,51.67,NEUTRAL,5,CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Evergy Stock Outlook: Is Wall Street Bullish or Bearish?,22.28,18.4,-1101750016.0,155.555,8.87,14.63,53.98,IGNORE
PH,https://www.tradingview.com/chart/?symbol=PH,Parker-Hannifin Corporation,Industrials,867.99,109441728512,10.6,-4.2,-13.78,-10.67,50.96,914.28,860.42,False,True,True,BUY THE DIP,False,53.59,NEUTRAL,5,Parker Hannifin Buys Circor Aerospace Business for $2.5 Billion | Parker Hannifin buys CIRCOR Aerospace from KKR for $2.55B | Parker-Hannifin Strikes Deal to Buy Unit of KKR-Owned Circor for $2.55 Billion,32.06,25.5,2774481920.0,65.554,24.84,16.58,53.89,IGNORE
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,90.98,158226546688,15.8,38.6,-1.56,2.68,49.47,92.41,94.78,False,False,False,NO CLEAR ENTRY,False,58.41,NEUTRAL,5,"Wall Street Analysts Predict a 27.59% Upside in Charles Schwab (SCHW): Here's  What You Should Know | Piper Sandler Raises PT On Charles Schwab (SCHW) To $105, Cites Revenue Upside From NIM Improvement | Elon Musk's SpaceX Files for What Could be Largest IPO in History",18.09,12.62,,120.766,19.08,37.99,53.77,IGNORE
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,27.925,23830622208,7.3,21.6,-1.8,-1.67,52.88,27.04,26.53,True,True,True,BULLISH TREND,False,56.36,NEUTRAL,5,MTB vs. RF: Which Regional Bank Stock Has Better Growth Potential? | 3 Mid-Cap Stocks We Steer Clear Of | 3 Bank Stocks with Questionable Fundamentals,11.59,9.78,,,11.89,31.0,53.71,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,57.63,19533563904,35.7,-7.9,-16.43,-14.44,50.55,63.15,77.71,False,False,False,NO CLEAR ENTRY,False,60.64,POSITIVE,5,"4 Insurance Brokerage Stocks to Gain From Demand and M&A | Etsy upgraded, ZoomInfo downgraded: Wall Street's top analyst calls | Are Wall Street Analysts Predicting Brown & Brown Stock Will Climb or Sink?",18.77,11.85,1522499968.0,64.37,11.93,18.36,53.7,IGNORE
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,670.64,170702372864,23.3,,91.43,50.57,94.56,462.97,465.24,True,True,False,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,"US stocks rebound, cybersecurity sector surges to record highs | CrowdStrike Stock Earns Its Place Back On Elite List | Zscaler's Q3 Earnings Countdown: Buy, Hold or Sell the Stock?",,108.89,1604615040.0,18.336,-4.14,-3.38,53.6,IGNORE
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,266.835,158423465984,3.2,6.2,1.69,-1.63,54.97,254.58,236.64,True,True,True,BULLISH TREND,False,39.64,NEGATIVE,5,UP CEO confident rail merger application checks all the STB’s boxes | The U.S. freight network is broken by design. One merger could start fixing it | Wingstop Is Down 60% in a Year With Negative Equity. These 3 Boring Asset Heavy Stocks Are Up and Paying You to Wait,21.94,19.5,4034374912.0,162.246,40.69,29.2,53.57,IGNORE
HPQ,https://www.tradingview.com/chart/?symbol=HPQ,HP Inc.,Technology,25.27,23197468672,6.9,-1.7,39.95,25.47,73.55,19.98,22.64,True,True,False,WATCH - OVERBOUGHT,False,58.15,NEUTRAL,5,"Wall St climbs, Dow at record high with US-Iran talks in spotlight | Dell Stock Leads the S&P 500 Today. Next Week’s Earnings Could Send It Higher. | Networking and hardware poised for gains, Evercore flags top stocks to own",9.57,8.49,2825374976.0,,,4.46,53.55,IGNORE
PYPL,https://www.tradingview.com/chart/?symbol=PYPL,"PayPal Holdings, Inc.",Financial Services,44.175,38967009280,7.2,-6.2,0.59,-11.21,11.37,46.63,57.04,False,False,False,NO CLEAR ENTRY,False,46.21,NEUTRAL,5,"Should You Forget PayPal and Buy Visa Instead? | Here is What to Know Beyond Why PayPal Holdings, Inc. (PYPL) is a Trending Stock | Analysis-ECB, banks rift hampers Europe's efforts to loosen reliance on US payments giants",8.29,7.65,4083500032.0,58.28,25.12,15.0,53.5,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,653.57,90185515008,2.7,-21.0,11.27,-0.51,49.36,616.93,516.56,True,True,True,BULLISH TREND,False,54.02,NEUTRAL,5,Cummins CEO Explains How to Manage the AI Boom | Plug Power’s Hydrogen Bet Is Starting To Look Real Again | 5 Must-Read Analyst Questions From Cummins’s Q1 Earnings Call,33.99,19.65,1688625024.0,61.621,21.99,7.89,53.32,IGNORE
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,104.3399,36239867904,15.3,-14.3,3.43,10.59,72.4,97.93,102.87,True,True,False,WATCH - OVERBOUGHT,False,67.73,POSITIVE,5,What Are Wall Street Analysts' Target Price for Prudential Financial Stock? | Prudential Financial Expands PGIM Offerings With Private Credit Retirement Trust | Wells Fargo and Piper Sandler Raise Price Targets on Prudential Financial (PRU) After Strong Q1 Results,10.73,7.13,10378999808.0,158.972,10.71,5.48,53.32,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,53.44,25729417216,10.2,1.3,-10.92,-5.91,45.39,54.1,57.49,False,False,False,NO CLEAR ENTRY,False,61.15,POSITIVE,5,Why Is Rollins (ROL) Down 7% Since Last Earnings Report? | Assessing Rollins (ROL) Valuation After Strong Q1 2026 Results And Analyst Upgrades | Is Strong Q1 Contract Revenue And Disciplined M&A Altering The Investment Case For Rollins (ROL)?,49.03,38.23,521446112.0,77.235,38.67,13.77,53.29,IGNORE
MLM,https://www.tradingview.com/chart/?symbol=MLM,"Martin Marietta Materials, Inc.",Basic Materials,535.0,32124557312,17.2,1220.8,-21.64,-13.56,19.33,592.83,619.97,False,False,False,NO CLEAR ENTRY,False,35.53,NEGATIVE,5,"Unpacking Q1 Earnings: Martin Marietta Materials (NYSE:MLM) In The Context Of Other Building Materials Stocks | Why Martin Marietta (MLM) Is Expanding Its Aggregates Footprint | Carlisle, Resideo, Martin Marietta Materials, and Armstrong World Stocks Trade Down, What You Need To Know",33.61,23.16,841750016.0,50.35,9.47,39.91,53.24,IGNORE
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,151.81,29585192960,13.1,15.3,-0.49,-1.04,40.52,149.94,159.33,True,False,False,NO CLEAR ENTRY,False,45.98,NEUTRAL,5,"Zoom Expands Beyond Video Conferencing With AI-Powered Enterprise Tools, RBC Says | Raymond James Financial (RJF) Down 2% Since Last Earnings Report: Can It Rebound? | How The SEI Investments (SEIC) Story Is Shifting With Conflicting Analyst Valuation Targets",14.34,11.34,,48.477,17.29,14.58,53.18,IGNORE
LNT,https://www.tradingview.com/chart/?symbol=LNT,Alliant Energy Corporation,Utilities,73.95,19099586560,5.0,4.9,3.61,2.58,51.51,71.79,67.35,True,True,True,BULLISH TREND,False,65.46,POSITIVE,5,CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Alliant Energy Stock: Analyst Estimates & Ratings | We Think You Should Be Aware Of Some Concerning Factors In Alliant Energy's (NASDAQ:LNT) Earnings,23.25,20.07,-1202625024.0,159.526,11.31,18.58,53.14,IGNORE
SBUX,https://www.tradingview.com/chart/?symbol=SBUX,Starbucks Corporation,Consumer Cyclical,102.605,116978802688,8.8,32.6,8.93,3.72,43.14,98.54,90.0,True,True,True,BULLISH TREND,False,51.0,NEUTRAL,5,"SpaceX, OpenAI, Anthropic: Investors are 'better off' waiting for IPOs | Starbucks scraps AI inventory tool after nine months | Starbucks Rethinks AI Inventory Rollout",78.35,33.91,-1304087552.0,,,3.89,53.08,IGNORE
VZ,https://www.tradingview.com/chart/?symbol=VZ,Verizon Communications Inc.,Communication Services,48.415,202159685632,2.9,4.3,-1.08,2.53,58.24,47.8,43.1,True,True,True,BULLISH TREND,False,48.45,NEUTRAL,5,"Can Samsara Sustain its Margin Expansion Momentum in Fiscal 2027? | Verizon (VZ), AT&T, and T-Mobile Form A Joint Venture to End Mobile Dead Zones Across the US | The Dividend Stocks That Can Replace a $65,000 Income and What They’ll Cost You",11.81,9.18,19608500224.0,192.045,17.2,12.46,52.98,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,160.615,10753477632,-1.5,17.3,10.79,8.09,61.96,153.79,208.16,True,False,False,NO CLEAR ENTRY,False,48.05,NEUTRAL,5,"2 Services Stocks to Consider Right Now and 1 We Turn Down | Gartner (IT) Valuation Check After Q1 Earnings Beat And AI Growth Focus | Gartner (IT): Buy, Sell, or Hold Post Q1 Earnings?",15.87,10.47,1064192896.0,5293.41,94.88,11.44,52.94,IGNORE
WYNN,https://www.tradingview.com/chart/?symbol=WYNN,"Wynn Resorts, Limited",Consumer Cyclical,97.18,10085994496,9.2,50.9,-9.15,-7.74,36.65,102.17,114.27,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"MasterCraft, American Outdoor Brands, and Wynn Resorts Stocks Trade Up, What You Need To Know | Jamie Salter Hands CEO Reins to Maddox, Expects IPO Within a Year | Authentic Brands Is Finally Going Public",27.85,17.85,356894624.0,,,5.14,52.9,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,93.98,133770805248,12.0,-16.4,-11.14,-3.88,43.56,99.62,113.77,False,False,False,NO CLEAR ENTRY,False,60.18,POSITIVE,5,"Alibaba, U.S.-Listed Chinese Stocks Fall On Cross-Border Crackdown; Futu Crashes | PDD Holdings Inc. Sponsored ADR (PDD) Gains As Market Dips: What You Should Know | PDD Holdings Inc. Sponsored ADR (PDD) to Report Q1 Results: Wall Street Expects Earnings Growth",9.71,6.64,85629034496.0,1.301,26.93,22.66,52.86,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,180.65,29046839296,25.9,,26.08,35.86,78.73,144.32,224.07,True,False,False,WATCH - OVERBOUGHT,False,56.12,NEUTRAL,5,"Zscaler's Q3 Earnings Countdown: Buy, Hold or Sell the Stock? | Zscaler to acquire Symmetry Systems to enhance AI security controls | Zscaler (ZS) Stock Drops Despite Market Gains: Important Facts to Note",,39.44,1020966656.0,84.995,-3.56,-2.25,52.84,IGNORE
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,172.07,20293015552,32.7,,-2.83,-10.91,36.39,183.43,138.09,False,True,True,BUY THE DIP,False,57.4,NEUTRAL,5,BASFY Adds Certified Sulfite Grades to North American Portfolio | DOW Introduces New Simplified Cooling Management System | CF Stock Up 28% in 3 Months: Can it Keep Rallying on Strong Demand?,,15.24,716711744.0,19.845,-1.82,-4.24,52.79,IGNORE
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,144.33,336086695936,7.4,5.8,-11.96,-0.2,52.46,144.23,147.95,True,False,False,NO CLEAR ENTRY,False,42.65,NEUTRAL,5,Vanguard’s VIG Quietly Returned 247% While Investors Chased Higher Yields | Weak Demand Weighs on 3M's Consumer Unit: What Lies Ahead? | Procter & Gamble Company (The) (PG) Is a Trending Stock: Facts to Know Before Betting on It,21.1,20.36,12733750272.0,67.651,31.11,19.16,52.76,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.475,36281651200,15.0,39.8,-10.59,-2.11,53.98,17.11,16.23,False,True,True,NO CLEAR ENTRY,False,46.22,NEUTRAL,5,Why PG&E (PCG) is a Top Value Stock for the Long-Term | California Fire Spread Slows But Dangerous Conditions Linger | Why The Narrative Around PG&E (PCG) Is Shifting As Valuation And Risk Debates Intensify,12.77,9.14,-5572125184.0,187.872,8.83,11.01,52.75,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,381.0684,74542497792,20.5,,53.11,12.85,61.84,309.91,197.99,True,True,True,BULLISH TREND,False,59.61,NEUTRAL,5,Stock Market Leaders Respect The 21-Day Line. You Should Too. | Applied Optoelectronics Up 635.5% in 6 Months: How to Play the Stock | CRDO vs. COHR: Which AI Connectivity Stock Is the Better Buy?,179.73,47.06,-197631744.0,31.093,4.72,7.1,52.72,IGNORE
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,48.33,60213338112,5.2,25.3,-2.49,-4.98,46.02,47.65,46.58,True,True,True,BULLISH TREND,False,58.12,NEUTRAL,5,"Diodes (DIOD) Appoints Angie Chen Button as Chairwoman of the Board | UBS Maintains Buy Rating on Under Armour (UA) | First BanCorp (FBP) Stock Is Up, What You Need To Know",11.96,9.43,,,8.58,29.62,52.6,IGNORE
SLB,https://www.tradingview.com/chart/?symbol=SLB,SLB N.V.,Energy,57.39,85801361408,2.7,-13.8,12.0,4.84,58.94,52.77,42.73,True,True,True,BULLISH TREND,False,51.13,NEUTRAL,5,SLB Limited (SLB) Is a Trending Stock: Facts to Know Before Betting on It | Evaluating SLB (NYSE:SLB) After ChampionX Integration Progress And Recent Share Price Momentum | How The SLB (SLB) Story Is Shifting As Analysts Rework Valuation And Risks,25.28,17.14,3043124992.0,42.515,14.07,9.26,52.59,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,92.71,76830171136,10.2,16.1,-2.77,-0.57,45.01,92.11,96.85,True,False,False,NO CLEAR ENTRY,False,56.0,NEUTRAL,5,"Advance Auto Parts Stock Soars After Earnings. 2026 Off to a ‘Solid Start,’ CEO Says. | A Look At O'Reilly Automotive (ORLY) Valuation After Strong Q1 2026 Update And Raised Guidance | O’Reilly Automotive (ORLY) Q1 Revenue Rises 10% to $4.56B on Strong Comp Sales",30.2,25.65,1330813184.0,,,14.3,52.58,IGNORE
PAYX,https://www.tradingview.com/chart/?symbol=PAYX,"Paychex, Inc.",Technology,96.55,34592985088,19.9,9.1,11.9,7.52,64.59,91.06,107.81,True,False,False,NO CLEAR ENTRY,False,62.84,POSITIVE,5,3 Unpopular Stocks with Open Questions | 3 Dividend Stocks To Consider For Your Portfolio | 1 Profitable Stock with Competitive Advantages and 2 Facing Headwinds,21.31,16.36,,124.91,,26.63,52.43,IGNORE
POOL,https://www.tradingview.com/chart/?symbol=POOL,Pool Corporation,Industrials,185.135,6746875392,6.2,2.1,-14.13,-18.44,33.88,202.75,249.66,False,False,False,NO CLEAR ENTRY,False,60.27,POSITIVE,5,Is Pool Corp (POOL) Now Attractive After A 42% One Year Share Price Fall? | BRK.B- Here's What New CEO Abel Did with the Berkshire Portfolio | 3 Cash-Producing Stocks That Fall Short,17.02,15.38,224066624.0,140.423,34.24,7.58,52.42,IGNORE
CTAS,https://www.tradingview.com/chart/?symbol=CTAS,Cintas Corporation,Industrials,172.95,69203673088,8.9,9.7,-12.56,-2.36,61.95,173.89,189.42,False,False,False,NO CLEAR ENTRY,False,64.62,POSITIVE,5,3 Market-Beating Stocks on Our Buy List | VFC vs. CTAS: Which Stock Should Value Investors Buy Now? | Is It Smart To Buy Cintas Corporation (NASDAQ:CTAS) Before It Goes Ex-Dividend?,36.49,31.87,1508147456.0,60.943,41.3,17.57,52.32,IGNORE
MET,https://www.tradingview.com/chart/?symbol=MET,"MetLife, Inc.",Financial Services,85.005,54695342080,2.7,35.9,13.84,12.62,76.03,75.02,76.57,True,True,False,WATCH - OVERBOUGHT,False,59.45,NEUTRAL,5,"Iran War Spurs Extreme Bear Scenarios for Asia Currencies, Bonds | Will Strong Q1 Results And Capital Returns Shift MetLife's (MET) Long‑Term Investment Narrative? | MetLife’s Q1 Earnings Call: Our Top 5 Analyst Questions",16.44,7.73,-17429749760.0,178.019,13.01,4.67,52.26,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,230.135,42615353344,24.9,,17.66,9.64,55.51,212.61,231.9,True,False,False,NO CLEAR ENTRY,False,66.89,POSITIVE,5,"US Equity Indexes Rise as Momentum Builds to Secure Iran Peace Agreement | Take-Two Interactive shares fall on conservative outlook, Wedbush bullish on GTA VI timeline confirmation | Top Midday Stories: Futu Receives Investigation Notice, Fine Proposal From Chinese Regulators; Workday Q1 Earnings Top Estimates",,22.66,1484974976.0,100.449,-86.22,-60.45,52.25,IGNORE
CDW,https://www.tradingview.com/chart/?symbol=CDW,CDW Corporation,Technology,109.81,14028605440,9.2,7.7,-10.37,-19.54,25.53,121.62,138.83,False,False,False,NO CLEAR ENTRY,False,49.22,NEUTRAL,5,"Unpacking Q1 Earnings: CDW (NASDAQ:CDW) In The Context Of Other IT Distribution & Solutions Stocks | CDW Touts AI Factory Demand, Recurring Revenue Push at JPMorgan Conference | CDW Corporation (NASDAQ:CDW) Passed Our Checks, And It's About To Pay A US$0.63 Dividend",13.38,9.6,884099968.0,240.522,44.16,4.7,52.24,IGNORE
