Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,529.975,182672916480,45.5,482.9,96.32,28.4,63.33,398.16,230.4,True,True,True,BULLISH TREND,False,66.26,POSITIVE,5,"Can Western Digital Deliver Continued Gross Margin Improvement? | Sandisk's QLC Stargate Gains Traction: A New Revenue Growth Catalyst? | Sandisk Rockets 4000% on AI Memory Boom: Buy, Hold, or Take Profits?",31.68,30.09,2075000064.0,17.81,85.92,55.29,90.5,BUY SIGNAL
BR,https://www.tradingview.com/chart/?symbol=BR,"Broadridge Financial Solutions, Inc.",Technology,152.205,17603770368,7.8,15.1,-17.94,-5.32,55.27,156.43,203.81,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,2 Mid-Cap Stocks on Our Watchlist and 1 We Brush Off | Texas Stock Exchange CEO: exchanges can build on Exxon’s retail model to rein in proxy advisors | 2 Cash-Producing Stocks to Keep an Eye On and 1 Facing Headwinds,16.3,14.63,1187662464.0,120.878,42.31,15.03,54.8,IGNORE
ACGL,https://www.tradingview.com/chart/?symbol=ACGL,Arch Capital Group Ltd.,Financial Services,90.77,31714093056,-3.3,94.6,-10.18,-2.1,36.97,95.2,93.48,False,False,True,NO CLEAR ENTRY,False,56.8,NEUTRAL,5,Arch Capital (ACGL) Down 1.4% Since Last Earnings Report: Can It Rebound? | W.R. Berkley Stock Lost 10.9% in a Year:  Should You Buy the Dip? | Implied Volatility Surging for Arch Capital Group Stock Options,6.98,9.17,5276125184.0,11.282,21.31,24.64,54.59,IGNORE
WSM,https://www.tradingview.com/chart/?symbol=WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,205.44,24189863936,4.4,4.3,2.44,13.39,71.71,185.36,191.84,True,True,False,WATCH - OVERBOUGHT,False,55.92,NEUTRAL,5,"3 Cash-Producing Stocks We’re Skeptical Of | Is Most-Watched Stock Williams-Sonoma, Inc. (WSM) Worth Betting on Now? | The 5 Most Interesting Analyst Questions From Williams-Sonoma’s Q1 Earnings Call",23.03,20.09,885462144.0,79.878,54.01,13.81,54.42,IGNORE
DOV,https://www.tradingview.com/chart/?symbol=DOV,Dover Corporation,Industrials,212.28,28585922560,10.1,5.3,-6.24,-4.49,37.45,215.65,197.24,False,True,True,NO CLEAR ENTRY,False,56.29,NEUTRAL,5,Dover Stock Outlook: Is Wall Street Bullish or Bearish? | Assessing Dover (DOV) Valuation As Recent Share Price Momentum Cools | 3 Unpopular Stocks We Keep Off Our Radar,26.57,18.33,840764352.0,43.927,15.0,13.3,54.4,IGNORE
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,144.44,336342843392,7.4,5.8,-11.0,-1.38,45.29,143.92,147.84,True,False,False,NO CLEAR ENTRY,False,63.13,POSITIVE,5,VYM Climbs 26% In a Year While Its Core Dividend Payers Extend Their Streaks | Is Procter & Gamble Stock Underperforming the S&P 500? | AAF 75th Hall of Fame: Former P&G CMO Jim Stengel Honored for Advertising Impact,21.12,20.37,12733750272.0,67.651,31.11,19.16,54.4,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.255,35797159936,15.0,39.8,-14.7,-0.7,52.71,16.96,16.25,False,True,True,NO CLEAR ENTRY,False,66.77,POSITIVE,5,DTE Energy Advances Growth Through Renewables and Data Centers | Are Investors Undervaluing PG&E (PCG) Right Now? | Morgan Stanley Maintains Equal Weight Rating on PG&E (PCG),12.6,9.02,-5572125184.0,187.872,8.83,11.01,54.39,IGNORE
USB,https://www.tradingview.com/chart/?symbol=USB,U.S. Bancorp,Financial Services,54.445,84514963456,4.6,14.8,0.69,-3.07,42.19,54.41,51.32,True,True,True,BULLISH TREND,False,55.6,NEUTRAL,5,Q1 Earnings Outperformers: U.S. Bancorp (NYSE:USB) And The Rest Of The Diversified Banks Stocks | PNC's Expansion Strategy: Growth Through Acquisitions & Partnerships | 3 Bank Stocks That Concern Us,11.41,9.63,,,12.35,29.29,54.25,IGNORE
WYNN,https://www.tradingview.com/chart/?symbol=WYNN,"Wynn Resorts, Limited",Consumer Cyclical,101.9419,10580216832,9.2,50.9,-1.19,-1.95,49.41,102.12,114.13,False,False,False,NO CLEAR ENTRY,False,65.94,POSITIVE,5,"Stock Market Today, May 28: Caesars Entertainment Jumps After Fertitta Entertainment Agrees to Acquire Company for Cash | Caesars Entertainment, a Las Vegas Strip icon, is sold for nearly $6 billion | Reflecting On Consumer Discretionary - Casino Operator Stocks’ Q1 Earnings: Wynn Resorts (NASDAQ:WYNN)",29.21,18.73,356894624.0,,,5.14,54.18,IGNORE
FITB,https://www.tradingview.com/chart/?symbol=FITB,Fifth Third Bancorp,Financial Services,49.945,45265731584,33.0,-78.9,1.12,0.31,54.85,48.54,46.3,True,True,True,BULLISH TREND,False,62.62,POSITIVE,5,Fifth Third Bancorp And 2 Stocks Possibly Undervalued For Consideration | Is It Time To Reassess Fifth Third Bancorp (FITB) After Regional Bank Sector Repricing? | Why Fifth Third Bancorp (FITB) is a Great Dividend Stock Right Now,16.82,10.16,,,7.97,24.13,54.16,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,226.85,27227009024,14.7,,6.84,-9.27,46.41,236.01,238.29,False,False,False,NO CLEAR ENTRY,False,63.01,POSITIVE,5,"3 Value Stocks We Steer Clear Of | 1 Stock Under $50 with Solid Fundamentals and 2 We Ignore | Expedia Group, Inc. (NASDAQ:EXPE) Passed Our Checks, And It's About To Pay A US$0.48 Dividend",20.06,9.82,3478249984.0,256.536,71.49,9.81,54.14,IGNORE
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,215.77,31598450688,5.7,24.4,-1.7,0.11,57.32,212.15,202.75,True,True,True,BULLISH TREND,False,61.64,POSITIVE,5,"Banks Are Buying Back Stock Hand Over Fist, Including These 3 Names | M&T Bank Stock: Is Wall Street Bullish or Bearish? | Possible Bearish Signals With M&T Bank Insiders Disposing Stock",12.12,10.34,,,10.29,31.48,54.13,IGNORE
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,726.26,184859705344,23.3,,88.71,60.54,88.39,482.42,470.22,True,True,True,WATCH - OVERBOUGHT,False,56.07,NEUTRAL,5,"Broadcom Stock, Fiber Optic Leader Ciena Lead Another AI Earnings Bonanza | CrowdStrike Set to Report Q1 Earnings: How to Play the Stock? | Curious about CrowdStrike (CRWD) Q1 Performance? Explore Wall Street Estimates for Key Metrics",,117.69,1604615040.0,18.336,-4.14,-3.38,54.09,IGNORE
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,87.03,151356964864,15.8,38.6,-8.53,-4.19,45.64,91.89,94.58,False,False,False,NO CLEAR ENTRY,False,61.74,POSITIVE,5,HOOD Stock Retreats After 2025 Rally: Should You Stay Invested? | Schwab’s Beatty Says Expanding Wealth Advice Not at Risk of ‘Bumping Into’ RIAs | HOOD Brings AI Agents to Trading and Spending: Opportunity or Risk?,17.3,12.06,,120.766,19.08,37.99,54.04,IGNORE
ACN,https://www.tradingview.com/chart/?symbol=ACN,Accenture plc,Technology,185.555,114197061632,8.3,4.0,-9.13,2.94,54.53,184.79,230.25,True,False,False,NO CLEAR ENTRY,False,52.26,NEUTRAL,5,3 Leading Dividend Stocks With Yields Up To 4.6% | Google Cloud Partners With EQT | May 2026 Dividend Stocks To Consider,15.21,12.45,12164313088.0,25.469,24.76,10.61,54.03,IGNORE
VZ,https://www.tradingview.com/chart/?symbol=VZ,Verizon Communications Inc.,Communication Services,47.7722,199475642368,2.9,4.3,-2.98,2.49,55.41,47.66,43.24,True,True,True,BULLISH TREND,False,61.39,POSITIVE,5,"Want $4,800 in Annual Passive Income? Invest $40,000 Into These 3 High Yield Dividend Stocks | Want $1,400 in Passive Income? Invest $10,000 Into These 4 Dividend Stocks | SCHD’s $71.6 Billion Portfolio Delivers 20% Gains Plus 3.3% Yield This Year",11.65,9.06,19608500224.0,192.045,17.2,12.46,54.01,IGNORE
HOOD,https://www.tradingview.com/chart/?symbol=HOOD,"Robinhood Markets, Inc.",Financial Services,93.49,84174708736,15.1,2.7,18.65,31.29,69.5,76.76,103.91,True,False,False,NO CLEAR ENTRY,False,64.29,POSITIVE,5,"Robinhood stock is surging — and bitcoin isn't the reason this time | Wintermute Enters Prediction Markets as Event Contract Trading Tops $60B | Robinhood CFO Shiv Singh on Q1 earnings, prediction markets and growth",45.38,34.26,,140.483,21.46,41.12,53.94,IGNORE
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,79.87,53418651648,11.0,12.1,-0.81,0.63,44.12,81.29,72.36,False,True,True,NO CLEAR ENTRY,False,60.28,POSITIVE,5,Farming Has a Tough Row to Hoe. This Analyst Still Likes Corteva and a Tech Provider. | Is EBITDA Growth an Indication of Mission Produce's Strong Resilience? | Here's Why Corteva (NYSE:CTVA) Has Caught The Eye Of Investors,43.17,19.47,2576124928.0,13.64,5.14,6.5,53.92,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,56.86,19272574976,35.7,-7.9,-21.19,-7.48,52.58,62.26,76.99,False,False,False,NO CLEAR ENTRY,False,62.81,POSITIVE,5,Assurant's Acquisition Strategy Fuels Growth and Expansion | Why Is Brown & Brown (BRO) Down 9.7% Since Last Earnings Report? | AJG Strengthens Specialty Insurance via Acquisition of Twin Elms,18.52,11.69,1522499968.0,64.37,11.93,18.36,53.87,IGNORE
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,143.19,27905302528,13.1,15.3,-6.93,-7.96,30.66,150.1,158.97,False,False,False,NO CLEAR ENTRY,False,53.7,NEUTRAL,5,"Okta surges after first-quarter earnings and revenue top expectations (OKTA) | Wall Street divided on SentinelOne after workforce cut clouds earnings beat | Okta Q1 pre-market stock jumps 7% as identity firm beats on revenue, profit",13.52,10.71,,48.477,17.29,14.58,53.8,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,148.45,21582471168,5.8,-13.4,52.04,48.75,50.64,118.95,94.55,True,True,True,BULLISH TREND,False,48.97,NEUTRAL,5,Akamai (AKAM) Completes Convertible Senior Notes Issuance | How The Akamai Technologies (AKAM) Story Is Shifting With AI Deals And Margin Debate | Anthropic set to close $30 billion funding at over $900 billion valuation,50.15,20.67,700723392.0,119.534,9.17,10.2,53.62,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,47.72,22975444992,10.2,1.3,-21.35,-13.46,22.01,53.73,57.34,False,False,False,NO CLEAR ENTRY,False,63.17,POSITIVE,5,"Booz Allen's Q4 Earnings Surpass Estimates, Revenues Fall Short | Why Is Rollins (ROL) Down 7% Since Last Earnings Report? | Assessing Rollins (ROL) Valuation After Strong Q1 2026 Results And Analyst Upgrades",43.78,34.14,521446112.0,77.235,38.67,13.77,53.45,IGNORE
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,177.375,20918659072,32.7,,-0.21,-7.08,27.75,184.49,140.12,False,True,True,BUY THE DIP,False,65.66,POSITIVE,5,Is It Worth Investing in Albemarle (ALB) Based on Wall Street's Bullish Views? | BASF & Arva Team Up to Help Growers Receive Benefits of 45Z Credit | Analysts Swear 9 S&P 500 Stocks Will Double Profit Estimates,,14.92,716711744.0,19.845,-1.82,-4.24,53.45,IGNORE
GDDY,https://www.tradingview.com/chart/?symbol=GDDY,GoDaddy Inc.,Technology,87.68,11609695232,6.1,6.0,-0.61,2.24,42.84,85.37,112.65,True,False,False,NO CLEAR ENTRY,False,62.39,POSITIVE,5,1 of Wall Street’s Favorite Stocks with Competitive Advantages and 2 We Avoid | 2 Cash-Producing Stocks to Target This Week and 1 We Find Risky | 1 S&P 500 Stock with Impressive Fundamentals and 2 That Underwhelm,13.9,8.14,1347612544.0,1621.618,398.21,17.32,53.29,IGNORE
VTR,https://www.tradingview.com/chart/?symbol=VTR,"Ventas, Inc.",Real Estate,84.2,40935489536,21.9,10.0,-2.22,-3.63,37.54,85.3,77.66,False,True,True,NO CLEAR ENTRY,False,64.64,POSITIVE,5,"W.P. Carey (WPC) Up 3.2% Since Last Earnings Report: Can It Continue? | Why Ventas (VTR) is a Top Dividend Stock for Your Portfolio | GRS Advisors Opens $49 Million Broadstone Net Lease Position, According to Recent SEC Filing",153.09,99.45,1483115264.0,93.736,2.14,4.26,53.27,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,652.91,90094444544,2.7,-21.0,12.85,2.51,43.35,624.71,520.5,True,True,True,BULLISH TREND,False,52.63,NEUTRAL,5,Car Sales Stink. Why GM and Ford Are Soaring. | 1 S&P 500 Stock to Target This Week and 2 Facing Headwinds | This Boring Industrial Stock Is Helping Power AI Data Centers,33.9,19.55,1688625024.0,61.621,21.99,7.89,53.21,IGNORE
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,496.34,229481447424,8.2,13.4,-2.23,-1.66,52.25,500.89,463.45,False,True,True,NO CLEAR ENTRY,False,52.8,NEUTRAL,5,"The Zacks Analyst Blog Highlights Texas Instruments, Linde, BHP Group, Landmark Bancorp and Global Self Storage | Linde’s New €1.6 Billion Eurobond Raise Might Change The Case For Investing In Linde (LIN) | Top Research Reports for Texas Instruments, Linde & BHP",32.96,25.18,4694499840.0,65.642,18.23,20.44,53.07,IGNORE
O,https://www.tradingview.com/chart/?symbol=O,Realty Income Corporation,Real Estate,61.095,56970633216,12.0,17.9,-8.78,-3.05,43.15,62.33,59.44,False,True,True,NO CLEAR ENTRY,False,64.77,POSITIVE,5,"O vs. PLD: Which REIT Looks Like the Better Buy for 2026? | 5 Monthly Dividend Investments That Could Cover a $3,500 Mortgage, Month After Month | Realty Income's Scale Test: Can 15,571 Properties Cushion the Business?",50.08,35.49,1797902592.0,73.467,2.83,18.9,53.03,IGNORE
LITE,https://www.tradingview.com/chart/?symbol=LITE,Lumentum Holdings Inc.,Technology,832.36,64757608448,90.1,,6.27,-3.02,44.5,865.04,457.84,False,True,True,NO CLEAR ENTRY,False,58.48,NEUTRAL,5,"Arnhold LLC Bets Big on Kyndryl Holdings (KD) With a Purchase of  724,000 Shares | Stocks In AI Bottleneck Soar 1,000%. Now Nvidia Is Demanding 20X More Supply | How The Lumentum Holdings (LITE) Story Is Shifting With AI Deals And New Valuation Calls",146.54,45.99,93350000.0,111.445,22.83,17.68,52.83,IGNORE
BG,https://www.tradingview.com/chart/?symbol=BG,Bunge Global SA,Consumer Defensive,124.265,24109660160,87.8,-76.4,3.65,-1.03,50.2,123.76,103.22,True,True,True,BULLISH TREND,False,57.05,NEUTRAL,5,New Strong Buy Stocks for May 28th | Buy 3 AgriTech & Food Innovation Stocks to Lift Your Portfolio Returns | A Look At Bunge Global (BG) Valuation After Strong Recent Shareholder Returns,32.7,11.42,-6827500032.0,93.214,4.93,0.85,52.76,IGNORE
SBUX,https://www.tradingview.com/chart/?symbol=SBUX,Starbucks Corporation,Consumer Cyclical,98.825,112630849536,8.8,32.6,2.73,-5.78,29.42,98.91,90.22,False,True,True,BUY THE DIP,False,48.75,NEUTRAL,5,Alsea launches first Starbucks Smart Lounge in Chile | Starbucks Suffers Significant Drop in Sales in South Korea | Starbucks quietly retired its AI agent just months after deployment after it miscounted coffee shop inventories and slowed down baristas,75.44,32.63,-1304087552.0,,,3.89,52.5,IGNORE
ADSK,https://www.tradingview.com/chart/?symbol=ADSK,"Autodesk, Inc.",Technology,231.415,48861122560,19.4,6.3,-6.29,-1.89,36.6,238.77,274.96,False,False,False,NO CLEAR ENTRY,False,51.04,NEUTRAL,5,"Top Midday Stories: Dell Q1 Earnings Results, Guidance Top Estimates; Autodesk to Acquire MaintainX in $3.6 Billion All-Cash Deal | Autodesk acquires MaintainX for $3.6 billion in cash deal | Autodesk Is the S&P 500’s Worst Stock Today. Investors Dislike Its $3.6 Billion Deal.",44.25,16.28,2787000064.0,89.787,39.67,15.6,52.48,IGNORE
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,261.615,155324284928,3.2,6.2,-2.01,-1.2,47.31,256.88,237.69,True,True,True,BULLISH TREND,False,50.81,NEUTRAL,5,"Brookfield Infrastructure Could Quietly Cash In on the Coming Rail Megamerger | How rail mega-merger moved ahead, and STB avoided making history | Stocks to Watch Recap: Snowflake, Union Pacific, Hormel Foods",21.53,19.12,4034374912.0,162.246,40.69,29.2,52.46,IGNORE
TMO,https://www.tradingview.com/chart/?symbol=TMO,Thermo Fisher Scientific Inc.,Healthcare,494.999,183952261120,6.2,11.3,-2.57,6.16,63.85,479.66,526.18,True,False,False,NO CLEAR ENTRY,False,57.02,NEUTRAL,5,3 Cash-Producing Stocks We Steer Clear Of | Thermo Fisher (TMO) Surges 6.8%: Is This an Indication of Further Gains? | Is QGEN Stock a Hold After the 2026 Outlook Cut and Q1 Miss?,27.24,18.13,5520625152.0,82.903,13.52,15.15,52.41,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,85.02,121017163776,11.0,-14.9,-17.31,-12.95,31.21,98.43,113.24,False,False,False,NO CLEAR ENTRY,False,52.74,NEUTRAL,5,"The EU Slapped Temu With a $232 Million Fine. And It Just Got Started | Here’s What You Need to Know About the Court Trials Between PDD Holdings (PDD) and Shein | Wall Street Hits New Peaks, US Crude Slips Below $90 Amid Iran Deal Hopes",8.94,6.59,71642849280.0,1.21,25.4,21.62,52.27,IGNORE
TRI,https://www.tradingview.com/chart/?symbol=TRI,Thomson Reuters Corporation,Industrials,86.18,37620916224,9.8,5.6,-11.38,-5.49,41.77,87.89,120.9,False,False,False,NO CLEAR ENTRY,False,52.06,NEUTRAL,5,Thomson Reuters (TRI) and Sterne Kessler Launch AI Patent Tool | Thomson Reuters' (TSE:TRI) Problems Go Beyond Weak Profit | Anthropic Expands Push Into Legal Industry With New AI Tools,24.84,17.03,1677874944.0,22.85,12.73,19.93,52.26,IGNORE
POOL,https://www.tradingview.com/chart/?symbol=POOL,Pool Corporation,Industrials,182.92,6666153984,6.2,2.1,-16.49,-12.08,45.1,200.91,247.3,False,False,False,NO CLEAR ENTRY,False,56.25,NEUTRAL,5,"Pool Corporation Stock: Is Wall Street Bullish or Bearish? | Berkshire Sells Visa, Domino's, and Pool Corp: Should You Follow? | Is Pool Corp (POOL) Now Attractive After A 42% One Year Share Price Fall?",16.81,15.2,224066624.0,140.423,34.24,7.58,52.1,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,87.61,72603729920,10.2,16.1,-7.81,-4.45,31.49,92.02,96.56,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"O'Reilly Automotive (ORLY) Down 10.2% Since Last Earnings Report: Can It Rebound? | 3 Nasdaq 100 Stocks for Long-Term Investors | O'Reilly (ORLY): Buy, Sell, or Hold Post Q1 Earnings?",28.54,24.24,1330813184.0,,,14.3,52.1,IGNORE
KHC,https://www.tradingview.com/chart/?symbol=KHC,The Kraft Heinz Company,Consumer Defensive,24.215,28713607168,0.8,13.6,0.45,8.01,53.68,22.73,23.94,True,True,False,BULLISH TREND,False,41.28,NEUTRAL,5,Go Figure: 3 big marketing numbers from May | Americans Are Sick of High Prices. Companies Are Finally Doing Something About It. | JELL O Simply Launch Puts Kraft Heinz Valuation And Debt In Focus,,11.51,3212250112.0,50.258,-12.58,-23.05,52.05,IGNORE
FTV,https://www.tradingview.com/chart/?symbol=FTV,Fortive Corporation,Technology,59.23,18056919040,7.7,-12.4,1.22,-4.08,40.26,58.77,54.07,True,True,True,BULLISH TREND,False,59.38,NEUTRAL,5,"NetApp Q4 Earnings & Revenues Surpass Estimates, Stock Up | 3 Industrials Stocks Walking a Fine Line | Winners And Losers Of Q1: Fortive (NYSE:FTV) Vs The Rest Of The Professional Tools and Equipment Stocks",34.84,18.42,953612480.0,58.806,6.81,12.84,51.95,IGNORE
CHD,https://www.tradingview.com/chart/?symbol=CHD,"Church & Dwight Co., Inc.",Consumer Defensive,96.97,22976421888,0.2,2.2,-6.41,1.13,62.12,94.59,91.19,True,True,True,BULLISH TREND,False,67.54,POSITIVE,5,"PG vs. CHD: Which Consumer Staples Giant Has the Stronger Growth Edge? | Could Investing $1,000 in CENTA Make You Richer? | 1 Unpopular Stock That Deserves a Second Chance and 2 We Turn Down",31.9,24.18,1128824960.0,56.794,16.78,11.81,51.85,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,164.22,10994839552,-1.5,17.3,3.11,9.31,55.47,153.7,206.8,True,False,False,NO CLEAR ENTRY,False,69.25,POSITIVE,5,America's Greatest Opportunities: Gauging The P-E Ratio On Gartner Stock | SentinelOne’s Gartner Leader Streak And What It May Mean For Investors | The Asymmetric AI Winner: Cybersecurity ETFs Gaining From Cloud Buildout,16.23,10.71,1064192896.0,5293.41,94.88,11.44,51.84,IGNORE
AES,https://www.tradingview.com/chart/?symbol=AES,The AES Corporation,Utilities,14.685,10472721408,8.7,951.1,4.62,2.88,86.6,14.29,13.95,True,True,True,WATCH - OVERBOUGHT,False,45.78,NEUTRAL,5,AES Rate Proposal And Mega Renewables Project Reshape Earnings Visibility | AES (AES) Q2 2025 Earnings Call Transcript | AES (AES) Q3 2024 Earnings Call Transcript,7.65,6.15,-2964999936.0,259.603,5.26,10.82,51.81,IGNORE
CINF,https://www.tradingview.com/chart/?symbol=CINF,Cincinnati Financial Corporation,Financial Services,158.48,24514752512,11.6,,-6.22,-2.9,41.68,162.46,159.99,False,False,True,NO CLEAR ENTRY,False,53.8,NEUTRAL,5,CINF vs. WRB: Which P&C Insurance Stock Should You Hold Now? | 3 Profitable Stocks with Questionable Fundamentals | Why Cincinnati Financial (CINF) is a Top Dividend Stock for Your Portfolio,9.06,17.26,2748250112.0,5.626,18.73,21.33,51.6,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,111.11,58475663360,-8.9,19.7,-10.43,-5.66,41.96,117.13,109.62,False,True,True,BUY THE DIP,False,54.02,NEUTRAL,5,"Why Is Paccar (PCAR) Down 5% Since Last Earnings Report? | Copart Q3 Earnings Beat Estimates on Higher ASPs, Mix Shift | Heavy Transportation Equipment Stocks Q1 In Review: PACCAR (NASDAQ:PCAR) Vs Peers",23.64,16.4,1485162496.0,76.163,13.11,8.91,51.57,IGNORE
MET,https://www.tradingview.com/chart/?symbol=MET,"MetLife, Inc.",Financial Services,83.47,53707669504,2.7,35.9,14.84,6.52,73.63,76.18,76.75,True,True,False,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,Uber Plans $49 Shuttle for New York-New Jersey World Cup Matches | Morgan Stanley Raises its Price Target on MetLife (MET) | Sector Update: Financial Stocks Decline Late Afternoon,16.15,7.59,-17429749760.0,178.019,13.01,4.67,51.5,IGNORE
PKG,https://www.tradingview.com/chart/?symbol=PKG,Packaging Corporation of America,Consumer Cyclical,217.72,19398557696,10.6,-15.5,-5.28,0.77,41.73,213.28,211.28,True,True,True,BULLISH TREND,False,62.91,POSITIVE,5,KRT or PKG: Which Is the Better Value Stock Right Now? | Packaging Corporation Of America Extension Puts Hydroelectric Compliance In Investor Focus | 3 Unpopular Stocks Walking a Fine Line,26.49,17.77,391424992.0,95.185,16.31,8.04,51.48,IGNORE
TT,https://www.tradingview.com/chart/?symbol=TT,Trane Technologies plc,Industrials,455.12,100606763008,6.0,-2.1,-2.13,-5.06,44.5,457.27,427.14,False,True,True,BUY THE DIP,False,63.85,POSITIVE,5,Here's Why TT Stock Is a Compelling Pick for You Right Now | Here's Why FactSet Stock Is a Compelling Pick for You Right Now | A Look At Trane Technologies (TT) Valuation After Recent Share Price Cooling,34.82,26.73,2662362624.0,53.597,36.63,13.41,51.46,IGNORE
SLB,https://www.tradingview.com/chart/?symbol=SLB,SLB N.V.,Energy,55.0,82228174848,2.7,-13.8,7.28,-1.26,58.85,53.64,43.21,True,True,True,BULLISH TREND,False,44.36,NEUTRAL,5,The Iran War Has Rocked Energy. 5 Ways the Industry Is Changing. | This Oilfield-Services Stock Is Just Getting Started | Why Baker Hughes (BKR) Stock Is Nosediving,24.23,16.43,3043124992.0,42.515,14.07,9.26,51.45,IGNORE
CTAS,https://www.tradingview.com/chart/?symbol=CTAS,Cintas Corporation,Industrials,172.23,68915576832,8.9,9.7,-14.34,-0.72,60.15,172.35,188.41,False,False,False,NO CLEAR ENTRY,False,53.81,NEUTRAL,5,2 Large-Cap Stocks to Target This Week and 1 We Ignore | What Are Wall Street Analysts' Target Price for Cintas Corporation Stock? | 3 Market-Beating Stocks on Our Buy List,36.34,31.74,1508147456.0,60.943,41.3,17.57,51.45,IGNORE
PNR,https://www.tradingview.com/chart/?symbol=PNR,Pentair plc,Industrials,71.845,11610550272,2.6,13.0,-26.55,-11.13,34.08,82.63,98.87,False,False,False,NO CLEAR ENTRY,False,53.57,NEUTRAL,5,A Look At Pentair (PNR) Valuation After Recent Share Price Weakness | Pentair Stock Outlook: Is Wall Street Bullish or Bearish? | Pentair plc (PNR) Reports Quarterly Cash Dividend of $0.27,18.05,12.36,574212480.0,54.634,17.61,15.97,51.34,IGNORE
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,335.6,181126103040,5.8,4.4,-12.33,0.03,58.37,339.78,323.71,False,True,True,NO CLEAR ENTRY,False,62.83,POSITIVE,5,"Is Merck & Co. Stock Outperforming the S&P 500? | Possible Bearish Signals With Amgen Insiders Disposing Stock | A New, Powerful Cholesterol-Lowering Drug Is on the Horizon",23.35,14.29,7436624896.0,623.754,101.32,20.96,51.13,IGNORE
TSN,https://www.tradingview.com/chart/?symbol=TSN,"Tyson Foods, Inc.",Consumer Defensive,61.25,21567926272,4.4,3602.2,-4.89,-3.66,21.09,64.62,58.83,False,True,True,NO CLEAR ENTRY,False,64.69,POSITIVE,5,"Hershey's Pricing Power Shines: Can It Offset Cocoa Cost Inflation? | MAMA Stock: What Is Driving Mama's Creations Growth in 2026? | Tyson Foods, Inc. (TSN) Is a Trending Stock: Facts to Know Before Betting on It",48.23,13.44,1029000000.0,44.41,2.62,0.81,51.08,IGNORE
AVY,https://www.tradingview.com/chart/?symbol=AVY,Avery Dennison Corporation,Consumer Cyclical,159.945,12234255360,7.0,4.3,-17.56,-1.84,40.81,165.22,172.78,False,False,False,NO CLEAR ENTRY,False,42.65,NEUTRAL,5,Avery Dennison and TEXAID RFID pilot triples textile sorting speed | Are Wall Street Analysts Predicting Avery Dennison Stock Will Climb or Sink? | What Avery Dennison (AVY)'s RFID Sorting Breakthrough Means For Shareholders,18.01,14.32,809049984.0,164.751,30.86,7.66,51.01,IGNORE
