Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,983.0,1110193471488.0,345.7,1368.5,104.09,-6.52,50.76,952.05,498.2,True,True,True,BUY THE DIP,False,49.56,NEUTRAL,5.0,Why Micron Stock Popped Today | Stock Market Today: Nasdaq Pounded As Oil Surges; Honeywell Crosses Trendline (Live Coverage) | Micron vs. SK Hynix: Which Is the Better Memory Stock to Buy?,22.22,6.39,7639499776.0,6.33,66.64,55.91,93.76,BUY SIGNAL
UHS,https://www.tradingview.com/chart/?symbol=UHS,"Universal Health Services, Inc.",Healthcare,151.27,9157334016.0,9.6,17.7,-13.12,3.72,40.38,151.85,192.55,False,False,False,NO CLEAR ENTRY,False,49.62,NEUTRAL,5.0,"Can Acute Care Strength Offset Universal Health's Rising Q2 Costs? | Community Health Systems (CYH) Reports Q2 Loss, Lags Revenue Estimates | Universal Health Services (UHS) Q2 Earnings on the Horizon: Analysts' Insights on Key Performance Measures",6.32,6.01,650819008.0,67.405,21.37,8.56,57.97,IGNORE
RCL,https://www.tradingview.com/chart/?symbol=RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,283.41,76009136128.0,11.3,28.9,7.16,-8.44,39.04,286.53,283.94,False,False,True,NO CLEAR ENTRY,False,52.88,NEUTRAL,5.0,Truist cuts Norwegian Cruise Line to Hold on rising promotional activity | Curious about Royal Caribbean (RCL) Q2 Performance? Explore Wall Street Estimates for Key Metrics | Is Carnival Rewriting the Cruise Industry's Growth Playbook?,17.3,14.17,-194875008.0,217.312,49.58,24.36,57.93,IGNORE
KHC,https://www.tradingview.com/chart/?symbol=KHC,The Kraft Heinz Company,Consumer Defensive,25.2666,29960568832.0,0.8,13.6,17.09,12.45,48.92,23.92,23.29,True,True,True,BULLISH TREND,False,53.44,NEUTRAL,5.0,"How Kraft Heinz’s New Disney Partnership At Kraft Heinz (KHC) Has Changed Its Investment Story | Here’s Why Big Food Companies, Like General Mills and Kraft Heinz, Are Losing Their Grip on Shoppers | Walt Disney (DIS) Teams Up With Kraft Heinz, Is The Stock Still Cheap?",,12.04,3212250112.0,50.258,-12.58,-23.05,57.93,IGNORE
HOOD,https://www.tradingview.com/chart/?symbol=HOOD,"Robinhood Markets, Inc.",Financial Services,102.38,92193710080.0,15.1,2.7,22.55,-0.84,39.64,95.01,100.93,True,True,False,BULLISH TREND,False,52.87,NEUTRAL,5.0,"BGC Group (BGC) Reports Next Week: Wall Street Expects Earnings Growth | Cathie Wood’s ARK Sells HOOD Stock Again – Even As Robinhood Hits 1M Gold Cards, Launches Platinum Card | Robinhood Markets, Inc. (HOOD) Suffers a Larger Drop Than the General Market: Key Insights",49.7,33.29,,140.483,21.46,41.12,57.83,IGNORE
FITB,https://www.tradingview.com/chart/?symbol=FITB,Fifth Third Bancorp,Financial Services,56.76,51457081344.0,51.8,-5.7,12.33,4.56,47.99,53.18,48.09,True,True,True,BULLISH TREND,False,72.69,POSITIVE,5.0,Why Fifth Third Bancorp (FITB) is a Great Dividend Stock Right Now | Fifth Third (FITB) Wins Euromoney Best Bank Award In The United States | Fifth Third Bancorp (FITB) Q2 2026 Earnings Call Highlights: Strong Deposit Growth and ...,19.11,11.5,,,8.45,23.29,57.77,IGNORE
ZBH,https://www.tradingview.com/chart/?symbol=ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,89.65,17343911936.0,9.3,34.1,-1.5,2.65,54.43,87.34,90.75,True,False,False,NO CLEAR ENTRY,False,51.28,NEUTRAL,5.0,Earnings Preview: What To Expect From Zimmer Biomet’s Report | ISRG Stock: The Math Hidden In Its Price | The Robot Maker's Paradox,23.23,9.96,1044124992.0,59.827,6.07,9.05,57.7,IGNORE
AEP,https://www.tradingview.com/chart/?symbol=AEP,"American Electric Power Company, Inc.",Utilities,134.12,72975360000.0,10.2,6.7,0.01,0.3,38.86,131.28,124.66,True,True,True,BULLISH TREND,False,70.95,POSITIVE,5.0,American Electric Power (AEP) Reports Next Week: Wall Street Expects Earnings Growth | Is American Electric Power Company (AEP) Fully Valued After Its Board Update? | American Electric Power (AEP) Stock Could Be Pricey Despite Its $78b Capital Plan,19.84,19.56,-6953449984.0,157.099,12.58,16.29,57.58,IGNORE
JKHY,https://www.tradingview.com/chart/?symbol=JKHY,"Jack Henry & Associates, Inc.",Technology,147.73,10496331776.0,8.7,12.5,-1.46,17.95,51.39,138.03,158.21,True,False,False,NO CLEAR ENTRY,False,54.53,NEUTRAL,5.0,What to Expect From Jack Henry & Associates’ Next Quarterly Earnings Report | AI Worries Weighed on Jack Henry (JKHY) in Q2 | 1 S&P 500 Stock Worth Your Attention and 2 We Question,20.63,20.8,373407744.0,6.398,24.89,20.64,57.41,IGNORE
DLR,https://www.tradingview.com/chart/?symbol=DLR,"Digital Realty Trust, Inc.",Real Estate,180.1,67766046720.0,16.7,67.6,-9.35,-7.64,62.08,184.37,173.63,False,True,True,NO CLEAR ENTRY,False,58.32,NEUTRAL,5.0,"Essex Property to Post Q2 Earnings: Is the Stock a Portfolio Must-Have? | Public Storage Closes NSA Deal: What to Expect From Q2 Results? | Blackstone Profits Jump, Boosted by Exits and Winning Bets on AI",47.9,66.69,3278001664.0,76.592,5.69,21.82,57.32,IGNORE
WMB,https://www.tradingview.com/chart/?symbol=WMB,"The Williams Companies, Inc.",Energy,75.25,92030623744.0,9.0,25.0,5.02,-0.71,58.63,74.1,67.48,True,True,True,BULLISH TREND,False,60.46,POSITIVE,5.0,"The Memory Chip Shortage Sent Micron Stock Up More Than 7x. Natural Gas Shortage Looks Like Memory 12 Months Ago. | Move Over, Micron: Expert Predicts New Industry Will Soon Have Microsoft, Amazon, and Data Centers Over a Barrel | Williams Is No AI Pipe Dream. The Stock Is a Winner.",33.0,29.27,-190250000.0,199.855,19.66,23.06,57.14,IGNORE
ABNB,https://www.tradingview.com/chart/?symbol=ABNB,"Airbnb, Inc.",Consumer Cyclical,137.23,81446674432.0,17.9,6.0,-3.27,-1.17,30.13,139.24,131.64,False,True,True,NO CLEAR ENTRY,False,58.55,NEUTRAL,5.0,What to Know About Airbnb's Chief Strategy Officer Selling $2.6 Million in Stock | 3 Cash-Heavy Stocks to Research Further | China’s ‘AI for All’ Push Defies US Containment Playbook,33.88,22.73,3191000064.0,33.185,32.32,19.9,57.08,IGNORE
VICI,https://www.tradingview.com/chart/?symbol=VICI,VICI Properties Inc.,Real Estate,26.32,28980430848.0,3.5,60.1,-5.83,-1.13,38.21,27.11,27.76,False,False,False,NO CLEAR ENTRY,False,50.26,NEUTRAL,5.0,Why VICI Properties Inc. (VICI) Dipped More Than Broader Market Today | Morgan Stanley Keeps Equal Weight Rating on VICI Properties (VICI) | The Market Could Crack This Summer: 5 Defensive High-Yielding Dividend Stocks to Buy Now,9.01,8.98,1285280000.0,61.853,11.33,76.83,57.07,IGNORE
MRVL,https://www.tradingview.com/chart/?symbol=MRVL,"Marvell Technology, Inc.",Technology,206.16,185037766656.0,27.6,-80.4,24.55,-26.1,34.66,238.44,132.18,False,True,True,NO CLEAR ENTRY,False,59.26,NEUTRAL,5.0,Marvell Stock Trade Setup Aims For A Robust Return From Potentially Big Price Swings | Lumentum and 5 Other Stocks Set to Win From Big Tech’s AI Spending Spree | Credo or Marvell: Who Leads the AI Connectivity Race?,70.85,33.03,2269700096.0,28.97,16.03,28.99,57.04,IGNORE
PEG,https://www.tradingview.com/chart/?symbol=PEG,Public Service Enterprise Group Incorporated,Utilities,79.59,39661400064.0,19.4,25.4,0.15,-2.21,39.63,79.26,79.96,True,False,False,NO CLEAR ENTRY,False,53.24,NEUTRAL,5.0,Public Service Enterprise Group (PEG) Stock May Be Fairly Valued Despite Storm Recovery Work | What to Expect From Public Service Enterprise’s Next Quarterly Earnings Report | Chief Investment Strategist: “We Are Spending Almost 3% of GDP on AI” as Stocks Tune Out Global Conflict on “Astronomical Investment”,17.61,16.99,-171750000.0,141.01,13.44,17.69,56.96,IGNORE
ALGN,https://www.tradingview.com/chart/?symbol=ALGN,"Align Technology, Inc.",Healthcare,167.195,11974193152.0,6.2,23.9,-12.31,-0.77,31.72,172.25,165.45,False,True,True,NO CLEAR ENTRY,False,66.02,POSITIVE,5.0,Align Technology to Report Q2 Earnings: Clear Aligner Segment in Focus | What Could Reignite Accenture Stock From Here? | Cheniere Energy (LNG) Appoints Britt Vitalone As It Reworks Key Credit Lines,28.1,13.51,532954624.0,2.797,10.82,10.5,56.78,IGNORE
DOV,https://www.tradingview.com/chart/?symbol=DOV,Dover Corporation,Industrials,198.17,26685851648.0,10.1,5.3,-12.93,-11.35,32.97,215.44,204.83,False,False,True,NO CLEAR ENTRY,False,53.4,NEUTRAL,5.0,"Dover Corporation Q2 2026 Earnings Call Summary | Graco Surpasses Q2 Earnings Estimates, Reaffirms 2026 View | Dover Q2 Earnings Beat on Margin Gains, 2026 Guidance Raised",24.77,17.11,840764352.0,43.927,15.0,13.3,56.37,IGNORE
BKR,https://www.tradingview.com/chart/?symbol=BKR,Baker Hughes Company,Energy,56.395,55947714560.0,2.5,132.5,-12.26,-3.89,67.99,60.5,55.92,False,True,True,NO CLEAR ENTRY,False,55.9,NEUTRAL,5.0,Can Baker Hughes Keep Its Winning Streak Alive in Q2 Earnings? | FTAI Aviation Jumps On $1.5 Billion Deal For New Power Unit | Seeking Clues to Baker Hughes (BKR) Q2 Earnings? A Peek Into Wall Street Projections for Key Metrics,18.02,19.81,3151249920.0,82.935,17.18,11.17,56.32,IGNORE
VLO,https://www.tradingview.com/chart/?symbol=VLO,Valero Energy Corporation,Energy,305.26,90641702912.0,6.6,,30.04,25.27,71.63,263.7,212.91,True,True,True,WATCH - OVERBOUGHT,False,43.68,NEUTRAL,5.0,Weatherford Q2 Earnings Miss Estimates on Middle East Disruptions | Valero Energy (VLO) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Global Refiners Are Cutting Out Oil Traders To Buy Venezuelan Crude Directly,22.31,12.27,4786625024.0,42.664,15.85,3.57,56.19,IGNORE
WAT,https://www.tradingview.com/chart/?symbol=WAT,Waters Corporation,Healthcare,382.41,37547253760.0,91.4,,23.41,7.06,52.01,362.98,352.91,True,True,True,BULLISH TREND,False,56.43,NEUTRAL,5.0,Q1 Research Tools & Consumables Earnings Review: First Prize Goes to Waters Corporation (NYSE:WAT) | Waters Corporation's Quarterly Earnings Preview: What You Need to Know | 2 Large-Cap Stocks to Keep an Eye On and 1 We Ignore,48.65,23.18,-502370624.0,36.634,5.21,11.93,56.11,IGNORE
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,363.6,95877185536.0,12.6,1.7,-1.07,-6.01,42.01,375.89,330.8,False,True,True,BUY THE DIP,False,50.0,NEUTRAL,5.0,Marriott (MAR) Stock Looks Overvalued On Cash Flow And Earnings | Is Marriott International (MAR) Overvalued Following Its First Branded Apartment Rental Project? | Marriott Launches Branded Apartment Rentals in Cleveland,38.11,27.73,1796875008.0,,,35.97,56.1,IGNORE
D,https://www.tradingview.com/chart/?symbol=D,"Dominion Energy, Inc.",Utilities,71.225,62643277824.0,23.1,-10.2,15.06,4.05,59.68,67.87,62.03,True,True,True,BULLISH TREND,False,67.58,POSITIVE,5.0,Dominion Energy Earnings Preview: What to Expect | Dominion Energy (D) Rises As Market Takes a Dip: Key Facts | NextEra Energy Plans to Spend $59 Billion in Annual Capex Through 2032. Will This Massive Capital Outlay Pay Dividends for Shareholders?,21.01,18.67,-9948250112.0,154.901,9.79,16.93,55.96,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,78.38,22338785280.0,69.2,-6.9,3.12,7.43,49.43,75.83,75.43,True,True,True,BULLISH TREND,False,58.22,NEUTRAL,5.0,"PHD, WARC: Agent/Consumer Spend To Reach $3.35T By 2030 | Omnicom Group (OMC) Could Be 27% Undervalued As Interpublic Deal Story Builds | Interbrand Adds Morris, Kearney To Strengthen North American Connections",,6.4,5066650112.0,110.574,2.02,0.32,55.71,IGNORE
ACN,https://www.tradingview.com/chart/?symbol=ACN,Accenture plc,Technology,138.6275,84832002048.0,5.6,9.0,-21.31,10.46,53.36,153.85,209.9,False,False,False,NO CLEAR ENTRY,False,44.51,NEUTRAL,5.0,Accenture (ACN) Could Be 54% Undervalued As Investors Reassess Its AI Narrative | Here’s Why Accenture (ACN) is Struggling | Accenture PLC (ACN) Is a Trending Stock: Facts to Know Before Betting on It,11.07,9.44,12089380864.0,25.035,24.41,10.66,55.61,IGNORE
AMT,https://www.tradingview.com/chart/?symbol=AMT,American Tower Corporation,Real Estate,166.61,77622444032.0,6.8,76.9,-6.04,-7.12,51.21,176.09,176.26,False,False,False,NO CLEAR ENTRY,False,55.72,NEUTRAL,5.0,"Gear Up for American Tower (AMT) Q2 Earnings: Wall Street Estimates for Key Metrics | American Tower to Post Q2 Earnings: Is AMT a Portfolio Must-Have? | American Tower (AMT) Faces A Valuation Test, Is It Undervalued?",26.92,24.3,4614362624.0,444.55,29.95,26.81,55.61,IGNORE
PGR,https://www.tradingview.com/chart/?symbol=PGR,The Progressive Corporation,Financial Services,206.345,119968980992.0,7.3,5.0,0.54,-4.29,28.03,208.67,207.39,False,False,True,NO CLEAR ENTRY,False,58.41,NEUTRAL,5.0,"FAF Q2 Earnings Top Estimates on Title Strength, Investment Income | Globe Life Q2 Earnings Miss Estimates on Escalating Expenses | Here is What to Know Beyond Why The Progressive Corporation (PGR) is a Trending Stock",10.36,12.71,,24.428,34.94,12.85,55.47,IGNORE
WRB,https://www.tradingview.com/chart/?symbol=WRB,W. R. Berkley Corporation,Financial Services,73.43,27246788608.0,1.2,15.0,11.37,6.48,55.09,68.49,69.08,True,True,False,BULLISH TREND,False,63.11,POSITIVE,5.0,"FAF Q2 Earnings Top Estimates on Title Strength, Investment Income | Globe Life Q2 Earnings Miss Estimates on Escalating Expenses | Bristol Gate US Equity Strategy: W.R. Berkley (WRB) Offers Ballast to the Portfolio",15.56,15.24,,31.76,,12.94,55.45,IGNORE
FE,https://www.tradingview.com/chart/?symbol=FE,FirstEnergy Corp.,Utilities,49.44,28597637120.0,11.6,12.9,0.66,4.19,56.78,46.93,46.8,True,True,True,BULLISH TREND,False,47.27,NEUTRAL,5.0,Entergy (ETR) Q2 Earnings Preview: What's in the Cards? | Can FirstEnergy's Grid Investments Drive Long-Term Earnings Growth? | FirstEnergy (FE) Could Be 7% Undervalued As Grid Investment Narrative Builds,26.87,16.75,-1835124992.0,198.922,9.46,6.94,55.43,IGNORE
CPT,https://www.tradingview.com/chart/?symbol=CPT,Camden Property Trust,Real Estate,112.47,11144719360.0,-0.5,12.1,10.81,2.72,33.87,110.46,104.39,True,True,True,BULLISH TREND,False,73.18,POSITIVE,5.0,What You Need To Know Ahead of Camden Property's Earnings Release | Is Holding Camden Property Stock Still Smart Move for Your Portfolio? | Camden Property Trust Stock: Is CPT Underperforming the Real Estate Sector?,31.42,143.27,688079616.0,104.147,9.06,24.49,55.3,IGNORE
TGT,https://www.tradingview.com/chart/?symbol=TGT,Target Corporation,Consumer Defensive,134.48,61079617536.0,6.7,-24.7,5.02,0.28,58.05,130.23,111.35,True,True,True,BULLISH TREND,False,57.77,NEUTRAL,5.0,Target (TGT) Stock Could Be 4% Undervalued Despite Boardroom News | Why China Could Become Costco's Next Membership Catalyst | How Wide Is the Road Ahead for eBay Stock?,17.76,15.06,3141250048.0,117.548,22.02,3.24,55.27,IGNORE
PYPL,https://www.tradingview.com/chart/?symbol=PYPL,"PayPal Holdings, Inc.",Financial Services,56.0,49397907456.0,7.2,-6.2,11.3,34.29,80.88,45.49,52.33,True,True,False,WATCH - OVERBOUGHT,False,61.47,POSITIVE,5.0,Sky Protocol Tops $100M Revenue Again as sUSDS Supply Jumps 149% | PayPal Trades at an 11x P/E and Repurchases 8% of Shares Annually. Should You Buy Before July 28 Q2 Earnings? | Seeking Clues to Paypal (PYPL) Q2 Earnings? A Peek Into Wall Street Projections for Key Metrics,10.51,9.74,4083500032.0,58.28,25.12,15.0,55.12,IGNORE
MCK,https://www.tradingview.com/chart/?symbol=MCK,McKesson Corporation,Healthcare,818.435,95820521472.0,6.0,37.2,-2.0,7.14,59.21,776.26,831.33,True,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5.0,Here's Why McKesson (MCK) Fell More Than Broader Market | Is Trending Stock McKesson Corporation (MCK) a Buy Now? | Here's How Much You'd Have If You Invested $1000 in McKesson a Decade Ago,21.35,16.25,5657625088.0,,,1.18,55.1,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,17.27,35008544768.0,33.6,-26.5,3.54,-0.75,41.96,16.93,16.5,True,True,True,BULLISH TREND,False,46.6,NEUTRAL,5.0,Huntington Bancshares Q2 Earnings Call Highlights | Huntington Bancshares (HBAN) Q2 Earnings: Taking a Look at Key Metrics Versus Estimates | Huntington Bancshares (HBAN) Q2 Earnings Meet Estimates,13.28,9.07,,,8.39,26.6,55.08,IGNORE
MPC,https://www.tradingview.com/chart/?symbol=MPC,Marathon Petroleum Corporation,Energy,314.14,91708981248.0,8.8,,42.62,26.4,82.83,267.18,216.92,True,True,True,WATCH - OVERBOUGHT,False,56.49,NEUTRAL,5.0,Marathon Petroleum Corporation (MPC) Is a Trending Stock: Facts to Know Before Betting on It | Marathon Petroleum vs. HF Sinclair: Picking the Better Refining Play | Marathon Petroleum (MPC) Exceeds Market Returns: Some Facts to Consider,20.68,10.76,3518749952.0,146.523,27.46,3.41,54.97,IGNORE
BR,https://www.tradingview.com/chart/?symbol=BR,"Broadridge Financial Solutions, Inc.",Technology,143.075,16547810304.0,7.8,15.1,-7.63,4.95,48.65,145.77,183.99,False,False,False,NO CLEAR ENTRY,False,51.07,NEUTRAL,5.0,Earnings Preview: What To Expect From Broadridge Financial's Report | Q1 Earnings Highs And Lows: Broadridge (NYSE:BR) Vs The Rest Of The Data & Business Process Services Stocks | Here's Why You Should Retain BR Stock in Your Portfolio Now,15.3,13.74,1187662464.0,120.878,42.31,15.03,54.89,IGNORE
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,263.065,74036355072.0,10.0,7.8,-2.82,-2.08,25.16,264.68,269.48,False,False,False,NO CLEAR ENTRY,False,55.63,NEUTRAL,5.0,"Ahead of Ecolab (ECL) Q2 Earnings: Get Ready With Wall Street Estimates for Key Metrics | Chemicals Companies Likely to Report In-Line Quarterly Results, Deutsche Bank Says | CoreWeave upgraded, IBM initiated: Wall Street's top analyst calls",35.6,28.11,1586424960.0,92.369,22.43,12.8,54.85,IGNORE
ABBV,https://www.tradingview.com/chart/?symbol=ABBV,AbbVie Inc.,Healthcare,256.0263,452345430016.0,12.4,-46.2,28.31,9.84,45.67,230.86,220.45,True,True,True,BULLISH TREND,False,57.55,NEUTRAL,5.0,"I'd Double a Position in These 3 Dividend Stocks Right Now Without Any Hesitation | Missed AI, Memory Bull Run? Biotech May Be The Next Breakout Trade — But Retail Sentiment Has Never Been Lower | Will AbbVie's Oncology Franchise Remain Under Pressure in Q2?",124.89,15.73,20811624448.0,,,5.79,54.8,IGNORE
ADM,https://www.tradingview.com/chart/?symbol=ADM,Archer-Daniels-Midland Company,Consumer Defensive,86.83,41848283136.0,1.6,0.9,24.81,14.49,85.6,80.0,68.35,True,True,True,WATCH - OVERBOUGHT,False,57.83,NEUTRAL,5.0,Pilgrim's Pride Set to Report Q2 Earnings: What's in Store for PPC? | ADM (NYSE:ADM) Appoints Jeff Rowe As COO And Expands Regenerative Agriculture | Archer Daniels Midland (ADM) Rises As Market Takes a Dip: Key Facts,38.76,15.92,1578499968.0,46.128,4.77,1.34,54.78,IGNORE
NOW,https://www.tradingview.com/chart/?symbol=NOW,"ServiceNow, Inc.",Technology,92.76,95664136192.0,24.0,-21.5,9.41,-3.31,30.36,103.94,127.12,False,False,False,NO CLEAR ENTRY,False,50.62,NEUTRAL,5.0,"Earnings live: Google stock drops on capex concerns, ServiceNow pops | Claude AI Refused to Sell ServiceNow (NOW) While Wall Street Panicked. Q2 Earnings Just Proved Why | If The Stock Market Bottomed Last Week: These 3 Stocks Could Triple From Today’s Prices",57.98,18.54,4961625088.0,67.538,14.24,11.34,54.75,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,86.26,19884054528.0,5.0,18.5,6.22,1.67,41.85,84.11,78.82,True,True,True,BULLISH TREND,False,60.83,POSITIVE,5.0,"Evergy’s Q2 2026 Earnings: What to Expect | Eli Lilly Upgraded, Carvana Downgraded: Updated Rankings on Top Blue-Chip Stocks | Can EVRG Gain From Rising Power Demand Through Grid Investments?",22.94,18.93,-1101750016.0,155.555,8.87,14.63,54.72,IGNORE
C,https://www.tradingview.com/chart/?symbol=C,Citigroup Inc.,Financial Services,131.65,220829712384.0,14.5,61.0,,,,,,False,False,False,ERROR,False,62.25,POSITIVE,5.0,Why agilon health (AGL) Shares Are Falling Today | Palantir Commercial Business Gets Citi Boost | Crypto Exchange That Pioneered 100x Bitcoin Leverage Is Closing,14.19,10.28,,,8.53,21.83,54.53,IGNORE
NEE,https://www.tradingview.com/chart/?symbol=NEE,"NextEra Energy, Inc.",Utilities,90.065,187840053248.0,7.3,160.0,-5.74,4.21,58.64,87.68,86.64,True,True,True,BULLISH TREND,False,70.01,POSITIVE,5.0,"3 Monster Dividend Stocks to Buy and Hold Through 2036 | Zacks Investment Ideas feature highlights: GE Vernova, NextEra Energy, Meta and Google | Best Stocks to Buy in July and Hold Forever: GEV, NEE",22.86,20.46,-18453374976.0,156.686,10.32,29.37,54.5,IGNORE
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,30.66,26164615168.0,3.4,8.5,11.5,4.68,53.29,29.08,27.09,True,True,True,BULLISH TREND,False,63.42,POSITIVE,5.0,"NTRS Q2 Earnings Beat on Higher NII & AUM Growth, Dividend Raised | Why Regions Financial (RF) is a Top Dividend Stock for Your Portfolio | Regions Financial (RF) Stock Could Be 46% Undervalued As Dividend Rises 13%",12.46,10.78,,,11.87,30.84,54.47,IGNORE
ORCL,https://www.tradingview.com/chart/?symbol=ORCL,Oracle Corporation,Technology,119.96,345584500736.0,20.6,21.9,-31.71,-27.11,33.22,172.47,187.01,False,False,False,NO CLEAR ENTRY,False,58.41,NEUTRAL,5.0,"Google, Amazon, Meta, & Microsoft will spend 'unprecedented' $1T on AI capex in 2027: Analyst | Oracle (ORCL) Stock Fair Value Edges Higher As Analysts Weigh AI Growth And Margin Risks | I’m Buying ‘Fully Priced’ AMD Because The Math Says I Should",20.58,11.02,-24536750080.0,388.87,53.38,25.37,54.37,IGNORE
GNRC,https://www.tradingview.com/chart/?symbol=GNRC,Generac Holdings Inc.,Industrials,210.06,12365955072.0,12.4,69.9,-3.81,-23.49,15.73,257.73,203.75,False,True,True,NO CLEAR ENTRY,False,55.83,NEUTRAL,5.0,"Graco Surpasses Q2 Earnings Estimates, Reaffirms 2026 View | CoreWeave upgraded, IBM initiated: Wall Street's top analyst calls | 2 Cash-Producing Stocks with Promising Prospects and 1 We Question",65.64,18.52,115297624.0,52.086,7.39,4.37,54.37,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,42.575,20137975808.0,5.8,3.6,-22.19,3.97,52.22,47.16,63.94,False,False,False,NO CLEAR ENTRY,False,50.52,NEUTRAL,5.0,"What's Behind Accenture's Nine-Billion-Dollar Bet on Its Stock? | Cognizant's Q2 Results Likely to Indicate Start of Major Turnaround in Growth, Wedbush Says | Cognizant (CTSH) Earnings Expected to Grow: Should You Buy?",9.24,6.88,1908875008.0,7.247,14.88,10.41,54.34,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,112.43,41433792512.0,6.2,12.9,2.83,3.38,45.26,108.65,104.81,True,True,True,BULLISH TREND,False,54.15,NEUTRAL,5.0,What You Need To Know Ahead of Consolidated Edison's Earnings Release | Live In Manhattan Without Roommates. Here’s the Portfolio That Makes It Happen. | Heat-Driven Grid Strain And New Board Expertise Might Change The Case For Investing In Consolidated Edison (ED),18.96,17.33,-833249984.0,106.177,8.73,12.52,54.18,IGNORE
BLK,https://www.tradingview.com/chart/?symbol=BLK,"BlackRock, Inc.",Financial Services,1040.95,169260875776.0,30.6,19.7,-0.63,,,,,False,False,False,ERROR,False,54.34,NEUTRAL,5.0,"BlackRock, Coinbase and MicroStrategy prepare for scary 'Q-Day' | BlackRock, Strategy and Coinbase Back $15M Bitcoin Security Consortium | Sky Protocol Tops $100M Revenue Again as sUSDS Supply Jumps 149%",24.94,16.17,,23.635,,24.09,54.15,IGNORE
INVH,https://www.tradingview.com/chart/?symbol=INVH,Invitation Homes Inc.,Real Estate,29.625,17598494720.0,9.2,-3.7,9.63,3.02,39.8,29.28,27.13,True,True,True,BULLISH TREND,False,51.01,NEUTRAL,5.0,"AvalonBay Q2 FFO Beats Estimates on Same-Store Gains, '26 Views Raised | Equity Residential Q2 FFO Beats Estimates, Coastal Demand Lifts Results | Evicting Wall Street From the Housing Market Will Be Messy",31.18,44.6,1021075392.0,97.038,6.19,20.96,54.08,IGNORE
VMC,https://www.tradingview.com/chart/?symbol=VMC,Vulcan Materials Company,Basic Materials,274.93,35673509888.0,7.4,29.7,-5.68,-8.08,26.36,285.49,290.3,False,False,False,NO CLEAR ENTRY,False,47.26,NEUTRAL,5.0,Analysts Estimate Martin Marietta (MLM) to Report a Decline in Earnings: What to Look Out for | Vulcan Materials (VMC) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Index Removal And Rising Costs Could Be A Game Changer For Vulcan Materials (VMC),32.54,25.52,244387504.0,61.249,13.46,13.81,54.03,IGNORE
WMT,https://www.tradingview.com/chart/?symbol=WMT,Walmart Inc.,Consumer Defensive,108.4,862655741952.0,7.3,19.4,-16.4,-9.23,40.61,118.08,117.37,False,False,True,NO CLEAR ENTRY,False,55.09,NEUTRAL,5.0,"Amazon, Walmart, & cautious consumers are major headwinds for Albertson's: A closer look | Indian payments firms oppose one-click UPI checkout proposal, citing competition risks | Top Wide-Moat Stocks to Invest in for Sustainable Growth",38.17,33.0,6862249984.0,74.816,24.13,3.14,54.01,IGNORE
ETR,https://www.tradingview.com/chart/?symbol=ETR,Entergy Corporation,Utilities,115.44,53863739392.0,12.0,1.2,1.89,1.43,51.17,112.25,102.96,True,True,True,BULLISH TREND,False,50.0,ERROR,0.0,,29.45,22.73,-3913097728.0,192.883,10.75,13.41,53.7,IGNORE
MSCI,https://www.tradingview.com/chart/?symbol=MSCI,MSCI Inc.,Financial Services,553.275,40223092736.0,12.2,19.6,-7.15,-4.86,35.8,595.61,569.41,False,False,True,NO CLEAR ENTRY,False,70.06,POSITIVE,5.0,Six technology and innovation investment trusts to consider | Is MSCI's (MSCI) AI Push Changing the Tradeoff Between Growth Investment and Capital Returns? | Is MSCI (MSCI) Fully Valued On Higher Expense Guidance After Earnings?,30.28,24.63,1194705920.0,,,40.73,53.7,IGNORE
