Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1048.61,281782484992,16.3,1816.5,20.11,-6.39,39.0,996.07,744.54,True,True,True,HIGH CONVICTION DIP BUY,True,62.03,POSITIVE,5,"GE Vernova Turbine Milestone Raises Questions On Cash Flows And Dividends | Dow Jones Futures Rise After S&P 500, Nasdaq Hit Highs; 5 AI Stocks In Buy Areas | Why GE Vernova Stock Triumphed on Tuesday",30.61,42.78,9315624960.0,24.925,75.71,23.81,90.66,BUY SIGNAL
USB,https://www.tradingview.com/chart/?symbol=USB,U.S. Bancorp,Financial Services,54.81,85081554944,4.6,14.8,1.32,-2.06,41.2,54.27,51.22,True,True,True,BULLISH TREND,False,55.6,NEUTRAL,5,PNC's Expansion Strategy: Growth Through Acquisitions & Partnerships | 3 Bank Stocks That Concern Us | U.S. Bancorp Amazon Card Deal Adds New Angle To Valuation Story,11.49,9.7,,,12.35,29.29,54.25,IGNORE
FITB,https://www.tradingview.com/chart/?symbol=FITB,Fifth Third Bancorp,Financial Services,49.945,45265731584,33.0,-78.9,1.87,-0.76,44.28,48.29,46.2,True,True,True,BULLISH TREND,False,62.62,POSITIVE,5,Fifth Third Bancorp And 2 Stocks Possibly Undervalued For Consideration | Is It Time To Reassess Fifth Third Bancorp (FITB) After Regional Bank Sector Repricing? | Why Fifth Third Bancorp (FITB) is a Great Dividend Stock Right Now,16.82,10.16,,,7.97,24.13,54.16,IGNORE
ETR,https://www.tradingview.com/chart/?symbol=ETR,Entergy Corporation,Utilities,111.525,51065831424,12.0,1.2,4.69,-1.15,44.04,111.38,98.21,True,True,True,BULLISH TREND,False,55.4,NEUTRAL,5,Good News Is Good News. The Market Has Passed the Earnings Test. | Can OKLO's $1.68B Fuel Recycling Push Turn Into a Growth Lever? | Does Entergy’s Louisiana Steel Mill Power Deal Reshape the Bull Case for Entergy (ETR)?,28.45,22.2,-3913097728.0,192.883,10.75,13.41,54.13,IGNORE
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,265.6,74749804544,10.0,7.8,-13.63,-0.85,52.6,262.28,270.8,True,False,False,NO CLEAR ENTRY,False,46.39,NEUTRAL,5,Here's Why You Should Retain Ecolab Stock in Your Portfolio Now | Ecolab Stock: Analyst Estimates & Ratings | Ecolab’s CEO is betting on an AI payoff,35.89,27.62,1586424960.0,92.369,22.43,12.8,54.11,IGNORE
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,144.255,28112852992,13.1,15.3,-5.41,-6.51,26.38,150.09,159.19,False,False,False,NO CLEAR ENTRY,False,57.51,NEUTRAL,5,ANF Stock Rises Premarket: Retail Traders Say Abercrombie & Fitch Is 'Undervalued' Ahead Of Earnings | Why The Triumph Financial (TFIN) Story Is Shifting After A Cautious Fair Value Upgrade | What Are Wall Street Analysts' Target Price for Raymond James Stock?,13.62,10.78,,48.477,17.29,14.58,54.1,IGNORE
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,647.5,164812406784,23.3,,74.07,42.43,88.15,471.9,467.55,True,True,True,WATCH - OVERBOUGHT,False,56.2,NEUTRAL,5,Palo Alto and CrowdStrike Stocks Fall on Cybersecurity Gloom. That’s an Opportunity. | Prediction: Quantum AI Will Power the Next Wave of Supercomputing -- and This Stock Could Lead It | CrowdStrike Holdings (CRWD) Launches New Integration with Claude Compliance API,,104.96,1604615040.0,18.336,-4.14,-3.38,54.1,IGNORE
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,215.065,31495206912,5.7,24.4,-0.19,-1.31,45.78,211.49,202.44,True,True,True,BULLISH TREND,False,61.11,POSITIVE,5,M&T Bank Stock: Is Wall Street Bullish or Bearish? | Possible Bearish Signals With M&T Bank Insiders Disposing Stock | Are You Looking for a High-Growth Dividend Stock?,12.08,10.31,,,10.29,31.48,54.09,IGNORE
HSIC,https://www.tradingview.com/chart/?symbol=HSIC,"Henry Schein, Inc.",Healthcare,75.79,8633751552,6.3,4.5,-8.01,-1.83,64.48,74.27,72.85,True,True,True,BULLISH TREND,False,45.15,NEUTRAL,5,"3 Small-Cap Stocks We’re Skeptical Of | Assessing Henry Schein (HSIC) Valuation After Recent Uneven Share Price Performance | Henry Schein Highlights Dental Momentum, $125M Savings Goal Despite Medical Softness",22.9,12.83,290124992.0,77.748,8.76,2.95,54.01,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,228.605,27437647872,14.7,,6.22,-6.78,36.25,237.07,238.5,False,False,False,NO CLEAR ENTRY,False,61.32,POSITIVE,5,"Expedia Group, Inc. (NASDAQ:EXPE) Passed Our Checks, And It's About To Pay A US$0.48 Dividend | Expedia Group Marks 30 Years With AI Push, Uber and CLEAR Partnerships | 3 of Wall Street’s Favorite Stocks That Concern Us",20.18,9.9,3478249984.0,256.536,71.49,9.81,54.01,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,84.2875,19429365760,5.0,18.5,2.45,4.17,66.27,81.39,76.1,True,True,True,BULLISH TREND,False,51.67,NEUTRAL,5,CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Evergy Stock Outlook: Is Wall Street Bullish or Bearish?,22.42,18.52,-1101750016.0,155.555,8.87,14.63,53.98,IGNORE
DGX,https://www.tradingview.com/chart/?symbol=DGX,Quest Diagnostics Incorporated,Healthcare,194.07,21482856448,9.2,15.5,-8.02,-1.3,59.89,194.12,186.87,False,True,True,NO CLEAR ENTRY,False,49.05,NEUTRAL,5,Are Medical Stocks Lagging  Quest Diagnostics (DGX) This Year? | Quest Diagnostics Stock: Analyst Estimates & Ratings | 1 Profitable Stock to Own for Decades and 2 We Avoid,21.44,16.63,947875008.0,82.737,14.54,9.08,53.97,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,88.5,73341280256,10.2,16.1,-5.73,-3.77,29.01,92.02,96.71,False,False,False,NO CLEAR ENTRY,False,71.22,POSITIVE,5,Stocks Finish Mostly Higher on Iran Peace Progress | AutoZone Races Past Earnings Estimates. Why the Stock Is Falling. | O'Reilly Automotive (ORLY) is an Incredible Growth Stock: 3 Reasons Why,28.83,24.48,1330813184.0,,,14.3,53.8,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,57.235,19399680000,35.7,-7.9,-20.07,-13.18,52.95,62.7,77.36,False,False,False,NO CLEAR ENTRY,False,61.02,POSITIVE,5,"Why Is Brown & Brown (BRO) Down 9.7% Since Last Earnings Report? | AJG Strengthens Specialty Insurance via Acquisition of Twin Elms | Zacks Industry Outlook Highlights Arthur J. Gallagher, Aon, Brown and Brown and Willis Towers Watson Public",18.64,11.77,1522499968.0,64.37,11.93,18.36,53.73,IGNORE
VZ,https://www.tradingview.com/chart/?symbol=VZ,Verizon Communications Inc.,Communication Services,48.645,203120066560,2.9,4.3,-1.52,3.28,61.99,47.72,43.18,True,True,True,BULLISH TREND,False,56.75,NEUTRAL,5,"Why Is Verizon (VZ) Up 2.7% Since Last Earnings Report? | T-Mobile Joins Rivals On Satellite Venture With Shares Below Targets | As “Trumpflation” Threatens the AI-driven Bull Market, a Sub-$50 Ultra-Safe Income Gem Stands Ready",11.86,9.22,19608500224.0,192.045,17.2,12.46,53.64,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,143.3,20833736704,5.8,-13.4,45.64,49.38,62.08,117.39,93.8,True,True,True,BULLISH TREND,False,48.97,NEUTRAL,5,How The Akamai Technologies (AKAM) Story Is Shifting With AI Deals And Margin Debate | Anthropic set to close $30 billion funding at over $900 billion valuation | Anthropic to Close Over $30 Billion Round as Soon as Next Week,48.41,19.93,700723392.0,119.534,9.17,10.2,53.62,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,85.635,121892560896,12.0,-16.4,-17.44,-13.03,26.55,99.15,113.54,False,False,False,NO CLEAR ENTRY,False,68.61,POSITIVE,5,PDD Holdings shares slide after revenue and profit miss | Top Midday Stories: White House Refutes Iran Report of Interim Peace Deal; Zscaler Shares Plunge After Fiscal Q4 Revenue Guidance Misses Estimates | Why Temu Parent PDD Stock Is Falling So Sharply After Earnings,8.82,6.05,85629034496.0,1.301,26.93,22.66,53.54,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,50.645,24383727616,10.2,1.3,-16.54,-9.21,30.04,53.98,57.43,False,False,False,NO CLEAR ENTRY,False,63.17,POSITIVE,5,"Booz Allen's Q4 Earnings Surpass Estimates, Revenues Fall Short | Why Is Rollins (ROL) Down 7% Since Last Earnings Report? | Assessing Rollins (ROL) Valuation After Strong Q1 2026 Results And Analyst Upgrades",46.46,36.23,521446112.0,77.235,38.67,13.77,53.45,IGNORE
ADSK,https://www.tradingview.com/chart/?symbol=ADSK,"Autodesk, Inc.",Technology,238.94,50451046400,19.4,6.3,-2.82,1.66,45.8,239.39,275.45,False,False,False,NO CLEAR ENTRY,False,62.34,POSITIVE,5,"Autodesk expected to deliver first quarter earnings beat, in-line outlook | Autodesk to Report Q1 Earnings: What's in the Cards for the Stock? | Autodesk's International Expansion Accelerates: Is Growth Durable?",45.6,16.93,2787000064.0,89.787,39.67,15.6,53.39,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,381.9,74714660864,20.5,,47.49,18.78,59.17,315.3,200.64,True,True,True,BULLISH TREND,False,67.89,POSITIVE,5,AXT vs. Coherent: Which Photonics Chip Supplier Is the Better Buy? | Ciena vs. Coherent: Which Optical Networking Stock is the Better Bet? | 5 Stocks Winning the AI Race While Everyone Watches NVIDIA,181.86,47.17,-197631744.0,31.093,4.72,7.1,53.38,IGNORE
WYNN,https://www.tradingview.com/chart/?symbol=WYNN,"Wynn Resorts, Limited",Consumer Cyclical,100.77,10458588160,9.2,50.9,-6.61,-4.24,35.04,102.13,114.2,False,False,False,NO CLEAR ENTRY,False,54.22,NEUTRAL,5,"Authentic Brands Group reshuffles leadership, hints at IPO | A Look At Wynn Resorts (WYNN) Valuation After Macro Tailwinds And Progress In Las Vegas Macau And UAE | MasterCraft, American Outdoor Brands, and Wynn Resorts Stocks Trade Up, What You Need To Know",28.87,18.51,356894624.0,,,5.14,53.24,IGNORE
LNT,https://www.tradingview.com/chart/?symbol=LNT,Alliant Energy Corporation,Utilities,73.71,19037599744,5.0,4.9,2.66,2.54,58.91,71.84,67.44,True,True,True,BULLISH TREND,False,65.46,POSITIVE,5,CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Alliant Energy Stock: Analyst Estimates & Ratings | We Think You Should Be Aware Of Some Concerning Factors In Alliant Energy's (NASDAQ:LNT) Earnings,23.18,20.0,-1202625024.0,159.526,11.31,18.58,53.14,IGNORE
IQV,https://www.tradingview.com/chart/?symbol=IQV,IQVIA Holdings Inc.,Healthcare,165.035,27544342528,8.4,15.0,-7.7,0.73,32.74,169.3,195.94,False,False,False,NO CLEAR ENTRY,False,54.73,NEUTRAL,5,What Makes IQVIA Holdings (IQV) an Investment Bet? | Veeva Systems' AI & Vault CRM Strength Signal More Upside Ahead | Are Wall Street Analysts Predicting IQVIA Holdings Stock Will Climb or Sink?,20.5,11.63,2156750080.0,255.426,22.49,8.33,52.93,IGNORE
CDW,https://www.tradingview.com/chart/?symbol=CDW,CDW Corporation,Technology,115.54,14760633344,9.2,7.7,-5.23,-12.68,60.72,120.75,137.55,False,False,False,NO CLEAR ENTRY,False,57.42,NEUTRAL,5,"Assessing CDW (CDW) Valuation After Q1 Beat And Improving Macro Tailwinds | CDW Corporation Stock: Is Wall Street Bullish or Bearish? | CDW, CTS, and ScanSource Shares Are Soaring, What You Need To Know",14.07,10.1,884099968.0,240.522,44.16,4.7,52.89,IGNORE
OXY,https://www.tradingview.com/chart/?symbol=OXY,Occidental Petroleum Corporation,Energy,57.7124,57402753024,-8.3,315.6,9.24,0.77,59.65,58.89,48.02,False,True,True,NO CLEAR ENTRY,False,71.47,POSITIVE,5,"Should Value Investors Buy Occidental Petroleum (OXY) Stock? | S&P 500, Nasdaq Rally, Middle East Peace Optimism Drive US Equity Futures Higher Pre-Bell | Stocks Finish Mostly Higher on Iran Peace Progress",77.99,15.55,3033374976.0,41.989,4.05,22.42,52.67,IGNORE
KHC,https://www.tradingview.com/chart/?symbol=KHC,The Kraft Heinz Company,Consumer Defensive,24.415,28950763520,0.8,13.6,0.87,11.38,66.63,22.66,23.96,True,True,False,BULLISH TREND,False,49.06,NEUTRAL,5,JELL O Simply Launch Puts Kraft Heinz Valuation And Debt In Focus | Walmart Flags Higher Fuel Costs Eroding Retailer’s Earnings | Kraft Heinz launches Jell-O line without artificial dyes,,11.58,3212250112.0,50.258,-12.58,-23.05,52.67,IGNORE
NOW,https://www.tradingview.com/chart/?symbol=NOW,"ServiceNow, Inc.",Technology,103.035,106250510336,22.1,2.3,-4.62,13.9,66.44,97.6,142.02,True,False,False,NO CLEAR ENTRY,False,52.54,NEUTRAL,5,"Here is What to Know Beyond Why ServiceNow, Inc. (NOW) is a Trending Stock | Mutual funds still hate battered software stocks: By the numbers | Forget ServiceNow: 2 High-Growth Software Bargains to Buy on the Dip With Safer AI Exposure",61.32,20.5,5108125184.0,20.728,16.07,12.59,52.6,IGNORE
FOXA,https://www.tradingview.com/chart/?symbol=FOXA,Fox Corporation,Communication Services,65.6451,27583172608,-8.6,-49.3,17.09,2.8,62.41,62.31,63.22,True,True,False,BULLISH TREND,False,73.07,POSITIVE,5,Stronger Q3 Beat And Institutional Support Might Change The Case For Investing In Fox (FOXA) | Fox Corporation (FOXA) Slid in Q1 Following a Strong Performance | What Are Wall Street Analysts' Target Price for Fox Corporation Stock?,17.28,11.55,1406499968.0,67.867,15.2,10.56,52.4,IGNORE
TRGP,https://www.tradingview.com/chart/?symbol=TRGP,Targa Resources Corp.,Energy,267.11,57333530624,-10.2,142.9,13.85,11.26,65.33,249.56,197.31,True,True,True,BULLISH TREND,False,60.64,POSITIVE,5,AI Energy Infrastructure Stocks Near Buy Points: 'Pep In The Step' | Here's Why Targa Resources (NYSE:TRGP) Has Caught The Eye Of Investors | S&P 500 Ekes Out Seventh Consecutive Weekly Gain as Energy Leads,27.26,22.35,-318550016.0,585.249,74.1,12.87,52.35,IGNORE
TRI,https://www.tradingview.com/chart/?symbol=TRI,Thomson Reuters Corporation,Industrials,84.145,36732559360,9.8,5.6,-10.7,-3.31,39.75,88.22,121.72,False,False,False,NO CLEAR ENTRY,False,52.06,NEUTRAL,5,Thomson Reuters (TRI) and Sterne Kessler Launch AI Patent Tool | Thomson Reuters' (TSE:TRI) Problems Go Beyond Weak Profit | Anthropic Expands Push Into Legal Industry With New AI Tools,24.25,16.63,1677874944.0,22.85,12.73,19.93,52.26,IGNORE
DECK,https://www.tradingview.com/chart/?symbol=DECK,Deckers Outdoor Corporation,Consumer Cyclical,114.065,15841457152,9.6,-4.8,-2.73,6.83,65.09,102.67,103.06,True,True,False,BULLISH TREND,False,59.1,NEUTRAL,5,"Crocs, Wolverine Worldwide, and Deckers Stocks Trade Up, What You Need To Know | BofA makes blunt call on HOKA-parent Deckers stock price after earnings | Up 1,000% the Past Decade, Is Deckers Outdoor Stock Still a Buy as Ugg and Hoka Sales Remain Strong?",16.25,13.72,858725120.0,15.01,40.86,18.71,52.13,IGNORE
POOL,https://www.tradingview.com/chart/?symbol=POOL,Pool Corporation,Industrials,184.74,6732480512,6.2,2.1,-17.59,-17.38,47.46,201.83,248.49,False,False,False,NO CLEAR ENTRY,False,56.25,NEUTRAL,5,"Pool Corporation Stock: Is Wall Street Bullish or Bearish? | Berkshire Sells Visa, Domino's, and Pool Corp: Should You Follow? | Is Pool Corp (POOL) Now Attractive After A 42% One Year Share Price Fall?",16.96,15.35,224066624.0,140.423,34.24,7.58,52.1,IGNORE
CTAS,https://www.tradingview.com/chart/?symbol=CTAS,Cintas Corporation,Industrials,170.78,68335378432,8.9,9.7,-14.86,-1.61,53.49,173.01,188.9,False,False,False,NO CLEAR ENTRY,False,60.6,POSITIVE,5,What Are Wall Street Analysts' Target Price for Cintas Corporation Stock? | 3 Market-Beating Stocks on Our Buy List | VFC vs. CTAS: Which Stock Should Value Investors Buy Now?,36.03,31.47,1508147456.0,60.943,41.3,17.57,52.0,IGNORE
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,48.505,60431364096,5.2,25.3,-0.59,-4.32,37.69,47.85,46.65,True,True,True,BULLISH TREND,False,50.17,NEUTRAL,5,"Top Wall Street Names See NVIDIA Stock at $330, But Buyers Just Walked Out | Here’s What the Street is Saying About Eli Lilly and Company (LLY) | Barclays Cuts PT on Stryker Corporation (SYK), Calls Q1 Results Mixed",12.01,9.46,,,8.58,29.62,51.96,IGNORE
CHD,https://www.tradingview.com/chart/?symbol=CHD,"Church & Dwight Co., Inc.",Consumer Defensive,98.4,23315251200,0.2,2.2,-5.85,3.48,61.24,94.55,91.13,True,True,True,BULLISH TREND,False,67.54,POSITIVE,5,"PG vs. CHD: Which Consumer Staples Giant Has the Stronger Growth Edge? | Could Investing $1,000 in CENTA Make You Richer? | 1 Unpopular Stock That Deserves a Second Chance and 2 We Turn Down",32.37,24.54,1128824960.0,56.794,16.78,11.81,51.85,IGNORE
FTV,https://www.tradingview.com/chart/?symbol=FTV,Fortive Corporation,Technology,59.925,18268796928,7.7,-12.4,1.34,-3.36,46.24,58.62,53.95,True,True,True,BULLISH TREND,False,57.36,NEUTRAL,5,Winners And Losers Of Q1: Fortive (NYSE:FTV) Vs The Rest Of The Professional Tools and Equipment Stocks | Is Fortive (FTV) Still Attractively Priced After Recent Share Price Pullback? | 3 Profitable Stocks We’re Skeptical Of,35.25,18.63,953612480.0,58.806,6.81,12.84,51.79,IGNORE
TT,https://www.tradingview.com/chart/?symbol=TT,Trane Technologies plc,Industrials,461.07,101922045952,6.0,-2.1,-0.03,-5.11,37.76,456.23,426.94,True,True,True,BUY THE DIP,False,66.53,POSITIVE,5,Here's Why FactSet Stock Is a Compelling Pick for You Right Now | A Look At Trane Technologies (TT) Valuation After Recent Share Price Cooling | Is Trane Technologies (TT) The Best Under-The-Radar AI Stock?,35.2,27.08,2662362624.0,53.597,36.63,13.41,51.67,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,44.745,51590533120,-0.8,-75.3,3.33,-7.17,41.44,48.2,39.55,False,True,True,BUY THE DIP,False,67.46,POSITIVE,5,"SM Energy's Strong Permian Footprint Signals Solid Growth Prospects | Mizuho sees opportunity in U.S. oil & gas as Iran crisis reshapes outlook | DVN Stock Falls Premarket, But This Analyst Sees 37% Upside Amid Bullish Oil Backdrop",12.46,8.35,1600499968.0,56.404,15.18,14.17,51.65,IGNORE
CPT,https://www.tradingview.com/chart/?symbol=CPT,Camden Property Trust,Real Estate,108.95,10795919360,-0.5,12.1,1.66,7.23,67.28,102.22,103.74,True,True,False,BULLISH TREND,False,61.69,POSITIVE,5,Morgan Stanley Maintains Equal Weight Rating on Camden (CPT) | This REIT Yielding 16% Just Landed a New $5 Million Bet From EMG Holdings | KB Home Stock Is Down 15%. So Why Did One Investor Buy Up $4 Million in Shares Last Quarter?,30.43,89.06,688079616.0,104.147,9.06,24.49,51.59,IGNORE
NI,https://www.tradingview.com/chart/?symbol=NI,NiSource Inc.,Utilities,47.55,22797334528,8.2,6.0,1.16,-0.77,50.36,47.06,43.68,True,True,True,BULLISH TREND,False,61.47,POSITIVE,5,Is NiSource (NI) Pricing Look Stretched After 27.5% One Year Share Price Rise? | Will Strong Q1 Results and New Debt Financing Shift NiSource's (NI) Regulated Infrastructure Narrative? | ENGIY or NI: Which Is the Better Value Stock Right Now?,23.66,21.21,-1562412544.0,140.908,9.11,14.1,51.57,IGNORE
ULTA,https://www.tradingview.com/chart/?symbol=ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,514.36,22496372736,11.8,-5.4,-24.89,-4.69,40.16,526.06,567.28,False,False,False,NO CLEAR ENTRY,False,77.75,POSITIVE,5,Five Below (FIVE) Reports Next Week: Wall Street Expects Earnings Growth | Ulta Beauty (ULTA) Reports Next Week: Wall Street Expects Earnings Growth | Ulta Beauty Stock: Is Wall Street Bullish or Bearish?,20.05,16.23,900096128.0,77.835,43.59,9.31,51.57,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,112.88,59407187968,-8.9,19.7,-10.2,-10.98,41.78,117.26,109.47,False,True,True,BUY THE DIP,False,54.02,NEUTRAL,5,"Copart Q3 Earnings Beat Estimates on Higher ASPs, Mix Shift | Heavy Transportation Equipment Stocks Q1 In Review: PACCAR (NASDAQ:PCAR) Vs Peers | Westport's Q1 Earnings Beat Estimates on Cespira HPDI Demand Strength",24.02,16.66,1485162496.0,76.163,13.11,8.91,51.57,IGNORE
RCL,https://www.tradingview.com/chart/?symbol=RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,274.75,73686573056,11.3,28.9,-11.17,6.13,43.18,269.0,292.04,True,False,False,NO CLEAR ENTRY,False,60.69,POSITIVE,5,Cruise stocks surge as oil slides 3% on U.S.-Iran deal hopes | United and Other Airline Stocks Are Flying. There Are More Gains to Come. | How RCL's Digital Booking Strategy Is Reshaping Cruise Economics,16.77,13.73,-194875008.0,217.312,49.58,24.36,51.56,IGNORE
PNR,https://www.tradingview.com/chart/?symbol=PNR,Pentair plc,Industrials,72.08,11648527360,2.6,13.0,-27.11,-21.88,27.56,83.3,99.19,False,False,False,NO CLEAR ENTRY,False,53.57,NEUTRAL,5,A Look At Pentair (PNR) Valuation After Recent Share Price Weakness | Pentair Stock Outlook: Is Wall Street Bullish or Bearish? | Pentair plc (PNR) Reports Quarterly Cash Dividend of $0.27,18.11,12.4,574212480.0,54.634,17.61,15.97,51.34,IGNORE
AVY,https://www.tradingview.com/chart/?symbol=AVY,Avery Dennison Corporation,Consumer Cyclical,160.32,12262938624,7.0,4.3,-17.95,-2.82,34.47,165.51,172.88,False,False,False,NO CLEAR ENTRY,False,46.47,NEUTRAL,5,Are Wall Street Analysts Predicting Avery Dennison Stock Will Climb or Sink? | What Avery Dennison (AVY)'s RFID Sorting Breakthrough Means For Shareholders | Weak Demand Weighs on 3M's Consumer Unit: What Lies Ahead?,18.05,14.36,809049984.0,164.751,30.86,7.66,51.32,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,159.0,10645350400,-1.5,17.3,1.15,6.87,57.46,153.58,207.45,True,False,False,NO CLEAR ENTRY,False,61.73,POSITIVE,5,The Asymmetric AI Winner: Cybersecurity ETFs Gaining From Cloud Buildout | 2 Services Stocks to Consider Right Now and 1 We Turn Down | Gartner (IT) Valuation Check After Q1 Earnings Beat And AI Growth Focus,15.71,10.37,1064192896.0,5293.41,94.88,11.44,51.24,IGNORE
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,339.45,183203987456,5.8,4.4,-11.89,0.54,62.07,340.55,323.13,False,True,True,NO CLEAR ENTRY,False,64.3,POSITIVE,5,"Novo Nordisk vs. Amgen: Which Pharma Stock Is the Better Buy? | Top Stock Reports for RTX, Wells Fargo & Amgen | Dow Gives Back Early Gains. Healthcare Stocks Are a Drag.",23.61,14.46,7436624896.0,623.754,101.32,20.96,51.24,IGNORE
JPM,https://www.tradingview.com/chart/?symbol=JPM,JPMorgan Chase & Co.,Financial Services,296.78,795225358336,12.7,17.2,-0.67,-4.77,33.76,301.95,303.44,False,False,False,NO CLEAR ENTRY,False,50.89,NEUTRAL,5,JPMorgan lifts FedEx to Overweight ahead of freight spin-off | Warner Bros. Set to Price $15 Billion Loan Deal Amid High Demand | Jamie Dimon Says JPMorgan Is Hunting For Its Next Big Deal — And It Could Spend Up To $20B,14.21,12.6,,,16.47,33.94,51.07,IGNORE
WAT,https://www.tradingview.com/chart/?symbol=WAT,Waters Corporation,Healthcare,341.17,33498068992,91.4,,6.82,13.8,43.02,319.61,339.02,True,True,False,BULLISH TREND,False,53.63,NEUTRAL,5,Are Wall Street Analysts Bullish on Waters Corporation Stock? | Waters' (NYSE:WAT) Anemic Earnings Might Be Worse Than You Think | The 5 Most Interesting Analyst Questions From Waters Corporation’s Q1 Earnings Call,43.41,20.78,-502370624.0,36.634,5.21,11.93,50.99,IGNORE
PKG,https://www.tradingview.com/chart/?symbol=PKG,Packaging Corporation of America,Consumer Cyclical,217.0699,19340634112,10.6,-15.5,-5.94,2.13,39.5,213.05,211.04,True,True,True,BULLISH TREND,False,56.43,NEUTRAL,5,3 Unpopular Stocks Walking a Fine Line | Packaging Corporation of America Stock: Is Wall Street Bullish or Bearish? | 1 Profitable Stock to Consider Right Now and 2 We Turn Down,26.34,17.75,391424992.0,95.185,16.31,8.04,50.96,IGNORE
RVTY,https://www.tradingview.com/chart/?symbol=RVTY,"Revvity, Inc.",Healthcare,96.2,10732050432,7.0,3.5,-2.07,10.83,42.29,91.01,94.54,True,True,False,BULLISH TREND,False,53.05,NEUTRAL,5,Revvity Stock: Analyst Estimates & Ratings | Revvity's (NYSE:RVTY) Conservative Accounting Might Explain Soft Earnings | The Top 5 Analyst Questions From Revvity’s Q1 Earnings Call,46.25,16.56,508969248.0,46.642,3.23,8.26,50.94,IGNORE
UBER,https://www.tradingview.com/chart/?symbol=UBER,"Uber Technologies, Inc.",Technology,70.71,143937208320,14.5,-84.6,-6.25,-7.29,18.15,74.07,83.89,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,Dwelly in Talks to Raise $200 Million for AI Property Management | JSW and Uber partner to accelerate EV adoption in India | Uber's $10 Billion Robotaxi Bet Is Turning Lucid Into A Dilution Machine,17.55,16.29,6536625152.0,48.113,35.31,15.91,50.6,IGNORE
ON,https://www.tradingview.com/chart/?symbol=ON,ON Semiconductor Corporation,Technology,123.57,48044412928,4.7,,85.88,26.04,63.26,86.49,62.84,True,True,True,BULLISH TREND,False,57.43,NEUTRAL,5,"Ferrari Red — Heard on the Street Tuesday Recap | Ferrari Red—Heard on the Street Recap | Nasdaq, S&P 500 Log New Peaks as Micron Drives Tech Rally",90.86,29.07,1282174976.0,44.337,7.49,9.46,50.54,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,160.48,54111039488,43.4,,-7.55,-3.62,51.71,154.65,173.35,True,False,False,NO CLEAR ENTRY,False,57.1,NEUTRAL,5,"Here is What to Know Beyond Why Vistra Corp. (VST) is a Trending Stock | 3 Brilliant Energy Stocks to Buy Now and Hold for the Long Term | Stock Market News for May 26, 2026",26.88,14.65,476875008.0,355.187,42.9,11.53,50.47,IGNORE
