Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GOOG,https://www.tradingview.com/chart/?symbol=GOOG,Alphabet Inc.,Communication Services,368.19,4492865568768,21.8,82.0,21.02,-6.33,39.5,362.16,308.71,True,True,True,HIGH CONVICTION DIP BUY,True,61.56,POSITIVE,5,"SpaceX rockets past Amazon, eyes Microsoft in sprint toward $3 trillion | Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Elon Musk could lose nearly $1 trillion and still be the world's richest person",28.08,25.43,27921750016.0,20.026,38.88,37.92,93.62,BUY SIGNAL
COR,https://www.tradingview.com/chart/?symbol=COR,"Cencora, Inc.",Healthcare,280.5,54574374912,3.8,128.3,-18.72,7.67,64.61,288.09,323.91,False,False,False,NO CLEAR ENTRY,False,52.46,NEUTRAL,5,Cardinal Health Stock: Is CAH Outperforming the Healthcare Sector? | Assessing Cencora (COR) Valuation After Kite CAR T Distribution Deal And Upcoming CFO Transition | Cencora Kite Deal Highlights CAR T Growth And Undervalued Share Price Potential,21.48,14.18,-318246112.0,420.985,107.13,0.78,45.3,IGNORE
SW,https://www.tradingview.com/chart/?symbol=SW,Smurfit Westrock Plc,Consumer Cyclical,44.5,23338651648,0.7,-83.6,14.18,12.46,69.04,40.27,40.41,True,True,False,BULLISH TREND,False,59.33,NEUTRAL,5,"Company News for Jun 15, 2026 | Assessing Smurfit Westrock (SW) Valuation After Recent Mixed Share Performance | Is Smurfit Westrock (SW) One of the Best Stocks to Buy from Billionaire George Soros’ Stock Portfolio?",61.81,14.01,1360249984.0,78.831,2.11,1.22,45.25,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,229.33,53710430208,11.0,-19.5,5.65,17.98,84.13,203.08,195.56,True,True,True,WATCH - OVERBOUGHT,False,46.6,NEUTRAL,5,Here's Why You Should Retain BDX Stock in Your Portfolio Now | Cardinal Health Stock: Is CAH Outperforming the Healthcare Sector? | Here's Why You Should Hold Stryker Stock in Your Portfolio for Now,35.07,19.12,4849999872.0,,,0.62,45.23,IGNORE
GEHC,https://www.tradingview.com/chart/?symbol=GEHC,GE HealthCare Technologies Inc.,Healthcare,64.08,29149466624,7.4,-30.9,-11.17,5.46,50.88,65.83,74.71,False,False,False,NO CLEAR ENTRY,False,67.2,POSITIVE,5,Will FDA-Cleared AI Contouring and Adaptive Theranostics Shift GE HealthCare Technologies' (GEHC) Innovation Narrative? | GEHC Expands Carilion Tie to Enhance Patient Care Across Virginia | Is GE HealthCare Stock Underperforming the S&P 500?,15.37,11.95,1483624960.0,97.055,19.46,9.1,45.23,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,183.435,129822826496,3.7,9.8,-3.95,11.48,61.4,180.45,204.14,True,False,False,NO CLEAR ENTRY,False,56.15,NEUTRAL,5,Danaher’s Cepheid Ebola Tests Highlight Diagnostics Role In Global Crises | Danaher Corporation’s (DHR) Recovery Fell Short of Investor Expectations | 3 of Wall Street’s Favorite Stocks with Questionable Fundamentals,35.55,19.83,4568500224.0,37.17,7.08,14.89,45.14,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,135.62,11654621184,9.7,-7.0,-6.63,8.36,64.46,135.22,156.15,True,False,False,NO CLEAR ENTRY,False,67.19,POSITIVE,5,Allegion (ALLE) Stock And The Value Question After New Access Control Launches | Stocks Settle Sharply Higher on Middle East Peace Hopes | Stocks Supported by a Rebound in Chipmakers and AI Stocks,18.55,14.21,494362496.0,105.863,34.18,15.24,44.98,IGNORE
AEE,https://www.tradingview.com/chart/?symbol=AEE,Ameren Corporation,Utilities,110.465,30571366400,3.7,19.6,-1.43,4.59,50.33,109.41,104.21,True,True,True,BULLISH TREND,False,59.59,NEUTRAL,5,LNT vs. AEE: Which Electric Utility Stock Offers Better Growth in 2026? | How The Ameren (AEE) Story Is Shifting With Data Center Growth And Mixed Analyst Views | Why Is Ameren (AEE) Down 3.1% Since Last Earnings Report?,19.87,19.02,-1869374976.0,155.674,11.75,17.83,44.87,IGNORE
INTC,https://www.tradingview.com/chart/?symbol=INTC,Intel Corporation,Technology,120.0,603094843392,7.2,,162.23,3.51,47.5,97.08,53.98,True,True,True,BULLISH TREND,False,49.77,NEUTRAL,5,"Trending: Robinhood cuts 10% of workforce, Yum Brands sells Pizza Hut, Qualcomm's AI deal | 1 No-Brainer S&P 500 ETF to Buy Right Now for Less Than $500 | Why Eos Energy Stock Is Soaring Today",,77.84,-8301250048.0,36.028,-2.91,-5.9,44.78,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,185.715,201116909568,10.6,-12.0,-13.02,-0.71,43.49,189.85,206.06,False,False,False,NO CLEAR ENTRY,False,50.23,NEUTRAL,5,"Verizon targets wireless customers with new simpler plans, drops some fees | T-Mobile warns customers that a key service will double in price | T-Mobile Bets On AI And Global Talent As Valuation Discount Persists",19.75,13.3,11147374592.0,218.569,18.02,11.65,44.62,IGNORE
MMM,https://www.tradingview.com/chart/?symbol=MMM,3M Company,Industrials,162.075,84533010432,1.3,-39.7,8.65,12.26,70.54,149.14,156.25,True,True,False,WATCH - OVERBOUGHT,False,65.62,POSITIVE,5,"Do Options Traders Know Something About 3M Stock We Don't? | 3 Dow Jones Stocks We Find Risky | Datadog upgraded, Accenture downgraded: Wall Street's top analyst calls",31.23,17.12,2322374912.0,396.497,71.46,11.14,44.55,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,117.03,13289214976,4.3,-35.0,-26.82,-3.33,37.16,136.88,168.74,False,False,False,NO CLEAR ENTRY,False,46.38,NEUTRAL,5,Why I’m Buying Nike After Warning About Its Relevance Problem | Lululemon enters Romania as EMEA expansion gathers pace | Is Birkenstock Holding plc (BIRK) A Good Stock To Buy Now?,9.48,10.13,1133960960.0,44.264,32.03,13.03,44.51,IGNORE
IR,https://www.tradingview.com/chart/?symbol=IR,Ingersoll Rand Inc.,Industrials,79.2399,31009490944,7.6,6.5,-5.43,12.64,71.12,76.93,81.41,True,False,False,WATCH - OVERBOUGHT,False,60.41,POSITIVE,5,Is Ingersoll Rand Inc. (IR) A Good Stock To Buy Now? | How Is Ingersoll Rand's Stock Performance Compared to Other Industrial Stocks | A Weaker Dollar Could Put These 3 Industrial Stocks Back in Focus,53.54,20.61,1035425024.0,48.353,5.72,7.54,44.33,IGNORE
ALNY,https://www.tradingview.com/chart/?symbol=ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,280.12,37399543808,96.4,,-12.16,-4.54,40.46,303.08,376.87,False,False,False,NO CLEAR ENTRY,False,49.12,NEUTRAL,5,"Alnylam Taps Generative AI And Nordic Expansion As Market Lags Targets | Can Alnylam Rely on Amvuttra to Sustain Its Rapid Sales Momentum? | Alnylam Pharmaceuticals Unveils 2030 Targets, Betting on AMVUTTRA and Pipeline Readouts",70.56,20.35,204714128.0,276.203,90.36,12.55,44.33,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,81.0896,104109711360,9.9,17.1,-7.35,5.35,59.84,80.6,91.19,True,False,False,NO CLEAR ENTRY,False,56.37,NEUTRAL,5,"Is the Options Market Predicting a Spike in Medtronic Stock? | 3 Dividend Stocks to Hold for the Long Haul | Truist Maintains Hold on Medtronic (MDT), Seeks Stronger EPS Growth",21.74,12.66,,57.06,9.93,13.2,44.31,IGNORE
MRK,https://www.tradingview.com/chart/?symbol=MRK,"Merck & Co., Inc.",Healthcare,115.08,284227403776,4.9,,0.41,4.06,46.66,,,False,False,False,NO CLEAR ENTRY,False,65.92,POSITIVE,5,"Health Care Roundup: Market Talk | AstraZeneca Stock Down 7% in 3 Months: Should You Buy, Sell or Hold? | 3 Dividend Stocks to Hold for the Long Haul",32.42,12.03,14049250304.0,106.936,18.94,13.59,44.17,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,147.525,32557869056,3.8,-10.6,6.9,8.93,66.33,,,False,False,False,NO CLEAR ENTRY,False,71.0,POSITIVE,5,"Extra Space Storage to Benefit From Better-Than-Expected Fundamentals, BofA Says | Palantir upgraded, Rocket Companies downgraded: Wall Street's top analyst calls | Here Are Tuesday’s Best Wall Street Analyst Research Calls: Dynatrace, Emerson Electric, Exxon Mobil, Flutter Entertainment, Genuine Parts, nVent Electric, Palantir Technologies, Roku, and More",33.23,30.78,1340995200.0,98.092,6.83,27.14,44.08,IGNORE
COF,https://www.tradingview.com/chart/?symbol=COF,Capital One Financial Corporation,Financial Services,199.38,124072738816,46.3,-3.2,10.77,6.98,60.21,189.41,208.34,True,False,False,NO CLEAR ENTRY,False,56.57,NEUTRAL,5,Why Are Capital One (COF) Shares Soaring Today | Capital One Reshapes Card Business With Discover Integration And Policy Shifts | Analysts Maintain Positive Outlook on Capital One Financial (COF) Amidst 25% Drop YTD,61.35,8.21,,,3.26,8.88,43.98,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,36.49,27453265920,10.8,7.3,-5.05,2.8,56.63,36.74,36.01,False,True,True,NO CLEAR ENTRY,False,62.53,POSITIVE,5,Is PPL Corporation Stock Underperforming the Nasdaq? | PPL (PPL) Outperforms Broader Market: What You Need to Know | Will Rate Hike Approval Support PPL's Investment and Growth Strategy?,22.39,17.24,-1615124992.0,135.116,8.32,13.09,43.85,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,208.015,63998746624,2.6,7.5,-6.93,-0.15,53.37,207.95,215.47,True,False,False,NO CLEAR ENTRY,False,48.6,NEUTRAL,5,"64-Year-Old Tech Exec Holds $1.6 Million in One Stock. The Wrong Move Could Cost $400,000. | ABM Stock Price Increases 11% Since Reporting Q2 Earnings Miss | Is Republic Services, Inc. (RSG) A Good Stock To Buy Now?",29.84,25.8,1808875008.0,117.578,18.35,12.99,43.79,IGNORE
LOW,https://www.tradingview.com/chart/?symbol=LOW,"Lowe's Companies, Inc.",Consumer Cyclical,223.415,125335814144,10.3,-0.7,-7.28,-0.09,63.31,228.1,244.36,False,False,False,NO CLEAR ENTRY,False,55.66,NEUTRAL,5,Amcor names new leadership for flexible packaging and investor relations | Is the Options Market Predicting a Spike in Lowe's Stock? | Home Depot's FY26 Earnings Outlook: Signs of a Turnaround?,18.9,16.58,4816124928.0,,,7.51,43.55,IGNORE
XYZ,https://www.tradingview.com/chart/?symbol=XYZ,"Block, Inc.",Technology,75.68,45043298304,4.9,,26.45,7.56,57.37,70.1,67.35,True,True,True,BULLISH TREND,False,46.2,NEUTRAL,5,Nu Holdings' Massive Brazil Opportunity Continues to Fuel Growth | Block Expands Square Banking With 3.5% APY Savings for Sellers | The AI layoff wave is becoming a powder keg,59.12,15.2,-794561728.0,37.514,3.74,3.3,43.4,IGNORE
KDP,https://www.tradingview.com/chart/?symbol=KDP,Keurig Dr Pepper Inc.,Consumer Defensive,32.085,43653550080,9.4,-47.7,17.49,10.26,77.58,28.73,27.62,True,True,True,WATCH - OVERBOUGHT,False,65.76,POSITIVE,5,"Coca-Cola vs. Keurig: Which Beverage Stock Should Investors Choose? | Is Keurig Dr Pepper Inc. (KDP) A Good Stock To Buy Now? | AMD upgraded, Adobe downgraded: Wall Street's top analyst calls",23.77,12.71,-16345499648.0,85.985,6.31,10.81,43.36,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,166.89,80406683648,7.6,-15.4,-3.46,4.29,58.29,167.35,180.01,False,False,False,NO CLEAR ENTRY,False,53.89,NEUTRAL,5,"Here's Why Investors Should Stay Neutral on Marsh Stock for Now | Exchange-Traded Funds Lower, Equity Futures Mixed Pre-Bell Thursday as Investors Weigh Economic Data | 2 Large-Cap Stocks to Research Further and 1 We Turn Down",20.89,14.75,4965374976.0,151.634,27.57,14.26,43.16,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,26.095,148726988800,5.4,-10.1,-0.32,1.34,53.67,26.14,25.19,False,True,True,NO CLEAR ENTRY,False,68.11,POSITIVE,5,"Novo Seeks China Approval for Wegovy Pill | The Zacks Analyst Blog Highlights Pfizer, Altria, Newmont, Koil Energy and Stratus Properties | Top Research Reports for Pfizer, Altria & Newmont Corp.",19.92,9.22,12376625152.0,71.602,8.31,11.83,43.05,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,179.375,23502043136,3.9,4.8,-12.15,10.65,69.61,,,False,False,False,NO CLEAR ENTRY,False,75.05,POSITIVE,5,"Verisk Analytics, Inc. (VRSK) Updates Tropical Cyclone Model to Enhance Cyclone Assessment | Stocks Rally on Hopes for a Near-term US-Iran Interim Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Peace Agreement",27.39,20.72,944362496.0,,,29.34,42.9,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,142.25,22287497216,-1.0,8.9,-34.64,-3.89,47.91,171.39,213.58,False,False,False,NO CLEAR ENTRY,False,63.99,POSITIVE,5,"The Fox-Roku Combo: Regulatory, OS, FAST Issues | If You’re Looking for the ‘Next Big Thing’ Before the OpenAI and Anthropic IPOs, Try This Barchart Stock Screener | Charter’s US$7b Fiber Push Targets Growth Opportunity In Underserved Markets",3.85,3.18,2403624960.0,459.525,27.5,9.03,42.67,IGNORE
SYY,https://www.tradingview.com/chart/?symbol=SYY,Sysco Corporation,Consumer Defensive,79.925,38218743808,4.7,-13.5,-4.72,9.41,69.37,74.9,77.61,True,True,False,BULLISH TREND,False,46.08,NEUTRAL,5,Is Sysco Stock Underperforming the Nasdaq? | A Look At Sysco (SYY) Valuation As Cash Flow Strain And Returns On Capital Raise Concerns | Why Is Kraft Heinz (KHC) Down 5% Since Last Earnings Report?,22.2,16.14,1868375040.0,670.44,81.89,2.08,42.59,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,110.51,134633676800,-5.3,-20.2,-8.23,-7.11,39.75,119.76,103.62,False,True,True,BUY THE DIP,False,65.94,POSITIVE,5,Sector Update: Energy Stocks Decline Pre-Bell Tuesday | SCHD Now Concentrates 42 Percent of Your Money in Just 10 Stocks. Here Is Who Should Still Own It | This Top Oil Stock Expects an Unlikely Source to Help It Double Its Free Cash Flow by 2029.,18.73,12.02,5289124864.0,36.143,11.28,12.33,42.58,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,83.55,75334131712,-0.9,-15.8,14.78,7.69,59.92,78.5,73.67,True,True,True,BULLISH TREND,False,49.38,NEUTRAL,5,"GM reveals new Silverado pickup as Ford F-150 sales falter | Trump Invokes Defense Production Act. GM, Lockheed Discuss Partnership. | Gas Prices Pushing Some Car Buyers Away From Pickup Trucks, GM Exec Says",30.49,5.94,22466625536.0,199.048,4.01,1.38,42.2,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,89.78,156379987968,7.8,-19.7,-17.83,5.75,59.51,90.86,113.28,False,False,False,NO CLEAR ENTRY,False,68.82,POSITIVE,5,Abbott's CGM Growth Story Stays Intact Despite Q1 Moderation | Is STERIS Stock Underperforming the Dow? | How Investors May Respond To Abbott (ABT) Dividend And CE Mark For Dual Glucose‑Ketone Sensor,25.15,14.82,6341125120.0,64.773,12.33,13.9,42.16,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,126.0001,20375414784,25.4,,-18.02,-21.76,49.72,141.33,213.08,False,False,False,NO CLEAR ENTRY,False,67.42,POSITIVE,5,This Week In Cloud AI - Enhancing Security Through Zero Trust Visibility Collaboration | Short Sellers May Regret Shorting ZScaler (ZS) As One Analyst Points To 79% Upside | June 2026's Leading Growth Stocks With Strong Insider Ownership,,27.41,1108818560.0,78.939,-3.71,-2.44,42.14,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,114.36,14384825344,3.7,-7.6,-31.46,-7.22,18.0,,,False,False,False,NO CLEAR ENTRY,False,53.54,NEUTRAL,5,"Why Did FISV, FOX, LDOS Stocks Plunge To 52-Week Lows Today? | Why Leidos (LDOS) Shares Are Getting Obliterated Today | Leidos (LDOS) Stock Declines While Market Improves: Some Information for Investors",10.46,8.7,1194749952.0,137.125,30.58,8.15,42.08,IGNORE
REGN,https://www.tradingview.com/chart/?symbol=REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,614.615,64435642368,19.0,-7.2,-18.68,-13.65,42.01,688.66,694.93,False,False,False,NO CLEAR ENTRY,False,36.75,NEGATIVE,5,"Regeneron Broadens Pipeline With Ebola Antibody Trials And Bispecific Cancer Bets | IMRX Begins Dosing in Phase III Pancreatic Cancer Study, Stock Up | Is Regeneron Pharmaceuticals, Inc. (REGN) A Good Stock To Buy Now?",15.01,11.43,3273349888.0,8.612,14.55,29.65,42.04,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,32.32,13198056448,22.5,,-25.91,1.48,48.48,35.1,57.73,False,False,False,NO CLEAR ENTRY,False,46.68,NEUTRAL,5,Why These 2 Hotel Stocks Are Beating Travel Peers | Assessing CoStar Group (CSGP) Valuation After Recent 3 Month Share Price Weakness | How Is CoStar’s Stock Performance Compared to Other Real Estate Stocks?,461.71,17.97,202200000.0,14.526,0.3,0.73,41.88,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,221.03,41037901824,6.1,,6.42,-8.82,50.44,217.95,230.96,True,False,False,NO CLEAR ENTRY,False,57.59,NEUTRAL,5,"Take-Two Interactive (TTWO) Shows Why GTA VI Is an Accelerant, Not the Whole Investment Case | Take-Two Interactive (TTWO) Rises Higher Than Market: Key Facts | Is Take-Two Interactive Software, Inc. (TTWO) A Good Stock To Buy Now?",,21.91,1447787520.0,84.26,-10.56,-4.48,41.36,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,309.365,57633132544,190.0,-6.1,-15.18,0.97,47.68,319.9,313.03,False,False,True,NO CLEAR ENTRY,False,61.32,POSITIVE,5,"Defense Stocks Are in a Bear Market. How a Peace Deal Can Send Them Higher. | Cathie Wood Buys $444 Million in SpaceX, Dumps Tesla and AMD | Can RKLB Stock Survive The SpaceX IPO Gravity Well?",33.55,22.69,,34.574,,10.37,41.31,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,404.22,67098734592,7.4,-13.8,-13.91,1.22,44.71,421.2,423.3,False,False,False,NO CLEAR ENTRY,False,67.06,POSITIVE,5,"Can Motorola's Global Assist Expansion Boost AI-Based Public Safety? | Can Viavi's New TETRA Testing Upgrade Strengthen Its Growth Story? | Stock Market Today, June 12: EchoStar Falls as SpaceX-Linked Rally Meets DISH DBS Payment Risk",32.62,21.83,1815124992.0,374.132,99.29,17.61,41.26,IGNORE
NCLH,https://www.tradingview.com/chart/?symbol=NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,20.51,9416348672,9.6,,3.38,32.15,68.73,18.25,21.06,True,False,False,NO CLEAR ENTRY,False,71.88,POSITIVE,5,"Stocks Rally as US-Iran Peace Deal Sinks Oil and Bond Yields | Stocks Soar on US-Iran Peace Agreement | United, Delta and Southwest Rally as Iran Deal Lifts Travel Stocks",16.54,10.14,-1500744960.0,661.444,29.53,5.66,41.1,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,29.805,15631220736,3.6,-8.1,-38.4,-1.45,51.39,34.77,48.19,False,False,False,NO CLEAR ENTRY,False,59.9,NEUTRAL,5,"Tractor Supply Likely to Report Comparable Sales Decline Amid Housing, Consumer Spending Challenges, Truist Says | If You’re Looking for the ‘Next Big Thing’ Before the OpenAI and Anthropic IPOs, Try This Barchart Stock Screener | Tractor Supply (TSCO) Stock Valuation Check After A Steep Yearlong Decline",14.68,12.94,350726016.0,254.949,45.5,6.91,41.09,IGNORE
DTE,https://www.tradingview.com/chart/?symbol=DTE,DTE Energy Company,Utilities,148.93,30981656576,15.8,-44.4,-0.22,3.57,59.47,145.19,138.59,True,True,True,BULLISH TREND,False,69.13,POSITIVE,5,DTE Energy Emerges as a Top AI Infrastructure Beneficiary | Sector Update: Energy Stocks Fall Late Afternoon | Is DTE Energy Stock Underperforming the Nasdaq?,24.5,17.83,-2188124928.0,218.787,10.42,7.65,40.93,IGNORE
MELI,https://www.tradingview.com/chart/?symbol=MELI,"MercadoLibre, Inc.",Consumer Cyclical,1669.0,84613603328,49.0,-15.6,-3.66,3.83,52.52,1720.41,1986.01,False,False,False,NO CLEAR ENTRY,False,65.0,POSITIVE,5,"Forget Walmart: This E-Commerce and Fintech Giant Is Growing 40% YoY and Is a Better Buy | MercadoLibre (MELI) Stock Trades Up, Here Is Why | 3 Stocks Estimated To Be Up To 46.2% Below Fair Value Offering A 12.2% Discount Opportunity",44.07,28.54,-4104624896.0,169.977,31.26,6.04,40.85,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,23.0801,160368345088,2.9,-11.3,-15.9,-6.37,29.36,25.17,25.77,False,False,False,NO CLEAR ENTRY,False,56.69,NEUTRAL,5,"Verizon targets wireless customers with new simpler plans, drops some fees | AT&T (T) Stock Falls Amid Market Uptick: What Investors Need to Know | World Cup Opens Strong Despite $1,700 Ticket Shock",7.59,9.06,8849000448.0,125.175,18.37,16.94,40.84,IGNORE
HON,https://www.tradingview.com/chart/?symbol=HON,Honeywell International Inc.,Industrials,230.235,145889132544,2.4,-41.9,-1.28,6.33,48.95,221.25,211.1,True,True,True,BULLISH TREND,False,57.64,NEUTRAL,5,"Stock Market Today: Dow Pops On Trump-Iran Deal; Elon Musk's SpaceX Rockets, Tesla Does This | Dow Jones Stocks: Honeywell Aerospace Looms As GE Stock Tries To Break Out | Honeywell Aerospace Spin Gets Final Approval",36.84,20.11,2936875008.0,257.387,24.26,10.89,40.56,IGNORE
MGM,https://www.tradingview.com/chart/?symbol=MGM,MGM Resorts International,Consumer Cyclical,48.165,12323075072,4.2,-5.9,33.87,30.85,75.72,40.54,36.38,True,True,True,WATCH - OVERBOUGHT,False,63.02,POSITIVE,5,"MGM Resorts International (MGM) Stock Could Be 22% Below Fair Value After Its Recent Run | 1 S&P 500 Stock to Target This Week and 2 Facing Challenges | Stifel downgrades Caesars, MGM as takeover upside narrows amid deal uncertainty",65.98,20.73,528360256.0,951.186,13.49,1.03,40.54,IGNORE
BG,https://www.tradingview.com/chart/?symbol=BG,Bunge Global SA,Consumer Defensive,120.89,23454849024,87.8,-76.4,-1.62,-1.25,51.18,124.38,105.72,False,True,True,NO CLEAR ENTRY,False,50.84,NEUTRAL,5,Is Archer-Daniels-Midland Stock Outperforming the S&P 500? | Zacks Industry Outlook Highlights Bunge Global and GrowGeneration | 2 Agriculture - Products Stocks to Watch in a Promising Industry,31.81,11.11,-6827500032.0,93.214,4.93,0.85,40.47,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,33.04,42381529088,7.4,-17.9,-3.05,2.96,53.69,32.74,35.97,True,False,False,NO CLEAR ENTRY,False,55.05,NEUTRAL,5,Gen Z calls it ‘slop’—but they’re fast casual’s most loyal (and demanding) customers | KFC makes key change that’s not on the menu | Chipotle is testing these 5 things to bring back buzz,30.31,24.36,1087909760.0,217.885,49.23,11.96,40.3,IGNORE
BDX,https://www.tradingview.com/chart/?symbol=BDX,"Becton, Dickinson and Company",Healthcare,146.05,40242679808,5.2,,-8.23,1.81,48.52,148.76,152.17,False,False,False,NO CLEAR ENTRY,False,54.4,NEUTRAL,5,"Here's Why You Should Retain BDX Stock in Your Portfolio Now | BofA Trims Becton Dickinson (BDX) Target as Medtech Headwinds Persist | Is Becton, Dickinson and Company (BDX) A Good Stock To Buy Now?",25.49,10.91,4531250176.0,71.599,6.67,5.12,39.75,IGNORE
SJM,https://www.tradingview.com/chart/?symbol=SJM,The J. M. Smucker Company,Consumer Defensive,115.885,12358940672,5.8,,11.6,16.94,74.79,99.36,101.58,True,True,False,WATCH - OVERBOUGHT,False,53.61,NEUTRAL,5,"Beat the Market Like Zacks: FirstCash, Cisco, Bread Financial in Focus | 3 Overrated  Stocks We Think Twice About | Shelf-Stable Food Stocks Q1 Teardown: J. M. Smucker (NYSE:SJM) Vs The Rest",,10.81,1005774976.0,128.609,-2.39,-1.53,39.69,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,169.9499,28368009216,0.6,14.5,-9.0,-5.51,32.57,179.48,173.41,False,False,True,NO CLEAR ENTRY,False,47.51,NEUTRAL,5,Are You Looking for a High-Growth Dividend Stock? | Why Is Atmos (ATO) Down 7.6% Since Last Earnings Report? | Atmos Energy (ATO) Sees Target Cut as Mizuho Cites Lower Utility Valuation Multiples,20.93,18.94,-2210371840.0,64.588,9.6,27.58,39.6,IGNORE
PSX,https://www.tradingview.com/chart/?symbol=PSX,Phillips 66,Energy,171.65,68820492288,6.9,-56.8,-0.34,-1.89,45.53,171.62,149.3,True,True,True,BULLISH TREND,False,60.41,POSITIVE,5,"Oil Prices Fall Below $80. Why That Could Make Exxon a Buy. | Phillips 66 (PSX) Stock Slides as Market Rises: Facts to Know Before You Trade | Oil Prices Slump, Exxon and Valero Stocks Drop on Deal Between the U.S. and Iran",16.96,9.94,-1134499968.0,91.385,14.55,3.07,39.48,IGNORE
GIS,https://www.tradingview.com/chart/?symbol=GIS,"General Mills, Inc.",Consumer Defensive,34.435,18377314304,2.2,-14.5,-10.17,3.94,63.05,34.35,42.19,True,False,False,NO CLEAR ENTRY,False,49.08,NEUTRAL,5,General Mills (GIS) Stock Faces Dividend And Earnings Strain Is The Undervaluation Story Still Intact | General Mills Volume Strains And Pet Reset Put Dividend Under Review | 3 Dividend Stocks Under $50 That Pay You to Wait Out Inflation,8.42,10.96,2263375104.0,217.629,23.59,12.05,39.48,IGNORE
CAG,https://www.tradingview.com/chart/?symbol=CAG,"Conagra Brands, Inc.",Consumer Defensive,13.68,6545020416,-1.9,39.0,-12.51,0.07,61.67,13.86,16.27,False,False,False,NO CLEAR ENTRY,False,44.51,NEUTRAL,5,"The Spill – Campbell’s (CPB): The Only Grower Nobody Wants | 15 of the Highest-Yielding Dividend Stocks in the S&P 500 | Bloom Energy, Astera Labs, Alnylam, Reddit Could Be Among Next Adds to S&P 500",,8.53,654675008.0,89.813,-0.51,-0.39,39.31,IGNORE
HRL,https://www.tradingview.com/chart/?symbol=HRL,Hormel Foods Corporation,Consumer Defensive,24.725,13605777408,-2.9,-5.1,10.52,23.63,88.01,21.64,22.83,True,True,False,WATCH - OVERBOUGHT,False,61.41,POSITIVE,5,Is Hormel Foods Corporation (HRL) A Good Stock To Buy Now? | How Innovation is Strengthening Helen of Troy's Brand Portfolio | What Could Quiet Assumptions Mean For The Hormel Foods (HRL) Investment Narrative,29.09,15.84,471169760.0,4.244,5.83,3.82,38.96,IGNORE
