Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,525.93,181278670848,45.5,482.9,100.67,13.36,63.89,428.89,244.66,True,True,True,BULLISH TREND,False,48.84,NEUTRAL,5,"Up 981%, Is Western Digital Stock Still a Buy? | Seagate, Western Digital Stocks Climb As Analysts Hike Price Targets | SNDK's New Business Model Boosts Profitability: Time to Buy the Stock?",31.44,29.55,2075000064.0,17.81,85.92,55.29,89.11,BUY SIGNAL
AON,https://www.tradingview.com/chart/?symbol=AON,Aon plc,Financial Services,325.22,69459492864,6.5,27.1,-2.03,3.71,48.44,320.66,338.71,True,False,False,NO CLEAR ENTRY,False,53.17,NEUTRAL,5,Assessing Aon (AON) Valuation After Recent Share Price Rebound And NFP Acquisition Impact | Is Aon Stock Underperforming the Nasdaq? | Is Arthur J. Gallagher Stock Underperforming the Dow?,17.84,15.18,3341625088.0,155.05,46.45,22.54,57.45,IGNORE
VTRS,https://www.tradingview.com/chart/?symbol=VTRS,Viatris Inc.,Healthcare,15.865,18475628544,8.1,,12.39,-8.1,41.45,15.13,12.55,True,True,True,HIGH CONVICTION DIP BUY,True,56.12,NEUTRAL,5,"3 Generic Drug Stocks to Watch as New Growth Drivers Emerge | How Is Zoetis’ Stock Performance Compared to Other Healthcare Stocks? | Opus Genetics Touts Retinal Gene Therapy Pipeline, September BEST1 Data Catalyst",,5.93,2238337536.0,99.675,-1.96,-2.04,57.44,IGNORE
SYF,https://www.tradingview.com/chart/?symbol=SYF,Synchrony Financial,Financial Services,70.46,23700645888,6.1,20.1,5.4,-4.78,47.31,72.4,73.76,False,False,False,NO CLEAR ENTRY,False,53.06,NEUTRAL,5,Loop Capital Initiates Coverage of Synchrony Financial (SYF) Stock | This High-Yield Home Improvement Stock Just Hiked Its Dividend by 4.2% | 2 Mid-Cap Stocks on Our Buy List and 1 We Turn Down,7.29,6.72,,,21.78,36.39,57.39,IGNORE
ISRG,https://www.tradingview.com/chart/?symbol=ISRG,"Intuitive Surgical, Inc.",Healthcare,418.26,148132151296,23.0,18.8,-15.26,-7.77,38.17,446.64,493.04,False,False,False,NO CLEAR ENTRY,False,68.43,POSITIVE,5,Can Medtronic Finally Challenge Intuitive Surgical's Robotic Surgical Systems Dominance? | 1 of Wall Street’s Favorite Stocks for Long-Term Investors and 2 Facing Challenges | Is Intuitive Surgical (ISRG) Now Fairly Priced After This Year’s 25% Share Price Slide?,50.82,35.47,2254087424.0,,17.23,28.15,57.32,IGNORE
AXP,https://www.tradingview.com/chart/?symbol=AXP,American Express Company,Financial Services,313.335,213796749312,11.6,17.6,2.93,-1.68,51.22,314.59,335.83,False,False,False,NO CLEAR ENTRY,False,52.96,NEUTRAL,5,These 3 Underperforming Dow Stocks Have 3 Things in Common but Wall Street Remains Bullish | The Dow's Split Personality: Why Some Winners Soar While Others Drag Down the Dow | Greg Abel is Writing Checks for Berkshire Hathaway in a Hurry. You Should Write One for BRK.B Stock.,19.55,15.57,,177.847,34.42,16.3,57.04,IGNORE
AMGN,https://www.tradingview.com/chart/?symbol=AMGN,Amgen Inc.,Healthcare,344.94,186166984704,5.8,4.4,-7.81,5.61,69.17,338.78,325.35,True,True,True,BULLISH TREND,False,74.25,POSITIVE,5,Can MariTide Save Amgen Stock From Its Fading Blockbusters? | Amgen Inc. (AMGN) is Attracting Investor Attention: Here is What You Should Know | Nvidia Takes the Top Spot in the 2026 List of Best Companies for the Future,24.0,14.69,7436624896.0,623.754,101.32,20.96,56.84,IGNORE
PEP,https://www.tradingview.com/chart/?symbol=PEP,"PepsiCo, Inc.",Consumer Defensive,140.355,191856984064,8.5,27.8,-12.19,-9.25,33.55,150.56,147.4,False,False,True,NO CLEAR ENTRY,False,61.82,POSITIVE,5,"CELH and Zero-Sugar Energy Trends to Watch Through 2026 | Is CELH a Buy After Q1 2026 Results and Share Buybacks? | CELH Growth Drivers in 2026: Portfolio, Shelf Gains, and PepsiCo",22.03,15.36,8746250240.0,244.837,43.88,9.15,56.65,IGNORE
NEE,https://www.tradingview.com/chart/?symbol=NEE,"NextEra Energy, Inc.",Utilities,85.02,177318166528,7.3,160.0,-6.92,-8.23,39.45,91.1,84.19,False,True,True,BUY THE DIP,False,66.71,POSITIVE,5,Is Electrification Becoming GE Vernova's Most Valuable Business? | AI Needs Power: 5 Dividend Stocks Quietly Funding the Datacenter Boom | NextEra Energy (NEE) Offers Potential Following Dominion Acquisition Announcement,21.58,19.33,-18453374976.0,156.686,10.32,29.37,56.64,IGNORE
VLTO,https://www.tradingview.com/chart/?symbol=VLTO,Veralto Corporation,Industrials,85.05,20888217600,6.8,13.3,-9.44,-4.15,43.77,87.34,96.62,False,False,False,NO CLEAR ENTRY,False,49.78,NEUTRAL,5,"Veralto (VLTO): Buy, Sell, or Hold Post Q1 Earnings? | 1 Industrials Stock for Long-Term Investors and 2 That Underwhelm | Reasons Why You Should Retain Veralto Stock in Your Portfolio Now",21.92,18.29,768249984.0,95.542,36.46,17.32,56.53,IGNORE
EMR,https://www.tradingview.com/chart/?symbol=EMR,Emerson Electric Co.,Industrials,139.35,78049935360,2.9,27.9,-0.86,-0.83,63.06,138.38,136.62,True,True,True,BULLISH TREND,False,68.14,POSITIVE,5,Emerson Electric Co. (EMR) Partners with SiMa.ai to Pursue $153.9 Billion Industrial AI Opportunities | What Is Emerson Electric Co.'s (NYSE:EMR) Share Price Doing? | Emerson's Intelligent Devices Segment Gains Momentum: Can It Sustain?,32.26,19.48,3272250112.0,69.182,12.33,13.35,56.5,IGNORE
MCK,https://www.tradingview.com/chart/?symbol=MCK,McKesson Corporation,Healthcare,766.79,92171255808,6.0,37.2,-18.52,1.71,46.5,803.1,818.87,False,False,False,NO CLEAR ENTRY,False,65.24,POSITIVE,5,McKesson (MCK) Valuation Check After Recent Share Price Rebound And Mixed Fundamental Signals | Here is What Analysts Are Saying About McKesson Corporation (MCK) | 3 Cash-Producing Stocks with Promising Prospects,19.97,15.24,5657625088.0,,,1.18,56.32,IGNORE
F,https://www.tradingview.com/chart/?symbol=F,Ford Motor Company,Consumer Cyclical,15.065,60029394944,6.4,430.8,25.14,25.25,64.3,13.04,12.63,True,True,True,BULLISH TREND,False,49.53,NEUTRAL,5,"SpaceX Stock's Lockup: You've Been Warned | Is Most-Watched Stock Ford Motor Company (F) Worth Betting on Now? | Uber, Wayve, and Waymo are headed toward a robotaxi showdown in London",,8.19,-2247500032.0,425.544,-14.81,-3.22,56.26,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,16.54,33528741888,33.6,-26.5,3.65,2.16,66.55,16.18,16.54,True,True,False,BULLISH TREND,False,60.41,POSITIVE,5,Dividend Stocks To Consider In June 2026 | Top Dividend Stocks To Consider In June 2026 | June 2026's Best Dividend Stocks For Reliable Income,12.72,8.68,,,8.39,26.6,56.18,IGNORE
WAT,https://www.tradingview.com/chart/?symbol=WAT,Waters Corporation,Healthcare,365.955,35931602944,91.4,,19.72,4.41,67.96,331.45,342.31,True,True,False,BULLISH TREND,False,55.8,NEUTRAL,5,2 Unpopular Stocks That Should Get More Attention and 1 We Avoid | 1 Growth Stock with All-Star Potential and 2 We Question | June 2026's Top Stocks Estimated Below Intrinsic Value,46.56,22.22,-502370624.0,36.634,5.21,11.93,56.06,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,53.47,25291311104,5.8,3.6,-16.71,3.67,58.03,55.01,67.69,False,False,False,NO CLEAR ENTRY,False,71.09,POSITIVE,5,"Cognizant Technology Solutions (CTSH) Announces Expanded Strategic Alliance with CrowdStrike | Update: Wedbush Upgrades Cognizant to Outperform From Neutral as 'Positives Outweighing Negatives', Raises Price Target to $70 From $56 | Cerebras initiated, Crocs upgraded: Wall Street's top analyst calls",11.6,8.68,1908875008.0,7.247,14.88,10.41,55.99,IGNORE
MRVL,https://www.tradingview.com/chart/?symbol=MRVL,"Marvell Technology, Inc.",Technology,296.1199,259163734016,27.6,-80.4,219.77,85.06,75.21,169.3,104.54,True,True,True,WATCH - OVERBOUGHT,False,48.94,NEUTRAL,5,"Marvell stock surges on S&P 500 inclusion | Amazon–Corning AI deal, Marvell stock surges on S&P 500 inclusion | Micron erases weeks of 2026 rally in shocking move",102.07,47.95,2269700096.0,28.97,16.03,28.99,55.92,IGNORE
BAC,https://www.tradingview.com/chart/?symbol=BAC,Bank of America Corporation,Financial Services,53.8901,382435983360,8.1,24.4,13.09,2.69,75.59,51.56,51.43,True,True,True,WATCH - OVERBOUGHT,False,51.0,NEUTRAL,5,Big Banks Eye Tokenized Deposits as Stablecoin Competition Heats Up | Citigroup's Path to 5-6% NII Rise in 2026: What's Driving the Upside? | Bank of America vs. Truist: Which Bank Offers Better Upside in 2026?,13.37,10.67,,,10.64,28.96,55.88,IGNORE
ACN,https://www.tradingview.com/chart/?symbol=ACN,Accenture plc,Technology,176.665,108725846016,8.3,4.0,-14.9,-1.96,49.15,183.19,228.29,False,False,False,NO CLEAR ENTRY,False,47.67,NEUTRAL,5,2 Large-Cap Stocks Worth Your Attention and 1 We Turn Down | What's Happening With BigBear.ai Stock? | Docusign Declines 7.2% Since Beating Q1 Earnings & Revenue Estimates,14.49,11.87,12164313088.0,25.469,24.76,10.61,55.86,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,251.13,9148949504,7.1,-4.5,14.17,12.67,67.72,227.27,260.39,True,False,False,NO CLEAR ENTRY,False,67.52,POSITIVE,5,"Update: Wedbush Upgrades Cognizant to Outperform From Neutral as 'Positives Outweighing Negatives', Raises Price Target to $70 From $56 | Beat the Market the Zacks Way: Extreme Networks, Bloom Energy, UnitedHealth in Focus | How The FactSet (FDS) Story Is Shifting As Price Targets Reset And AI Deals Advance",16.16,12.95,590249344.0,72.972,28.08,24.48,55.8,IGNORE
ALGN,https://www.tradingview.com/chart/?symbol=ALGN,"Align Technology, Inc.",Healthcare,172.61,12362005504,6.2,23.9,-1.39,2.51,63.61,172.86,158.81,False,True,True,NO CLEAR ENTRY,False,51.77,NEUTRAL,5,"A Look At Align Technology (ALGN) Valuation As Market Signals Send Mixed Messages | Align Technology CFO: Global Growth, DSOs Offset North America Demand Pressure | Align Technology Pitches AI-Powered Digital Dentistry Platform Beyond Invisalign",29.01,13.95,538981504.0,2.797,10.82,10.5,55.64,IGNORE
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,391.8,103313203200,12.6,1.7,19.37,11.51,76.03,359.5,312.98,True,True,True,WATCH - OVERBOUGHT,False,48.72,NEUTRAL,5,"Marriott, IBD Stock Of The Day, In Buy Zone Amid AI Volatility | Marriott (MAR) Up 9.4% Since Last Earnings Report: Can It Continue? | Hilton Worldwide Stock: Is HLT Outperforming the Consumer Discretionary Sector?",41.07,29.97,1796875008.0,,,35.97,55.55,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,671.92,92717613056,2.7,-21.0,22.51,-1.3,49.09,639.58,528.6,True,True,True,BULLISH TREND,False,53.7,NEUTRAL,5,"Cerebras initiated, Crocs upgraded: Wall Street's top analyst calls | Data center boom drives UBS upgrade of Cummins, shares rise premarket | Possible Bearish Signals With Cummins Insiders Disposing Stock",34.85,19.87,1688625024.0,61.621,21.99,7.89,55.4,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,69.655,26727741440,6.4,42.6,-19.98,-9.54,40.89,75.26,84.59,False,False,False,NO CLEAR ENTRY,False,53.61,NEUTRAL,5,A Look Back at General Industrial Machinery Stocks’ Q1 Earnings: Otis (NYSE:OTIS) Vs The Rest Of The Pack | How Otis Link MOD Escalator Upgrades Could Reshape Otis Worldwide’s (OTIS) Investment Narrative | Otis Worldwide (OTIS) Valuation Check After Mixed Results And Launch Of Otis Link MOD Suite,18.53,14.77,1682125056.0,,,10.11,55.39,IGNORE
NWSA,https://www.tradingview.com/chart/?symbol=NWSA,News Corporation,Communication Services,26.925,14675828736,8.8,-10.4,10.18,-0.43,55.86,25.92,26.17,True,True,False,BULLISH TREND,False,50.88,NEUTRAL,5,"Q1 Earnings Outperformers: News Corp (NASDAQ:NWSA) And The Rest Of The Consumer Discretionary - Media Stocks | March Home Down Payments Drop Amid Buyer-Friendly Market, Redfin Says | News Corporation’s US$1b Buyback And What It Means For Shareholders",34.08,20.85,1744000000.0,31.559,6.52,12.92,55.32,IGNORE
NWS,https://www.tradingview.com/chart/?symbol=NWS,News Corporation,Communication Services,30.87,16826104832,8.8,-10.4,11.81,0.06,55.19,29.8,29.79,True,True,True,BULLISH TREND,False,50.88,NEUTRAL,5,"Q1 Earnings Outperformers: News Corp (NASDAQ:NWSA) And The Rest Of The Consumer Discretionary - Media Stocks | March Home Down Payments Drop Amid Buyer-Friendly Market, Redfin Says | News Corporation’s US$1b Buyback And What It Means For Shareholders",39.08,23.91,1744000000.0,31.559,6.52,12.92,55.32,IGNORE
BR,https://www.tradingview.com/chart/?symbol=BR,"Broadridge Financial Solutions, Inc.",Technology,149.1267,17247739904,7.8,15.1,-20.67,-2.46,47.75,154.75,200.7,False,False,False,NO CLEAR ENTRY,False,56.12,NEUTRAL,5,Here's Why Investors Should Hold BR Stock in Their Portfolios Now | Why Is Paycom (PAYC) Down 1% Since Last Earnings Report? | How Investors May Respond To Kyndryl Holdings (KD) Deepening Broadridge Modernization With AI And Quantum-Safe Infrastructure,15.95,14.33,1187662464.0,120.878,42.31,15.03,55.29,IGNORE
IDXX,https://www.tradingview.com/chart/?symbol=IDXX,"IDEXX Laboratories, Inc.",Healthcare,563.11,44419805184,14.3,17.2,-7.75,-1.59,60.67,562.88,635.68,True,False,False,NO CLEAR ENTRY,False,45.77,NEUTRAL,5,"Idexx (IDXX) Down 3.2% Since Last Earnings Report: Can It Rebound? | IDEXX Parasite Test Expansion Links Zoonotic Risk And Valuation Debate | IDEXX Laboratories Touts AI Push, inVue Dx Momentum at Stifel Conference",41.41,34.09,786844480.0,71.04,72.91,24.63,55.26,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,532.73,75665489920,4.4,84.9,-28.4,-3.11,42.62,595.62,612.96,False,False,False,NO CLEAR ENTRY,False,54.77,NEUTRAL,5,Core Natural Resources (CNR) Expands Coal’s Role Beyond Energy Through Aerospace Program | US diplomat urges Taiwan to invest more in drones and defense capabilities | Northrop Grumman Deepens Role In DARPA Rocket Motor Program Progress,16.7,17.68,2071624960.0,102.682,28.51,10.8,55.23,IGNORE
AIG,https://www.tradingview.com/chart/?symbol=AIG,"American International Group, Inc.",Financial Services,74.15,39314792448,1.4,21.6,-3.91,-2.98,34.11,76.13,77.43,False,False,False,NO CLEAR ENTRY,False,56.47,NEUTRAL,5,Are You Looking for a High-Growth Dividend Stock? | 3 Value Stocks We Find Risky | American International Group Stock: Is AIG Underperforming the Financial Sector?,13.05,8.33,9517249536.0,22.647,7.72,11.84,55.17,IGNORE
SLB,https://www.tradingview.com/chart/?symbol=SLB,SLB N.V.,Energy,57.045,85285560320,2.7,-13.8,21.52,8.2,50.68,54.17,43.7,True,True,True,BULLISH TREND,False,56.32,NEUTRAL,5,Sector Update: Energy Stocks Advance Premarket Monday | Is SLB N.V. (SLB) A Good Stock To Buy Now? | SYMBOTIC INC (SYM) Down 16% Since Last Earnings Report: Can It Rebound?,25.13,17.04,3043124992.0,42.515,14.07,9.26,55.11,IGNORE
INVH,https://www.tradingview.com/chart/?symbol=INVH,Invitation Homes Inc.,Real Estate,29.37,17447014400,9.2,-3.7,14.47,1.38,58.86,27.71,27.27,True,True,True,BULLISH TREND,False,63.89,POSITIVE,5,Camden Stock Moves Up 9.1% in 6 Months: Will It Continue to Gain? | Essex Property Stock Gains 8.4% in Three Months: Will the Trend Last? | Assessing Invitation Homes (INVH) Valuation After Recent Mixed Share Price Performance,30.92,44.22,1021075392.0,97.038,6.19,20.96,55.11,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,143.78,30098790400,17.6,-21.7,25.91,,,,,False,False,False,NO DATA,False,52.94,NEUTRAL,5,"Qnity Electronics, Inc. (Q) Price Target Raised to $200 on Strong AI-Driven Demand Trends | Qnity Electronics Stock: Analyst Estimates & Ratings | Jim Cramer on Qnity: “I Think It’s Too Expensive for the Moment”",46.38,30.22,702374976.0,60.756,7.48,13.13,54.89,IGNORE
VMC,https://www.tradingview.com/chart/?symbol=VMC,Vulcan Materials Company,Basic Materials,270.6,35111673856,7.4,29.7,-1.16,-6.16,54.38,282.14,290.46,False,False,False,NO CLEAR ENTRY,False,57.66,NEUTRAL,5,Why Is Vulcan (VMC) Down 8.3% Since Last Earnings Report? | A Look At Vulcan Materials (VMC) Valuation After Recent Share Price Weakness | Vulcan Materials surges $2B in market cap after crucial ruling,32.06,25.06,244387504.0,61.249,13.46,13.81,54.86,IGNORE
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,76.34,51057713152,11.0,12.1,-2.28,-3.23,26.14,80.8,72.35,False,True,True,NO CLEAR ENTRY,False,71.33,POSITIVE,5,"Is Corteva (CTVA) Pricing In Too Much Optimism After Its Recent Share Price Gains? | Mission Produce Q2 Earnings Around the Corner: Buy, Hold or Sell? | Sheikh Ahmed Dalmook Al Maktoum’s Inmā Emirates Holdings Launches Grant Program To Help Scale Climate Resilience Ventures",41.26,18.61,2576124928.0,13.64,5.14,6.5,54.81,IGNORE
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,256.26,72133836800,10.0,7.8,-8.82,-0.1,57.8,261.01,269.9,False,False,False,NO CLEAR ENTRY,False,53.61,NEUTRAL,5,Blue Economy Meets AI: 4 Water ETFs in Spotlight This World Oceans Day | Considering Ecolab Inc (ECL) Stock? See the Impact Report First | Is Ecolab Stock Underperforming the S&P 500?,34.73,26.67,1586424960.0,92.369,22.43,12.8,54.69,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,143.011,20791719936,5.8,-13.4,40.06,22.56,43.07,123.77,96.93,True,True,True,BULLISH TREND,False,60.4,POSITIVE,5,"2 Mooning  Stocks with Promising Prospects and 1 We Brush Off | Is Akamai Technologies, Inc. (AKAM) A Good Stock To Buy Now? | Akamai, Veeva Systems, and Zeta Global Stocks Trade Down, What You Need To Know",48.31,19.97,700723392.0,119.534,9.17,10.2,54.53,IGNORE
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,222.789,32626348032,5.7,24.4,7.52,5.32,77.81,212.86,202.3,True,True,True,WATCH - OVERBOUGHT,False,68.38,POSITIVE,5,Northern Trust Stock Touched a New 52-Week High: Is More Upside Left? | Stocks Rebound on Strength in Banks and Managed Healthcare | Fifth Third's Robust Capital Return Strategy: What's Driving It?,12.5,10.68,,,10.29,31.48,54.47,IGNORE
USB,https://www.tradingview.com/chart/?symbol=USB,U.S. Bancorp,Financial Services,55.48,86056755200,4.6,14.8,7.53,0.31,60.35,54.84,51.62,True,True,True,BULLISH TREND,False,58.23,NEUTRAL,5,"U.S. Bancorp (USB) Completes Acquisition of  BTIG, LLC | 2 Large-Cap Stocks Worth Your Attention and 1 We Turn Down | U.S. Bancorp’s BTIG Deal Expands Capital Markets And Valuation Story",11.63,9.82,,,12.35,29.29,54.46,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,58.21,19730153472,35.7,-7.9,-17.82,0.57,47.93,61.21,75.85,False,False,False,NO CLEAR ENTRY,False,66.91,POSITIVE,5,1 of Wall Street’s Favorite Stocks with Impressive Fundamentals and 2 We Question | 2 Value Stocks with Exciting Potential and 1 We Avoid | Brown & Brown (BRO) Faces Target Reduction from Morgan Stanley Following Q1 Earnings Season,18.96,11.97,1522499968.0,64.37,11.93,18.36,54.2,IGNORE
NOW,https://www.tradingview.com/chart/?symbol=NOW,"ServiceNow, Inc.",Technology,114.055,117625839616,22.1,2.3,-6.46,21.87,57.07,99.26,139.86,True,False,False,NO CLEAR ENTRY,False,69.03,POSITIVE,5,Can Atlassian's Cloud Momentum Sustain Strong Revenue Growth? | 2 Mooning  Stocks with Promising Prospects and 1 We Brush Off | AI stock mania is taking over the markets in 2026,67.89,22.69,5108125184.0,20.728,16.07,12.59,53.92,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.535,36413784064,15.0,39.8,-8.74,2.13,61.07,16.86,16.3,False,True,True,NO CLEAR ENTRY,False,59.64,NEUTRAL,5,Ongoing Data Center Wave Bodes Well For PG&E Corp. (PCG) | Here's Why PG&E (PCG) is a Strong Value Stock | A Look At PG&E (PCG) Valuation As It Surpasses 1 Million Customer Solar Systems Connected,12.82,9.17,-5572125184.0,187.872,8.83,11.01,53.82,IGNORE
ACGL,https://www.tradingview.com/chart/?symbol=ACGL,Arch Capital Group Ltd.,Financial Services,90.2,31514941440,-3.3,94.6,-5.67,-4.57,31.21,94.67,93.41,False,False,True,NO CLEAR ENTRY,False,46.39,NEUTRAL,5,"How Arch’s Leadership Consolidation and Long‑Dated Debt Issue At Arch Capital Group (ACGL) Has Changed Its Investment Story | THG Outperforms Industry, Trades at a Premium: Time to Buy the Stock? | Cincinnati Financial Outperforms Industry in a Year: Time to Hold?",6.94,9.11,5276125184.0,11.282,21.31,24.64,53.76,IGNORE
TSLA,https://www.tradingview.com/chart/?symbol=TSLA,"Tesla, Inc.",Consumer Cyclical,407.2887,1529443385344,15.8,8.3,2.14,-1.11,48.91,395.99,414.56,True,False,False,NO CLEAR ENTRY,False,44.58,NEUTRAL,5,"SpaceX is being 'rushed' into the public market, strategist says | Elon Musk: Coding Was a Top Job for Decades. It Will Be Dead By the End of the Year. | At a $1.2 Trillion Market Cap, Is Tesla Stock Overvalued or Undervalued Right Now?",373.61,162.59,5251999744.0,18.738,4.9,3.95,53.72,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,82.34,117202460672,11.0,-14.9,-19.78,-18.88,31.69,96.87,112.27,False,False,False,NO CLEAR ENTRY,False,68.4,POSITIVE,5,Reassessing PDD Holdings (PDD) Valuation After Recent Share Price Weakness | Is PDD Holdings Inc. (PDD) A Good Stock To Buy Now? | Is PDD Holdings (PDD) the Best Asian Stock with Huge Upside Potential?,8.64,6.63,71642849280.0,1.21,25.4,21.62,53.52,IGNORE
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,88.56,154017841152,15.8,38.6,-5.83,-0.7,37.81,91.12,94.37,False,False,False,NO CLEAR ENTRY,False,53.97,NEUTRAL,5,"1 S&P 500 Stock Worth Your Attention and 2 We Brush Off | Zacks.com featured highlights include Ross Stores, TE Connectivity, Cenovus Energy, Globe Life and The Charles Schwab | Does Charles Schwab (SCHW) Have the Potential to Rally 29.39% as Wall Street Analysts Expect?",17.61,12.27,,120.766,19.08,37.99,53.42,IGNORE
GDDY,https://www.tradingview.com/chart/?symbol=GDDY,GoDaddy Inc.,Technology,81.75,10824505344,6.1,6.0,-10.84,-8.91,33.53,85.74,110.89,False,False,False,NO CLEAR ENTRY,False,62.39,POSITIVE,5,Argosy Investors Sold GoDaddy (GDDY) as It Disrupted By AI Momentum | 1 of Wall Street’s Favorite Stocks with Competitive Advantages and 2 We Avoid | 2 Cash-Producing Stocks to Target This Week and 1 We Find Risky,12.96,7.59,1347612544.0,1621.618,398.21,17.32,53.29,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,147.16,49619771392,43.4,,-9.94,-4.41,59.3,154.28,171.56,False,False,False,NO CLEAR ENTRY,False,64.7,POSITIVE,5,"At US$149, Is Vistra Corp. (NYSE:VST) Worth Looking At Closely? | CEG Trades Below 50 and 200 Day SMA: Buy Opportunity or Wait for Now? | Is Sempra Stock Underperforming the Nasdaq?",24.61,13.43,476875008.0,355.187,42.9,11.53,53.28,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,46.98,22619162624,10.2,1.3,-18.12,-13.33,19.79,52.91,57.01,False,False,False,NO CLEAR ENTRY,False,60.72,POSITIVE,5,"Is Rollins, Inc. (ROL) A Good Stock To Buy Now? | Here's Why Investors Should Hold ROL Stock in Their Portfolios Now | Rollins (ROL) – Among the 10 Oversold Dividend Growth Stocks to Buy",43.1,33.67,521446112.0,77.235,38.67,13.77,53.26,IGNORE
ES,https://www.tradingview.com/chart/?symbol=ES,Eversource Energy,Utilities,67.97,25562161152,9.4,7.4,-6.87,2.59,49.56,68.25,67.77,False,True,True,NO CLEAR ENTRY,False,72.38,POSITIVE,5,Eversource (ES) Up 4.2% Since Last Earnings Report: Can It Continue? | Is Eversource Energy (ES) Offering Value After Recent Share Price Pullback? | BMO Capital Trims Eversource Energy (ES) Forecast After First-Quarter Update,14.55,13.7,587291392.0,181.822,10.91,12.55,53.09,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,409.37,80088866816,20.5,,62.24,28.25,60.86,336.85,212.43,True,True,True,BULLISH TREND,False,63.94,POSITIVE,5,Is Surging AI Demand Driving Lumentum's Stronger Q4 Guidance? | Corning Stock Rises. Glass Maker Scores Multibillion-Dollar Deal With Amazon | 3 S&P 500 Stocks with Solid Fundamentals,194.01,50.57,-197631744.0,31.093,4.72,7.1,53.07,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,89.165,73892380672,10.2,16.1,-5.76,-5.73,39.61,91.87,96.13,False,False,False,NO CLEAR ENTRY,False,56.64,NEUTRAL,5,Wall Street Slept on This Amazon-Proof Business Model. It’s Now at a 5-Year Discount. | AutoZone Stock: Is AZO Underperforming the Consumer Discretionary Sector? | Is It Too Late To Consider O'Reilly Automotive (ORLY) After Its Strong Multi‑Year Run?,29.04,24.65,1330813184.0,,,14.3,52.63,IGNORE
BG,https://www.tradingview.com/chart/?symbol=BG,Bunge Global SA,Consumer Defensive,126.525,24548141056,87.8,-76.4,7.15,2.86,55.15,124.56,104.69,True,True,True,BULLISH TREND,False,51.92,NEUTRAL,5,"Bunge Global Cash Strain Raises Dilution Risks Despite Valuation Upside | Has Braskem (BAK) Outpaced Other Basic Materials Stocks This Year? | Juicy Florida Land Monetization: Alico President & CEO John Kiernan, Live at Nasdaq",33.38,11.62,-6827500032.0,93.214,4.93,0.85,52.35,IGNORE
GE,https://www.tradingview.com/chart/?symbol=GE,GE Aerospace,Industrials,322.6,337062035456,24.7,-1.8,0.21,6.6,76.63,299.21,302.19,True,True,False,WATCH - OVERBOUGHT,False,75.97,POSITIVE,5,Wolfspeed’s Solid 2026 Gets A GE Partnership Boost – CEO Says ‘High-Voltage Silicon Carbide Is Finally Production-Ready | GE Aerospace CEO Is Optimistic for More China Deals | GE Aerospace (GE): 7 Best 3D Printing Stocks to Buy for Aerospace Components,40.12,37.14,5667999744.0,116.527,45.43,17.86,52.33,IGNORE
