Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,218.16,5284053385216,85.2,214.5,19.17,11.0,35.27,202.91,188.41,True,True,True,BULLISH TREND,False,68.52,POSITIVE,5,Broadcom's sell-off just entered megacap history | Is OpenAI coming for Tesla's robotics business? | NVIDIA (NVDA): The Most Promising Stock to Buy Right Now,33.41,17.27,46335873024.0,6.555,114.29,62.97,88.58,BUY SIGNAL
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,88.21,153409142784,15.8,38.6,-7.82,-4.19,46.54,91.35,94.43,False,False,False,NO CLEAR ENTRY,False,67.52,POSITIVE,5,Robinhood Expands Wealth Push With Advisor Network & AI Tools | What Sets the Best Brokerage Stocks Apart From the Rest | Should Schwab’s 24/7 Crypto Futures and $1 Fractionals Expansion Require Action From Charles Schwab (SCHW) Investors?,17.54,12.22,,120.766,19.08,37.99,54.5,IGNORE
WSM,https://www.tradingview.com/chart/?symbol=WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,208.57,24558411776,4.4,4.3,6.65,15.7,83.67,187.3,191.88,True,True,False,WATCH - OVERBOUGHT,False,54.4,NEUTRAL,5,Buy Tapestry Stock to Profit From Gen Z’s Retro Tastes | Salesforce Sponsor Spotlight | Is Home Depot's Interconnected Retail Strategy Paying Off?,23.36,20.38,885462144.0,79.878,54.01,13.81,54.3,IGNORE
F,https://www.tradingview.com/chart/?symbol=F,Ford Motor Company,Consumer Cyclical,15.395,61344346112,6.4,430.8,21.69,33.35,55.79,12.9,12.59,True,True,True,BULLISH TREND,False,49.45,NEUTRAL,5,"A closer look at Ford's new Bronco Filson | Lucid Group (LCID) Down 7.6% Since Last Earnings Report: Can It Rebound? | Ford (F): Buy, Sell, or Hold Post Q1 Earnings?",,8.38,-2247500032.0,425.544,-14.81,-3.22,54.16,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,227.145,27262416896,14.7,,2.88,-8.45,66.17,235.21,238.7,False,False,False,NO CLEAR ENTRY,False,62.24,POSITIVE,5,Assessing Expedia Group (EXPE) Valuation After Recent Share Price Pullback | 3 Reasons EXPE is Risky and 1 Stock to Buy Instead | Forget Expedia: This Unstoppable Monopoly Is a Far Smarter Bet,20.07,9.83,3478249984.0,256.536,71.49,9.81,54.08,IGNORE
DOV,https://www.tradingview.com/chart/?symbol=DOV,Dover Corporation,Industrials,213.53,28754249728,10.1,5.3,-3.51,-4.21,49.56,215.11,197.44,False,True,True,NO CLEAR ENTRY,False,52.3,NEUTRAL,5,How The Dover (DOV) Investment Narrative Is Evolving Without Changes To Fair Value | Dover Stock Outlook: Is Wall Street Bullish or Bearish? | Assessing Dover (DOV) Valuation As Recent Share Price Momentum Cools,26.66,18.42,840764352.0,43.927,15.0,13.3,54.08,IGNORE
MAR,https://www.tradingview.com/chart/?symbol=MAR,"Marriott International, Inc.",Consumer Cyclical,384.57,101406736384,12.6,1.7,14.7,8.69,75.79,356.83,311.69,True,True,True,WATCH - OVERBOUGHT,False,56.08,NEUTRAL,5,"Why travelers are embracing all-inclusive vacations | Agilysys CEO Sees New Growth Phase as Subscriptions, AI and Marriott Rollout Accelerate | Is Marriott International Stock Outperforming the Nasdaq?",40.35,29.42,1796875008.0,,,35.97,54.04,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,159.215,23147544576,5.8,-13.4,54.61,35.0,53.97,122.66,96.23,True,True,True,BULLISH TREND,False,52.69,NEUTRAL,5,"Akamai And NVIDIA Push Zero Trust Security Deeper Into AI Factories | AKAM, NVDA Strengthen Tie-Up To Counter AI Infrastructure Threats – Here’s Why The Collaboration Might Be Critical | Bear of the Day: Akamai Technologies (AKAM)",53.61,22.23,700723392.0,119.534,9.17,10.2,53.92,IGNORE
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,150.62,29353281536,13.1,15.3,-3.16,-5.19,41.4,150.39,158.67,True,False,False,NO CLEAR ENTRY,False,53.9,NEUTRAL,5,Raymond James Doubles Micron Stock Price Target on Booming AI Demand | Micron Gains as Raymond James Lifts Target | 1 Oversold Stock Set for a Comeback and 2 That Underwhelm,14.21,11.26,,48.477,17.29,14.58,53.81,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,57.15,19370868736,35.7,-7.9,-20.23,-0.33,55.63,61.45,76.22,False,False,False,NO CLEAR ENTRY,False,61.85,POSITIVE,5,Implied Volatility Surging for Brown & Brown Stock Options | Is Brown & Brown’s Q1 Surge And Accession Integration Progress Altering The Investment Case For BRO? | Brown & Brown (BRO) Q1 2026 Earnings Transcript,18.62,11.75,1522499968.0,64.37,11.93,18.36,53.8,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.755,36898271232,15.0,39.8,-11.0,2.6,49.16,16.88,16.29,False,True,True,NO CLEAR ENTRY,False,59.22,NEUTRAL,5,Why Is Ameren (AEE) Down 3.1% Since Last Earnings Report? | Is PG&E (PCG) Stock Outpacing Its Utilities Peers This Year? | Here's Why Investors Should Add ED to Their Portfolio Right Now,12.99,9.3,-5572125184.0,187.872,8.83,11.01,53.79,IGNORE
TJX,https://www.tradingview.com/chart/?symbol=TJX,"The TJX Companies, Inc.",Consumer Cyclical,158.96,175603810304,9.2,29.3,-1.39,2.92,71.07,156.29,150.13,True,True,True,WATCH - OVERBOUGHT,False,64.46,POSITIVE,5,Five Below's Beat-And-Raise Quarter May End Its Growth Trajectory | 2 of the Best Retail Stocks to Buy in 2026 | Consumer Stocks Have Fallen Behind. These Retail Names Still Stand Out.,30.87,27.6,4314250240.0,136.307,61.25,9.4,53.76,IGNORE
AMT,https://www.tradingview.com/chart/?symbol=AMT,American Tower Corporation,Real Estate,187.18,87205855232,6.8,76.9,-0.92,5.09,80.06,178.06,180.73,True,True,False,WATCH - OVERBOUGHT,False,62.54,POSITIVE,5,Postal Realty Trust (PSTL) Down 4.8% Since Last Earnings Report: Can It Rebound? | American Tower Stock: Is AMT Underperforming the Real Estate Sector? | DLR Stock Rallies 19% in 6 Months: Will the Momentum Last?,30.19,27.1,4614362624.0,444.55,29.95,26.81,53.75,IGNORE
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,220.84,32340926464,5.7,24.4,1.43,3.2,75.41,212.09,201.93,True,True,True,WATCH - OVERBOUGHT,False,58.34,NEUTRAL,5,"Fifth Third's Robust Capital Return Strategy: What's Driving It? | Here's Why We Think M&T Bank (NYSE:MTB) Might Deserve Your Attention Today | Banks Are Buying Back Stock Hand Over Fist, Including These 3 Names",12.4,10.59,,,10.29,31.48,53.67,IGNORE
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,140.85,327936606208,7.4,5.8,-10.35,-2.8,45.62,143.71,147.61,False,False,False,NO CLEAR ENTRY,False,52.96,NEUTRAL,5,"How to Maximize Dividend Income in Retirement Before RMDs Change the Math | Without a Roth, $60,000 in Dividend Income From These 5 Stocks Means You Owe the IRS $22,200 | Why Social Security’s 2.8% COLA Isn’t Keeping Up With What Retirees Actually Spend on Healthcare",20.59,19.87,12733750272.0,67.651,31.11,19.16,53.59,IGNORE
WMB,https://www.tradingview.com/chart/?symbol=WMB,"The Williams Companies, Inc.",Energy,72.06,88129249280,9.0,25.0,-4.21,-5.33,31.3,73.58,65.33,False,True,True,BUY THE DIP,False,71.34,POSITIVE,5,Why Is The Williams Companies (WMB) Down 6.3% Since Last Earnings Report? | How Will Rising Gas Demand Shape Kinder Morgan's Business Outlook? | UGP or WMB: Which Is the Better Value Stock Right Now?,31.61,28.06,-190250000.0,199.855,19.66,23.06,53.41,IGNORE
ACGL,https://www.tradingview.com/chart/?symbol=ACGL,Arch Capital Group Ltd.,Financial Services,88.81,31029288960,-3.3,94.6,-9.76,-5.66,33.55,94.8,93.43,False,False,True,NO CLEAR ENTRY,False,41.68,NEUTRAL,5,"PLMR Stock Declines 39.1% in a Year: What Should Investors Do Now? | KNSL Lags Industry, Trades at Premium: What Should Investors Do? | A Look At Arch Capital Group (ACGL) Valuation After Recent Share Price Weakness",6.83,8.97,5276125184.0,11.282,21.31,24.64,53.38,IGNORE
GDDY,https://www.tradingview.com/chart/?symbol=GDDY,GoDaddy Inc.,Technology,84.735,11219748864,6.1,6.0,-4.43,-3.15,49.64,85.68,111.51,False,False,False,NO CLEAR ENTRY,False,62.39,POSITIVE,5,1 of Wall Street’s Favorite Stocks with Competitive Advantages and 2 We Avoid | 2 Cash-Producing Stocks to Target This Week and 1 We Find Risky | 1 S&P 500 Stock with Impressive Fundamentals and 2 That Underwhelm,13.43,7.87,1347612544.0,1621.618,398.21,17.32,53.29,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,85.67,121942376448,11.0,-14.9,-15.34,-11.45,34.44,97.59,112.62,False,False,False,NO CLEAR ENTRY,False,63.79,POSITIVE,5,Is PDD Holdings Inc. Sponsored ADR (PDD) a Buy as Wall Street Analysts Look Optimistic? | PDD Holdings Inc. Sponsored ADR (PDD) is Attracting Investor Attention: Here is What You Should Know | Shein Copyright Claim Puts Temu’s Growth Model And Costs Under Scrutiny,8.98,6.85,71642849280.0,1.21,25.4,21.62,53.15,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,257.34,9375185920,7.1,-4.5,14.73,17.85,79.16,224.95,261.62,True,False,False,WATCH - OVERBOUGHT,False,60.88,POSITIVE,5,Reasons Why You Should Retain Veralto Stock in Your Portfolio Now | Toro Lifts Outlook as Strong Demand Drives Second-Quarter Beat | Here's Why Green Dot Stock is a Compelling Pick for You Right Now,16.56,13.27,590249344.0,72.972,28.08,24.48,52.87,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,88.01,72935219200,10.2,16.1,-6.64,-7.36,43.75,91.94,96.27,False,False,False,NO CLEAR ENTRY,False,58.02,NEUTRAL,5,3 Large-Cap Stocks with Solid Fundamentals | 3 Market-Beating Stocks to Keep an Eye On | More Drivers Are Joining the High-Miles Club. This Stock Could Pull Ahead.,28.67,24.33,1330813184.0,,,14.3,52.74,IGNORE
TMO,https://www.tradingview.com/chart/?symbol=TMO,Thermo Fisher Scientific Inc.,Healthcare,481.66,178995200000,6.2,11.3,-5.96,3.19,66.63,479.98,526.12,True,False,False,NO CLEAR ENTRY,False,59.99,NEUTRAL,5,"TransMedics (TMDX) Down 4.4% Since Last Earnings Report: Can It Rebound? | Jim Cramer on Danaher: “At These Prices, It’s Clearly Overvalued” | QuidelOrtho's Respiratory Exposure Remains a Key Near-Term Risk",26.46,17.67,5520625152.0,82.903,13.52,15.15,52.65,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,53.39,25248741376,5.8,3.6,-17.43,3.66,71.14,55.27,67.85,False,False,False,WATCH - OVERBOUGHT,False,56.88,NEUTRAL,5,Snowflake Summit 26 Puts Governed Enterprise AI At Center Stage | Is Cognizant Technology Solutions Corporation (CTSH) Among the Most Undervalued Tech Stocks to Buy? | Here's Why Cognizant (CTSH) is a Strong Momentum Stock,11.58,8.66,1908875008.0,7.247,14.88,10.41,52.45,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,46.645,22457872384,10.2,1.3,-19.3,-13.5,24.42,53.15,57.12,False,False,False,NO CLEAR ENTRY,False,50.48,NEUTRAL,5,"1 Stock Under $50 with Exciting Potential and 2 We Avoid | Will Rollins' (ROL) CFO Transition Subtly Recast Its Capital Discipline And Transparency Story? | Why Did BSX, LI, ROL Stocks Fall To 52-Week Lows On Friday?",42.79,33.43,521446112.0,77.235,38.67,13.77,52.44,IGNORE
DG,https://www.tradingview.com/chart/?symbol=DG,Dollar General Corporation,Consumer Defensive,103.58,22848364544,3.4,12.4,-31.35,-11.48,47.33,114.14,120.09,False,False,False,NO CLEAR ENTRY,False,60.58,POSITIVE,5,"Five Below's Beat-And-Raise Quarter May End Its Growth Trajectory | Is Dollar General (DG) Offering Value After Recent Share Price Weakness? | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Boyd Gaming, Chipotle Mexican Grill, Conagra, Dollar General, MGM Resorts International, Omnicom Group, Yum! Brands, and More",14.65,12.95,1882562304.0,178.649,18.91,3.63,52.35,IGNORE
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,261.71,155380678656,3.2,6.2,-1.36,-0.36,43.71,257.79,237.41,True,True,True,BULLISH TREND,False,48.98,NEUTRAL,5,"Union Pacific Faces Merger Uncertainty As Regulators Extend Norfolk Southern Review | The Retirement Portfolio Case: Ditch the Delivery App, Buy the Railroad | Railroad Regulator Demands More Details on Union Pacific-Norfolk Southern Merger",21.52,19.12,4034374912.0,162.246,40.69,29.2,52.32,IGNORE
TRGP,https://www.tradingview.com/chart/?symbol=TRGP,Targa Resources Corp.,Energy,266.63,57230503936,-10.2,142.9,10.25,2.66,49.24,252.25,200.27,True,True,True,BULLISH TREND,False,59.44,NEUTRAL,5,Possible Bearish Signals With Targa Resources Insiders Disposing Stock | Bill Nygren's Strategic Moves: A Closer Look at Netflix Inc's 1.51% Portfolio Impact | AI Energy Infrastructure Stocks Near Buy Points: 'Pep In The Step',27.21,21.67,-318550016.0,585.249,74.1,12.87,52.26,IGNORE
TRI,https://www.tradingview.com/chart/?symbol=TRI,Thomson Reuters Corporation,Industrials,84.97,37092708352,9.8,5.6,-17.06,-10.32,57.6,87.73,119.37,False,False,False,NO CLEAR ENTRY,False,52.06,NEUTRAL,5,Thomson Reuters (TRI) and Sterne Kessler Launch AI Patent Tool | Thomson Reuters' (TSE:TRI) Problems Go Beyond Weak Profit | Anthropic Expands Push Into Legal Industry With New AI Tools,24.49,16.79,1677874944.0,22.85,12.73,19.93,52.26,IGNORE
AES,https://www.tradingview.com/chart/?symbol=AES,The AES Corporation,Utilities,14.73,10504812544,8.7,951.1,4.35,2.51,78.72,14.35,13.99,True,True,True,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,AES (AES) Up 2.6% Since Last Earnings Report: Can It Continue? | AI Data Center Supplier Fluence Soars On Nvidia Partnership | AES Rate Proposal And Mega Renewables Project Reshape Earnings Visibility,7.67,6.17,-2964999936.0,259.603,5.26,10.82,52.15,IGNORE
COHR,https://www.tradingview.com/chart/?symbol=COHR,Coherent Corp.,Technology,417.805,81739087872,20.5,,52.01,24.45,53.68,331.34,209.35,True,True,True,BULLISH TREND,False,51.25,NEUTRAL,5,"Ciena Stock Plummets After Earnings Beat. Why the CEO Isn’t Worried. | MRVL Stock Slides Overnight After Record Close: Retail Traders Keep The Faith | When Nvidia's CEO Speaks, This Stock Listens",199.91,51.61,-197631744.0,31.093,4.72,7.1,52.05,IGNORE
FTV,https://www.tradingview.com/chart/?symbol=FTV,Fortive Corporation,Technology,61.585,18774865920,7.7,-12.4,6.3,1.47,65.31,59.15,54.31,True,True,True,BULLISH TREND,False,59.38,NEUTRAL,5,"NetApp Q4 Earnings & Revenues Surpass Estimates, Stock Up | 3 Industrials Stocks Walking a Fine Line | Winners And Losers Of Q1: Fortive (NYSE:FTV) Vs The Rest Of The Professional Tools and Equipment Stocks",36.23,19.12,953612480.0,58.806,6.81,12.84,51.95,IGNORE
CINF,https://www.tradingview.com/chart/?symbol=CINF,Cincinnati Financial Corporation,Financial Services,160.7825,24870920192,11.6,,-3.71,0.27,38.01,162.47,160.15,False,True,True,NO CLEAR ENTRY,False,53.8,NEUTRAL,5,How The Investment Story Is Shifting For Cincinnati Financial (CINF) After Recent Analyst Revisions | CINF vs. WRB: Which P&C Insurance Stock Should You Hold Now? | 3 Profitable Stocks with Questionable Fundamentals,9.19,17.51,2748250112.0,5.626,18.73,21.33,51.6,IGNORE
OXY,https://www.tradingview.com/chart/?symbol=OXY,Occidental Petroleum Corporation,Energy,58.53,58215968768,-8.3,315.6,9.68,-1.38,56.5,58.72,48.45,False,True,True,NO CLEAR ENTRY,False,54.75,NEUTRAL,5,Why Is Occidental (OXY) Up 8.2% Since Last Earnings Report? | Is $150 Oil Really Possible in Two or Three Weeks? | EOG Resources Stock: Is EOG Underperforming the Energy Sector?,79.09,14.64,3033374976.0,41.989,4.05,22.42,51.33,IGNORE
AEP,https://www.tradingview.com/chart/?symbol=AEP,"American Electric Power Company, Inc.",Utilities,127.615,69435965440,10.2,6.7,-3.73,-6.2,47.88,131.05,120.5,False,True,True,BUY THE DIP,False,50.21,NEUTRAL,5,AEP (AEP) Down 4.7% Since Last Earnings Report: Can It Rebound? | A Look At American Electric Power Company (AEP) Valuation After Expanded Capital Plan And Earnings Growth Outlook | Truist Says Data Center Expansion Could Drive Further Upside for American Electric Power (AEP),18.88,18.62,-6953449984.0,157.099,12.58,16.29,51.32,IGNORE
POOL,https://www.tradingview.com/chart/?symbol=POOL,Pool Corporation,Industrials,182.1,6636271104,6.2,2.1,-16.23,-1.91,61.84,199.22,244.56,False,False,False,NO CLEAR ENTRY,False,45.98,NEUTRAL,5,Warren Buffett's Berkshire dumps entire stake in dividend stock | Jim Cramer Says Pool Corporation “Needs More Housing Turnover” | Pool Corporation Stock: Is Wall Street Bullish or Bearish?,16.74,15.13,224066624.0,140.423,34.24,7.58,51.28,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,46.1099,53183303680,-0.8,-75.3,6.58,-9.57,44.69,47.82,39.93,False,True,True,BUY THE DIP,False,62.6,POSITIVE,5,"Why Is Devon Energy (DVN) Down 0.9% Since Last Earnings Report? | Devon Energy (DVN) Well Supported By Current Backdrop Of Discounted U.S. Producer Valuations | Devon Energy Insiders Sell US$4.7m Of Stock, Possibly Signalling Caution",12.84,8.5,1600499968.0,56.404,15.18,14.17,51.26,IGNORE
PKG,https://www.tradingview.com/chart/?symbol=PKG,Packaging Corporation of America,Consumer Cyclical,225.05,20051650560,10.6,-15.5,-2.66,1.05,56.09,214.63,211.91,True,True,True,BULLISH TREND,False,58.51,NEUTRAL,5,Fortune Brands Stock Is Down 24%. Here's Why It Seems One Investor Bought $113 Million | KRT or PKG: Which Is the Better Value Stock Right Now? | Packaging Corporation Of America Extension Puts Hydroelectric Compliance In Investor Focus,27.31,18.37,391424992.0,95.185,16.31,8.04,51.13,IGNORE
AVY,https://www.tradingview.com/chart/?symbol=AVY,Avery Dennison Corporation,Consumer Cyclical,153.91,11772635136,7.0,4.3,-17.26,-4.37,40.61,163.54,171.34,False,False,False,NO CLEAR ENTRY,False,42.65,NEUTRAL,5,Avery Dennison and TEXAID RFID pilot triples textile sorting speed | Are Wall Street Analysts Predicting Avery Dennison Stock Will Climb or Sink? | What Avery Dennison (AVY)'s RFID Sorting Breakthrough Means For Shareholders,17.31,13.78,809049984.0,164.751,30.86,7.66,51.01,IGNORE
HAS,https://www.tradingview.com/chart/?symbol=HAS,"Hasbro, Inc.",Consumer Cyclical,84.205,11914223616,12.7,98.6,-12.6,-10.41,24.74,91.43,84.78,False,False,True,NO CLEAR ENTRY,False,56.39,NEUTRAL,5,Hasbro’s New AI Studio Looks to Bring Its Iconic Characters to Next-Generation Experiences | Exclusive: Hasbro will license AI Mr. Potato Heads | Can Hasbro's Digital Push Unlock a New Growth Runway for MAGIC?,,13.13,547924992.0,574.488,-23.32,-4.62,51.01,IGNORE
PNR,https://www.tradingview.com/chart/?symbol=PNR,Pentair plc,Industrials,72.39,11698624512,2.6,13.0,-25.09,-7.0,40.27,81.33,98.18,False,False,False,NO CLEAR ENTRY,False,48.47,NEUTRAL,5,AI Data Center Supplier Fluence Soars On Nvidia Partnership | A Look At Pentair (PNR) Valuation After Recent Share Price Weakness | Pentair Stock Outlook: Is Wall Street Bullish or Bearish?,18.19,12.46,574212480.0,54.634,17.61,15.97,50.93,IGNORE
D,https://www.tradingview.com/chart/?symbol=D,"Dominion Energy, Inc.",Utilities,66.7699,58724958208,23.1,-10.2,7.78,7.06,63.4,63.08,60.2,True,True,True,BULLISH TREND,False,64.67,POSITIVE,5,WEC Energy (WEC) Down 3.4% Since Last Earnings Report: Can It Rebound? | NextEra Energy (NEE) Positions for the Next Decade of Utility Growth | NextEra Energy (NEE) Price Target Raised by $1 at Barclays,19.7,17.5,-9948250112.0,154.901,9.79,16.93,50.82,IGNORE
EQR,https://www.tradingview.com/chart/?symbol=EQR,Equity Residential,Real Estate,67.11,25929693184,2.5,-64.6,8.19,1.3,62.98,63.44,61.64,True,True,True,BULLISH TREND,False,59.65,NEUTRAL,5,"Equity Residential Merger With AvalonBay Reshapes Scale Valuation And Outlook | Wolfe Research upgrades AvalonBay, Equity Residential on merger synergy and value | Invitation Home (INVH) Up 2.1% Since Last Earnings Report: Can It Continue?",26.84,41.38,1416540928.0,78.42,8.67,30.63,50.77,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,152.865,51543400448,43.4,,-6.3,-4.69,59.89,154.42,172.0,False,False,False,NO CLEAR ENTRY,False,58.12,NEUTRAL,5,"Texas Instruments Is a Major Winner of the AI Power Bottleneck, Investors Just Aren’t Seeing It Yet | Can GE Vernova Benefit From the Global Gas Turbine Supply Crunch? | Vistra (VST) Valuation Check After Recent Share Price Pullback",25.56,13.95,476875008.0,355.187,42.9,11.53,50.55,IGNORE
BF-B,https://www.tradingview.com/chart/?symbol=BF-B,Brown-Forman Corporation,Consumer Defensive,25.37,11637311488,2.0,1.3,-2.5,-3.39,42.5,26.85,27.24,False,False,False,NO CLEAR ENTRY,False,46.48,NEUTRAL,5,Brown Forman Q4 Earnings Call Highlights | Brown-Forman Guides for Flat Sales Amid Struggling Spirits Market | Brown-Forman Quarterly Earnings Surprisingly Fall; Whiskey Maker Sees Flat Full-Year Organic Sales,14.75,14.99,598750016.0,67.246,20.42,20.64,50.52,IGNORE
FOX,https://www.tradingview.com/chart/?symbol=FOX,Fox Corporation,Communication Services,58.76,24690147328,-8.6,-49.3,10.37,5.1,50.57,56.75,57.1,True,True,False,BULLISH TREND,False,72.9,POSITIVE,5,"Top 3 Streaming Stocks to Watch as Monetization Gains Momentum | Consumer Discretionary - Broadcasting Stocks Q1 Earnings: FOX (NASDAQ:FOXA) Best of the Bunch | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",15.46,11.14,1406499968.0,67.867,15.2,10.56,50.28,IGNORE
FOXA,https://www.tradingview.com/chart/?symbol=FOXA,Fox Corporation,Communication Services,65.675,27595737088,-8.6,-49.3,12.42,5.54,51.25,63.2,63.47,True,True,False,BULLISH TREND,False,72.9,POSITIVE,5,"Top 3 Streaming Stocks to Watch as Monetization Gains Momentum | Consumer Discretionary - Broadcasting Stocks Q1 Earnings: FOX (NASDAQ:FOXA) Best of the Bunch | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",17.28,11.56,1406499968.0,67.867,15.2,10.56,50.28,IGNORE
UBER,https://www.tradingview.com/chart/?symbol=UBER,"Uber Technologies, Inc.",Technology,72.11,146654724096,14.5,-84.6,-5.95,-1.15,40.6,73.66,83.29,False,False,False,NO CLEAR ENTRY,False,45.88,NEUTRAL,5,Ramp raises $750M at $44B valuation as investors hunger for fintechs with an AI story | Uber commits nearly $500 million to Nuro robotaxi startup | Uber is making a much bigger bet on robotaxis,17.88,16.49,6536625152.0,48.113,35.31,15.91,50.27,IGNORE
TTD,https://www.tradingview.com/chart/?symbol=TTD,"The Trade Desk, Inc.",Communication Services,21.16,9947492352,11.8,-20.0,-15.93,-14.02,53.33,22.17,35.42,False,False,False,NO CLEAR ENTRY,False,64.61,POSITIVE,5,"Trade Desk Agoda Deal Opens Asia Pacific Travel Data Opportunity For Investors | Domo, Q2 Holdings, and The Trade Desk Stocks Trade Down, What You Need To Know | 1 Mid-Cap Stock with Competitive Advantages and 2 We Avoid",24.05,9.85,569112640.0,17.264,16.74,14.57,50.27,IGNORE
KMB,https://www.tradingview.com/chart/?symbol=KMB,Kimberly-Clark Corporation,Consumer Defensive,93.725,31111108608,2.7,17.9,-9.4,-3.58,38.73,97.43,105.74,False,False,False,NO CLEAR ENTRY,False,61.51,POSITIVE,5,Is It Time To Reassess Kimberly-Clark (KMB) After Its 28.5% Share Price Slide? | Kimberly-Clark (KMB) Launches New Product Safety Study | CMA gives go-ahead to Suzano and Kimberly-Clark tissue tie-up,18.13,12.37,1054625024.0,371.264,111.73,12.8,50.22,IGNORE
ON,https://www.tradingview.com/chart/?symbol=ON,ON Semiconductor Corporation,Technology,131.09,50968211456,4.7,,109.64,27.68,61.15,94.45,65.13,True,True,True,BULLISH TREND,False,50.76,NEUTRAL,5,Cambiar SMID Fund’s Strategic Bet on ON Semiconductor Corporation (ON) Amid Demand Inflection Ahead | Stocks Retreat as US-Iran Peace Hopes in Doubt | Texas Instruments Stock's Rally Is Asking One Big Question,95.69,30.73,1282174976.0,44.337,7.49,9.46,50.01,IGNORE
SWKS,https://www.tradingview.com/chart/?symbol=SWKS,"Skyworks Solutions, Inc.",Technology,80.37,12085118976,-1.0,-44.9,44.04,11.73,68.57,64.93,65.18,True,True,False,BULLISH TREND,False,56.37,NEUTRAL,5,"Skyworks (SWKS) Up 24.2% Since Last Earnings Report: Can It Continue? | Skyworks Solutions and Teradyne Stocks Trade Up, What You Need To Know | Skyworks Exchange Offers And AGM Votes Shape Qorvo Deal Outlook",33.48,15.61,687837504.0,20.632,6.17,8.93,49.96,IGNORE
GPN,https://www.tradingview.com/chart/?symbol=GPN,Global Payments Inc.,Industrials,68.765,18810220544,63.1,,-11.06,-1.01,53.94,69.44,76.58,False,False,False,NO CLEAR ENTRY,False,54.14,NEUTRAL,5,Is the Options Market Predicting a Spike in Global Payments Stock? | Stocks Retreat as US-Iran Peace Hopes in Doubt | US Equity Markets Lower After Middle East Situation Worsens,25.28,4.25,7124387840.0,95.593,2.94,-7.97,49.73,IGNORE
CPRT,https://www.tradingview.com/chart/?symbol=CPRT,"Copart, Inc.",Industrials,30.99,29852928000,2.1,2.3,-18.32,-6.52,40.57,33.07,39.28,False,False,False,NO CLEAR ENTRY,False,57.54,NEUTRAL,5,Is It Time To Revisit Copart (CPRT) After A 36% One Year Share Price Decline | 3 Nasdaq 100 Stocks for Long-Term Investors | The 5 Most Interesting Analyst Questions From Copart’s Q1 Earnings Call,19.25,18.38,999977152.0,1.059,17.61,33.48,49.7,IGNORE
TSN,https://www.tradingview.com/chart/?symbol=TSN,"Tyson Foods, Inc.",Consumer Defensive,57.18,20132999168,4.4,3602.2,-8.36,-15.76,16.94,64.03,58.41,False,False,True,NO CLEAR ENTRY,False,44.67,NEUTRAL,5,"Cattle Prices Are a Problem for Tyson and JBS Stock. Could the New World Screwworm Make Things Worse? | Ollie's Bargain Q1 Earnings Beat, Comps Rise 1.7%, EPS View Up | Monster Beverage's International Boom: Why Overseas Sales Hit 45%",45.02,12.54,1029000000.0,44.41,2.62,0.81,49.47,IGNORE
