Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NWSA,https://www.tradingview.com/chart/?symbol=NWSA,News Corporation,Communication Services,26.575,14503749632,8.8,-10.4,11.33,0.97,45.42,25.66,26.24,True,True,False,BULLISH TREND,False,54.78,NEUTRAL,5,Trump Revives $10B Defamation Battle Against WSJ Publisher News Corp | Do Wall Street Analysts Like News Corporation Stock? | A Look At News Corp (NWSA) Valuation After Recent Share Price Moves,33.64,20.58,1744000000.0,31.559,6.52,12.92,55.63,IGNORE
CCEP,https://www.tradingview.com/chart/?symbol=CCEP,Coca-Cola Europacific Partners PLC,Consumer Defensive,89.85,39783518208,0.2,68.3,-16.02,-3.98,41.77,93.22,91.42,False,False,True,NO CLEAR ENTRY,False,58.88,NEUTRAL,5,Coca-Cola’s America250 Push Highlights Packaging Rewards And Plastic Risks | A Look At Coca-Cola Europacific Partners (ENXTAM:CCEP) Valuation After Recent Share Price Weakness | Wall Street Futures Advance Premarket Tuesday on Mid East Peace Talks Optimism,18.15,15.78,1747874944.0,130.001,22.89,9.29,55.56,IGNORE
AIG,https://www.tradingview.com/chart/?symbol=AIG,"American International Group, Inc.",Financial Services,73.91,39187542016,1.4,21.6,-8.35,-1.19,39.85,76.22,77.58,False,False,False,NO CLEAR ENTRY,False,61.3,POSITIVE,5,American International Group (AIG) to Acquire Everest Colombia Unit | A Look At American International Group (AIG) Valuation As Shares Weaken Year To Date | Should Value Investors Buy American International Group (AIG) Stock?,13.01,8.3,9517249536.0,22.647,7.72,11.84,55.55,IGNORE
EMR,https://www.tradingview.com/chart/?symbol=EMR,Emerson Electric Co.,Industrials,141.58,79298953216,2.9,27.9,-6.53,1.22,54.96,137.18,136.36,True,True,True,BULLISH TREND,False,55.82,NEUTRAL,5,No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now | Is Emerson Electric (EMR) Quietly Reframing Its Automation Story Around Physical AI At The Edge? | RBC Capital Reaffirms Outperform on Emerson Electric (EMR) Despite Middle East Headwinds,32.85,19.79,3272250112.0,69.182,12.33,13.35,55.52,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,544.665,77360660480,4.4,84.9,-29.08,-6.01,48.03,613.41,616.68,False,False,False,NO CLEAR ENTRY,False,57.69,NEUTRAL,5,"Northrop Grumman Selects Apex for Space-Based Missile Defense Demonstration (NOC) | Northrop Grumman Just Hiked Its Dividend, But Its Stock Has Tanked - Time to Buy NOC? | NATO military chief says alliance on track to meet spending goals",17.07,18.07,2071624960.0,102.682,28.51,10.8,55.47,IGNORE
OTIS,https://www.tradingview.com/chart/?symbol=OTIS,Otis Worldwide Corporation,Industrials,69.23,26564665344,6.4,42.6,-25.6,-10.57,24.33,76.07,85.0,False,False,False,NO CLEAR ENTRY,False,53.61,NEUTRAL,5,A Look Back at General Industrial Machinery Stocks’ Q1 Earnings: Otis (NYSE:OTIS) Vs The Rest Of The Pack | How Otis Link MOD Escalator Upgrades Could Reshape Otis Worldwide’s (OTIS) Investment Narrative | Otis Worldwide (OTIS) Valuation Check After Mixed Results And Launch Of Otis Link MOD Suite,18.41,14.68,1682125056.0,,,10.11,55.39,IGNORE
MCK,https://www.tradingview.com/chart/?symbol=MCK,McKesson Corporation,Healthcare,734.66,88309104640,6.0,37.2,-25.86,-9.88,53.92,816.13,817.81,False,False,False,NO CLEAR ENTRY,False,53.4,NEUTRAL,5,McKesson Corporation (MCK) Is a Trending Stock: Facts to Know Before Betting on It | A Look Back at Healthcare Providers & Services Stocks’ Q1 Earnings: McKesson (NYSE:MCK) Vs The Rest Of The Pack | Here's Why You Should Retain McKesson Stock in Your Portfolio for Now,19.14,14.6,5657625088.0,,,1.18,55.37,IGNORE
COO,https://www.tradingview.com/chart/?symbol=COO,"The Cooper Companies, Inc.",Healthcare,60.16,11738082304,6.2,26.9,-28.31,-4.36,55.97,65.57,73.07,False,False,False,NO CLEAR ENTRY,False,63.76,POSITIVE,5,Seeking Clues to The Cooper Companies (COO) Q2 Earnings? A Peek Into Wall Street Projections for Key Metrics | 2 Healthcare Stocks with Exciting Potential and 1 Facing Challenges | What Are Wall Street Analysts' Target Price for Cooper Companies’ Stock?,29.93,12.0,367087488.0,33.201,4.87,9.67,55.35,IGNORE
ECL,https://www.tradingview.com/chart/?symbol=ECL,Ecolab Inc.,Basic Materials,250.6,70528237568,10.0,7.8,-17.2,-3.84,49.35,261.7,270.49,False,False,False,NO CLEAR ENTRY,False,59.52,NEUTRAL,5,Did Ecolab’s (ECL) US$5 Billion Bond Issuance Just Reframe Its Funding-Led Efficiency Story? | Evaluating Ecolab (ECL) After Recent Share Price Softness And Conflicting Valuation Signals | Ecolab (ECL) Up 2.3% Since Last Earnings Report: Can It Continue?,33.86,26.09,1586424960.0,92.369,22.43,12.8,55.16,IGNORE
PRU,https://www.tradingview.com/chart/?symbol=PRU,"Prudential Financial, Inc.",Financial Services,100.57,34930487296,15.3,-14.3,1.99,3.9,53.4,97.55,101.55,True,False,False,NO CLEAR ENTRY,False,60.1,POSITIVE,5,Inflation Squeezes Retirement. 5 Smart Tips to Protect Yourself. | 1 Large-Cap Stock with Impressive Fundamentals and 2 We Find Risky | Assessing Prudential Financial (PRU) Valuation As Market Price Diverges From Narrative And DCF Estimates,10.36,6.87,10378999808.0,158.972,10.71,5.48,55.11,IGNORE
TFC,https://www.tradingview.com/chart/?symbol=TFC,Truist Financial Corporation,Financial Services,47.15,58743197696,5.2,25.3,-3.84,-7.48,44.18,48.09,46.73,False,True,True,BUY THE DIP,False,59.02,NEUTRAL,5,"Truist Reiterates Hold on Fidelity National Information Services, Inc. (FIS), Cuts Price Target to $45 | Public Service Enterprise (PEG) Sees a $3 Price Target Cut at Truist | Xcel Energy (XEL): Top 10 Safest Dividend Stock To Buy",11.67,9.2,,,8.58,29.62,55.07,IGNORE
INVH,https://www.tradingview.com/chart/?symbol=INVH,Invitation Homes Inc.,Real Estate,29.385,17455923200,9.2,-3.7,13.74,2.14,57.12,27.24,27.28,True,True,False,BULLISH TREND,False,61.59,POSITIVE,5,Assessing Invitation Homes (INVH) Valuation After Recent Mixed Share Price Performance | Invitation Home (INVH) Up 2.1% Since Last Earnings Report: Can It Continue? | 5 Reasons Invitation Homes Stock Looks Worth Buying Now,30.93,44.24,1021075392.0,97.038,6.19,20.96,54.93,IGNORE
REG,https://www.tradingview.com/chart/?symbol=REG,Regency Centers Corporation,Real Estate,76.46,14293048320,10.0,17.2,-2.93,-1.79,41.73,77.83,72.57,False,True,True,NO CLEAR ENTRY,False,53.33,NEUTRAL,5,"Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Assessing Regency Centers (REG) Valuation After Recent Steady Performance And Modest Undervaluation Estimate | Federal Realty vs. Regency Centers: Which Retail REIT to Buy Now?",26.27,30.34,574623104.0,73.218,8.0,33.11,54.87,IGNORE
FDS,https://www.tradingview.com/chart/?symbol=FDS,FactSet Research Systems Inc.,Financial Services,266.16,9696508928,7.1,-4.5,21.68,17.6,75.74,221.77,263.25,True,True,False,WATCH - OVERBOUGHT,False,59.47,NEUTRAL,5,"Why It Matters if OpenAI or Anthropic Wins the IPO Race | S&P 500 Companies' Earnings Grow 28% as Reporting Season Approaches End, Oppenheimer Says | Here's Why Investors Must Hold OMC Stock in Their Portfolios for Now",17.13,13.73,590249344.0,72.972,28.08,24.48,54.86,IGNORE
VMC,https://www.tradingview.com/chart/?symbol=VMC,Vulcan Materials Company,Basic Materials,281.92,36580499456,7.4,29.7,-7.57,-6.38,49.8,280.55,290.68,True,False,False,NO CLEAR ENTRY,False,57.66,NEUTRAL,5,Why Is Vulcan (VMC) Down 8.3% Since Last Earnings Report? | A Look At Vulcan Materials (VMC) Valuation After Recent Share Price Weakness | Vulcan Materials surges $2B in market cap after crucial ruling,33.44,26.04,239012496.0,61.249,13.46,13.81,54.86,IGNORE
TKO,https://www.tradingview.com/chart/?symbol=TKO,"TKO Group Holdings, Inc.",Communication Services,211.14,15828674560,25.9,63.0,-5.77,13.46,77.12,191.45,195.72,True,True,False,WATCH - OVERBOUGHT,False,53.99,NEUTRAL,5,"The Dealmaking 3: NBA Ratings, World Cup Logistics, Enhanced Games Gamble | These 3 Beaten-Down Stocks Just Saw $25 Million in Insider Buying | TKO Group (TKO) Director Buys $988K in Shares",78.49,45.29,830904512.0,58.229,6.74,4.47,54.82,IGNORE
WSM,https://www.tradingview.com/chart/?symbol=WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,201.125,23681785856,4.4,4.3,0.29,10.99,74.03,185.71,191.8,True,True,False,WATCH - OVERBOUGHT,False,59.91,NEUTRAL,5,A Look At Williams Sonoma (WSM) Valuation After Earnings Beat Guidance Reaffirmation And Pottery Barn Leadership Changes | Lifetime Brands' Home Decor Expansion Supports Broader Revenue Growth | 3 Cash-Producing Stocks We’re Skeptical Of,22.55,19.66,885462144.0,79.878,54.01,13.81,54.74,IGNORE
PYPL,https://www.tradingview.com/chart/?symbol=PYPL,"PayPal Holdings, Inc.",Financial Services,45.9498,40532570112,7.2,-6.2,1.01,-8.36,58.25,46.58,56.46,False,False,False,NO CLEAR ENTRY,False,60.82,POSITIVE,5,"Is AI unique or just the latest tech to 'terraform' financial systems? | House of Doge and Paxos Partner to Expand Regulated Access to Dogecoin | TBH Stock Climbs On House Of Doge-Paxos Dogecoin Deal, But Reverse Split Muddies The Retail Sentiment",8.62,7.95,4083500032.0,58.28,25.12,15.0,54.67,IGNORE
RF,https://www.tradingview.com/chart/?symbol=RF,Regions Financial Corporation,Financial Services,27.455,23429533696,7.3,21.6,-1.84,-3.84,57.56,27.31,26.62,True,True,True,BULLISH TREND,False,67.09,POSITIVE,5,"Regions to pay $4.9M for allegedly forgiving ineligible PPP loan | Regions Financial (RF): Buy, Sell, or Hold Post Q1 Earnings? | A Look At Regions Financial (RF) Valuation After Recent Steady Share Price Performance",11.39,9.62,,,11.89,31.0,54.57,IGNORE
PG,https://www.tradingview.com/chart/?symbol=PG,The Procter & Gamble Company,Consumer Defensive,140.02,326050447360,7.4,5.8,-13.72,-4.81,42.53,143.83,147.77,False,False,False,NO CLEAR ENTRY,False,61.32,POSITIVE,5,No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now | Procter & Gamble (PG) Keeps Rewarding Shareholders Despite Economic Headwinds | Clorox Announces Leadership Transition as CEO Linda Rendle Prepares to Exit,20.5,19.75,12733750272.0,67.651,31.11,19.16,54.26,IGNORE
PCG,https://www.tradingview.com/chart/?symbol=PCG,PG&E Corporation,Utilities,16.275,35841204224,15.0,39.8,-14.59,-2.08,50.97,16.92,16.26,False,True,True,NO CLEAR ENTRY,False,65.05,POSITIVE,5,Here's Why You Should Add Duke Energy Stock to Your Portfolio Now | CenterPoint Benefits From Strong Capital Recovery & Rising Demand | What to Know About This Fund's $61.5 Million Exit From Ecovyst Amid a 75% Stock Rally,12.62,9.03,-5572125184.0,187.872,8.83,11.01,54.25,IGNORE
EXPE,https://www.tradingview.com/chart/?symbol=EXPE,"Expedia Group, Inc.",Consumer Cyclical,223.71,26850140160,14.7,,5.36,-9.74,54.33,235.68,238.37,False,False,False,NO CLEAR ENTRY,False,63.01,POSITIVE,5,"3 Value Stocks We Steer Clear Of | 1 Stock Under $50 with Solid Fundamentals and 2 We Ignore | Expedia Group, Inc. (NASDAQ:EXPE) Passed Our Checks, And It's About To Pay A US$0.48 Dividend",19.78,9.69,3478249984.0,256.536,71.49,9.81,54.14,IGNORE
DGX,https://www.tradingview.com/chart/?symbol=DGX,Quest Diagnostics Incorporated,Healthcare,192.825,21345038336,9.2,15.5,-7.89,-0.71,56.58,194.08,187.14,False,True,True,NO CLEAR ENTRY,False,50.45,NEUTRAL,5,Encompass Health to Expand WV Footprint With 36-Bed Bridgeport Unit | Quest Diagnostics (DGX) Upgraded to Buy: Here's What You Should Know | 3 Reasons to Sell DGX and 1 Stock to Buy Instead,21.33,16.52,947875008.0,82.737,14.54,9.08,54.09,IGNORE
ACGL,https://www.tradingview.com/chart/?symbol=ACGL,Arch Capital Group Ltd.,Financial Services,88.86,31046760448,-3.3,94.6,-12.07,-5.93,31.33,95.11,93.47,False,False,True,NO CLEAR ENTRY,False,48.9,NEUTRAL,5,A Look At Arch Capital Group (ACGL) Valuation After Recent Share Price Weakness | Arch Capital (ACGL) Down 1.4% Since Last Earnings Report: Can It Rebound? | W.R. Berkley Stock Lost 10.9% in a Year:  Should You Buy the Dip?,6.84,8.97,5276125184.0,11.282,21.31,24.64,53.96,IGNORE
TGT,https://www.tradingview.com/chart/?symbol=TGT,Target Corporation,Consumer Defensive,122.74,55745699840,6.7,-24.7,9.48,-4.51,58.57,123.1,103.73,False,True,True,NO CLEAR ENTRY,False,66.22,POSITIVE,5,Dollar General Gears Up for Q1 Earnings: Key Elements to Watch | Is Costco's 9.8% Comparable Sales Growth Stronger Than It Looks? | Is Target Finally Winning Back Shoppers Across Key Categories?,16.21,13.79,3141250048.0,117.548,22.02,3.24,53.95,IGNORE
CTVA,https://www.tradingview.com/chart/?symbol=CTVA,"Corteva, Inc.",Basic Materials,77.68,51953934336,11.0,12.1,-3.53,-4.11,27.03,81.25,72.38,False,True,True,NO CLEAR ENTRY,False,60.28,POSITIVE,5,Farming Has a Tough Row to Hoe. This Analyst Still Likes Corteva and a Tech Provider. | Is EBITDA Growth an Indication of Mission Produce's Strong Resilience? | Here's Why Corteva (NYSE:CTVA) Has Caught The Eye Of Investors,41.99,18.93,2576124928.0,13.64,5.14,6.5,53.92,IGNORE
BRO,https://www.tradingview.com/chart/?symbol=BRO,"Brown & Brown, Inc.",Financial Services,57.405,19457300480,35.7,-7.9,-20.43,-4.28,58.59,62.07,76.8,False,False,False,NO CLEAR ENTRY,False,62.81,POSITIVE,5,Assurant's Acquisition Strategy Fuels Growth and Expansion | Why Is Brown & Brown (BRO) Down 9.7% Since Last Earnings Report? | AJG Strengthens Specialty Insurance via Acquisition of Twin Elms,18.7,11.8,1522499968.0,64.37,11.93,18.36,53.87,IGNORE
LIN,https://www.tradingview.com/chart/?symbol=LIN,Linde plc,Basic Materials,493.18,228020436992,8.2,13.4,-2.85,-1.59,41.03,500.99,463.57,False,True,True,NO CLEAR ENTRY,False,62.26,POSITIVE,5,BofA and BMO Raise Price Targets on Linde (LIN) Amid Hydrogen and Industrial Gas Growth Prospects | Linde (LIN) Draws Analyst Optimism as Growth Outlook Improves | Why This Fund Made a $30 Million Bet on Floor & Decor Amid a 30% Stock Drop,32.7,25.02,4694499840.0,65.642,18.23,20.44,53.83,IGNORE
SCHW,https://www.tradingview.com/chart/?symbol=SCHW,The Charles Schwab Corporation,Financial Services,87.87,152817844224,15.8,38.6,-7.65,-3.77,50.11,91.78,94.55,False,False,False,NO CLEAR ENTRY,False,58.29,NEUTRAL,5,Charles Schwab warns Americans on major estate planning problem | A Step-by-Step Guide to Buying SpaceX at the IPO Price | Do You Qualify As Wealthy Or Are You Just Comfortable? Here's The Number People Say Separates The Rich From Everyone Else,17.47,12.17,,120.766,19.08,37.99,53.76,IGNORE
AKAM,https://www.tradingview.com/chart/?symbol=AKAM,"Akamai Technologies, Inc.",Technology,153.19,22271598592,5.8,-13.4,56.89,48.76,50.16,119.83,94.94,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,3 Unpopular Stocks We Approach with Caution | Akamai (AKAM) Completes Convertible Senior Notes Issuance | How The Akamai Technologies (AKAM) Story Is Shifting With AI Deals And Margin Debate,51.75,21.33,700723392.0,119.534,9.17,10.2,53.7,IGNORE
MTB,https://www.tradingview.com/chart/?symbol=MTB,M&T Bank Corporation,Financial Services,212.53,31123968000,5.7,24.4,-3.18,-2.79,59.26,212.48,202.87,True,True,True,BULLISH TREND,False,54.94,NEUTRAL,5,"Here's Why We Think M&T Bank (NYSE:MTB) Might Deserve Your Attention Today | Banks Are Buying Back Stock Hand Over Fist, Including These 3 Names | M&T Bank Stock: Is Wall Street Bullish or Bearish?",11.93,10.19,,,10.29,31.48,53.6,IGNORE
RJF,https://www.tradingview.com/chart/?symbol=RJF,"Raymond James Financial, Inc.",Financial Services,145.055,28268756992,13.1,15.3,-5.71,-8.38,39.07,150.16,158.89,False,False,False,NO CLEAR ENTRY,False,51.07,NEUTRAL,5,1 Oversold Stock Set for a Comeback and 2 That Underwhelm | Raymond James Financial (RJF) Reports Record Client Assets of $1.87 Trillion | Raymond James Lures Away $2.8 Billion Commonwealth Financial Advisor Team,13.71,10.85,,48.477,17.29,14.58,53.59,IGNORE
SBUX,https://www.tradingview.com/chart/?symbol=SBUX,Starbucks Corporation,Consumer Cyclical,96.55,110038032384,8.8,32.6,0.37,-7.8,21.07,98.95,90.25,False,True,True,BUY THE DIP,False,62.34,POSITIVE,5,Has Starbucks Reached the Turning Point in Its Turnaround Story? | Starbucks Corporation (SBUX) is Attracting Investor Attention: Here is What You Should Know | Whey Protein Is Running Out as Food Companies Put It in Everything,73.7,31.88,-1304087552.0,,,3.89,53.59,IGNORE
GE,https://www.tradingview.com/chart/?symbol=GE,GE Aerospace,Industrials,322.33,336779935744,24.7,-1.8,-6.64,11.18,66.76,295.96,300.79,True,True,False,BULLISH TREND,False,53.3,NEUTRAL,5,"The Zacks Analyst Blog Highlights JPMorgan Chase, GE Aerospace, Western Digital, Syntec Optics and Investors Title | One Thing I’m Watching: The AI-Fication of the S&P 500 | Is RTX Corporation Stock Outperforming the Dow?",39.99,37.15,5667999744.0,116.527,45.43,17.86,53.46,IGNORE
IDXX,https://www.tradingview.com/chart/?symbol=IDXX,"IDEXX Laboratories, Inc.",Healthcare,564.02,44491591680,14.3,17.2,-11.42,0.57,70.68,564.29,637.75,False,False,False,WATCH - OVERBOUGHT,False,52.32,NEUTRAL,5,"IDEXX Laboratories Touts AI Push, inVue Dx Momentum at Stifel Conference | IDEXX Laboratories (IDXX) Embeds an Early Kidney Disease Detector Into Its Most Popular Test Profile | Is Wall Street Bullish or Bearish on IDEXX Laboratories Stock?",41.53,34.15,786844480.0,71.04,72.91,24.63,53.39,IGNORE
FDX,https://www.tradingview.com/chart/?symbol=FDX,FedEx Corporation,Industrials,334.255,79755501568,8.3,17.3,-13.34,-17.12,35.12,376.01,306.28,False,True,True,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"Why FedEx Stock Just Dropped | FedEx Freight Starts Trading Today. It Has Potential. | FedEx Freight Completes Spinoff, Joins S&P 500, Dow Jones Transport Indexes",17.85,14.97,894000000.0,140.994,15.87,4.88,53.3,IGNORE
CRWD,https://www.tradingview.com/chart/?symbol=CRWD,"CrowdStrike Holdings, Inc.",Technology,764.48,194588082176,23.3,,98.64,71.5,89.36,489.24,471.9,True,True,True,WATCH - OVERBOUGHT,False,44.93,NEUTRAL,5,"Anthropic killing all software companies? This chart says nope. | Jobs report, retail earnings, AI in focus next week | S&P 500 Companies' Earnings Grow 28% as Reporting Season Approaches End, Oppenheimer Says",,123.88,1604615040.0,18.336,-4.14,-3.38,53.19,IGNORE
UNP,https://www.tradingview.com/chart/?symbol=UNP,Union Pacific Corporation,Industrials,259.55,154098253824,3.2,6.2,-2.27,-3.18,47.8,256.13,236.68,True,True,True,BULLISH TREND,False,58.94,NEUTRAL,5,No hard feelings: UP-NS will see fact-based review | Union Pacific vs Norfolk Southern: Which Side of the Megamerger Should You Own? | New COO for Norfolk Southern,21.34,18.97,4034374912.0,162.246,40.69,29.2,53.12,IGNORE
BG,https://www.tradingview.com/chart/?symbol=BG,Bunge Global SA,Consumer Defensive,129.145,25056468992,87.8,-76.4,7.72,2.24,58.32,123.9,103.45,True,True,True,BULLISH TREND,False,61.07,POSITIVE,5,3 Cash-Burning Stocks That Concern Us | New Strong Buy Stocks for May 28th | Buy 3 AgriTech & Food Innovation Stocks to Lift Your Portfolio Returns,33.99,11.86,-6827500032.0,93.214,4.93,0.85,53.09,IGNORE
BMY,https://www.tradingview.com/chart/?symbol=BMY,Bristol-Myers Squibb Company,Healthcare,54.805,111915720704,2.6,9.2,-11.18,-9.55,45.34,58.06,52.26,False,True,True,BUY THE DIP,False,47.29,NEUTRAL,5,AstraZeneca Scores In Liver Cancer On Its Path To $40 Billion In Oncology Sales | Bristol Myers Showcases Data on MM and NSCLC Drugs at ASCO | RVMD Stock Rises on Detailed Results From Pancreatic Cancer Study,15.35,8.89,9851750400.0,230.967,38.73,15.01,53.08,IGNORE
ROL,https://www.tradingview.com/chart/?symbol=ROL,"Rollins, Inc.",Consumer Cyclical,46.585,22428983296,10.2,1.3,-23.22,-16.12,21.27,53.59,57.29,False,False,False,NO CLEAR ENTRY,False,58.19,NEUTRAL,5,"Why Did BSX, LI, ROL Stocks Fall To 52-Week Lows On Friday? | Booz Allen's Q4 Earnings Surpass Estimates, Revenues Fall Short | Why Is Rollins (ROL) Down 7% Since Last Earnings Report?",42.74,33.38,521446112.0,77.235,38.67,13.77,53.06,IGNORE
CMI,https://www.tradingview.com/chart/?symbol=CMI,Cummins Inc.,Industrials,636.4,87816249344,2.7,-21.0,10.0,-4.86,32.0,626.54,521.65,True,True,True,BULLISH TREND,False,47.76,NEUTRAL,5,“Demand for Data Center Power Continues to Outpace Expectations” — Josh Brown’s Case for Heavy Assets Over AI Hype | Bernstein Maintains Market Perform Rating on Cummins (CMI) Following Updated 2030 Guidance | Raymond James Raises its Price Target on Cummins (CMI),33.03,19.06,1688625024.0,61.621,21.99,7.89,52.82,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,149.525,31301443584,17.6,-21.7,20.58,,,,,False,False,False,NO DATA,False,52.94,NEUTRAL,5,"Qnity Electronics, Inc. (Q) Price Target Raised to $200 on Strong AI-Driven Demand Trends | Qnity Electronics Stock: Analyst Estimates & Ratings | Jim Cramer on Qnity: “I Think It’s Too Expensive for the Moment”",48.23,31.43,702374976.0,60.756,7.48,13.13,52.79,IGNORE
PDD,https://www.tradingview.com/chart/?symbol=PDD,PDD Holdings Inc.,Consumer Cyclical,87.54,124604129280,11.0,-14.9,-14.86,-12.35,35.61,98.22,113.09,False,False,False,NO CLEAR ENTRY,False,58.34,NEUTRAL,5,PDD Holdings Inc. Sponsored ADR (PDD) is Attracting Investor Attention: Here is What You Should Know | Shein Copyright Claim Puts Temu’s Growth Model And Costs Under Scrutiny | The EU Slapped Temu With a $232 Million Fine. And It Just Got Started,9.2,6.93,71642849280.0,1.21,25.4,21.62,52.72,IGNORE
ORLY,https://www.tradingview.com/chart/?symbol=ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,86.07,71327506432,10.2,16.1,-9.43,-13.41,31.64,91.97,96.48,False,False,False,NO CLEAR ENTRY,False,56.49,NEUTRAL,5,3 Market-Beating Stocks to Keep an Eye On | More Drivers Are Joining the High-Miles Club. This Stock Could Pull Ahead. | 2 Profitable Stocks with Competitive Advantages and 1 We Find Risky,28.04,23.81,1330813184.0,,,14.3,52.62,IGNORE
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,171.835,20265302016,32.7,,-3.32,-12.64,15.88,184.64,140.57,False,True,True,BUY THE DIP,False,54.04,NEUTRAL,5,IFF to Optimize Portfolio With Its Food Ingredients Business Sale | NEXA Resumes Cajamarquilla Smelter Operations After Fire Incident | DOW Launches DOWSIL TC-3120 Thermal Gel for Advanced Electronics,,14.45,716711744.0,19.845,-1.82,-4.24,52.52,IGNORE
CHD,https://www.tradingview.com/chart/?symbol=CHD,"Church & Dwight Co., Inc.",Consumer Defensive,95.58,22647070720,0.2,2.2,-7.75,-1.2,67.78,94.59,91.2,True,True,True,BULLISH TREND,False,75.85,POSITIVE,5,"Church & Dwight Well Positioned for Growth Despite Macro Headwinds, RBC Says | Church & Dwight Buys Miss Mouth's to Strengthen Digital Fabric Care | PG vs. CHD: Which Consumer Staples Giant Has the Stronger Growth Edge?",31.44,23.81,1128824960.0,56.794,16.78,11.81,52.52,IGNORE
CTSH,https://www.tradingview.com/chart/?symbol=CTSH,Cognizant Technology Solutions Corporation,Technology,57.25,27079249920,5.8,3.6,-9.18,9.02,73.5,55.69,68.07,True,False,False,WATCH - OVERBOUGHT,False,56.68,NEUTRAL,5,"Microsoft initiated, Dell upgraded: Wall Street's top analyst calls | Cognizant (CTSH), Travelport, and Anthropic Partner in AI Travel Technology | Why Is Cognizant (CTSH) Up 1.8% Since Last Earnings Report?",12.42,9.29,1908875008.0,7.247,14.88,10.41,52.43,IGNORE
WMB,https://www.tradingview.com/chart/?symbol=WMB,"The Williams Companies, Inc.",Energy,70.135,85774983168,9.0,25.0,-7.39,-8.11,37.67,73.69,65.09,False,True,True,BUY THE DIP,False,57.18,NEUTRAL,5,Is Kinder Morgan's Undervaluation a Buying Opportunity for Investors? | Micron Technology and Houlihan Lokey have been highlighted as Zacks Bull and Bear of the Day | The Williams Companies (WMB) Price Target Raised by $2 at Argus,30.76,27.33,-190250000.0,199.855,19.66,23.06,52.27,IGNORE
DG,https://www.tradingview.com/chart/?symbol=DG,Dollar General Corporation,Consumer Defensive,109.46,24105973760,5.9,121.9,-27.94,-5.54,58.68,115.15,120.18,False,False,False,NO CLEAR ENTRY,False,38.74,NEGATIVE,5,"Jobs report, retail earnings, AI in focus next week | Dollar General Gears Up for Q1 Earnings: Key Elements to Watch | Guidewire to Report Q3 Earnings: Here's What Investors Should Know",15.98,13.77,2162651648.0,184.665,18.99,3.54,52.2,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,46.235,53327593472,-0.8,-75.3,3.4,-9.98,47.77,48.0,39.74,False,True,True,BUY THE DIP,False,74.22,POSITIVE,5,Stone Ridge tables $8bn bid for Devon Energy’s Marcellus assets | Devon Energy Receives $8 Billion Offer for Marcellus Shale Assets | Devon Energy gains as reported $8 billion Marcellus bid signals portfolio value,12.88,8.48,1600499968.0,56.404,15.18,14.17,52.19,IGNORE
PAYX,https://www.tradingview.com/chart/?symbol=PAYX,"Paychex, Inc.",Technology,101.44,36345028608,19.9,9.1,9.01,10.92,69.05,91.64,106.87,True,False,False,NO CLEAR ENTRY,False,59.72,NEUTRAL,5,"A Look Back at HR Software Stocks’ Q1 Earnings: Paychex (NASDAQ:PAYX) Vs The Rest Of The Pack | Paychex's PEO Revenue Growth Expected to Reaccelerate in 2027, RBC Says | Paychex WISE Launch Puts AI Workflows And Valuation In Focus",22.39,17.2,,124.91,,26.63,52.18,IGNORE
TRGP,https://www.tradingview.com/chart/?symbol=TRGP,Targa Resources Corp.,Energy,258.34,55451107328,-10.2,142.9,8.36,-0.67,54.27,250.78,198.71,True,True,True,BULLISH TREND,False,57.91,NEUTRAL,5,Bill Nygren's Strategic Moves: A Closer Look at Netflix Inc's 1.51% Portfolio Impact | AI Energy Infrastructure Stocks Near Buy Points: 'Pep In The Step' | Here's Why Targa Resources (NYSE:TRGP) Has Caught The Eye Of Investors,26.39,20.99,-318550016.0,585.249,74.1,12.87,52.13,IGNORE
